config_id,noise_removal1,transformation1,combination,selection,noise_removal2,transformation2,core,err_min,err_mean,err_median,err_75prctile,err_90prctile,err_max,rmse
1,none,none,none,x,none,none,fft,0.017231,29.124073,32.525340,46.027874,53.529901,55.029901,35.121075
2,none,none,none,x,none,none,corr,23.477045,28.767919,28.794625,30.497563,32.996960,34.242210,28.908085
3,none,none,none,x,none,none,wavelet,12.309608,19.422092,18.645710,23.149208,24.770521,25.189450,19.861929
4,none,none,none,x,none,abs,fft,0.017231,11.112822,7.002027,12.018751,33.525847,48.029901,17.366021
5,none,none,none,x,none,abs,corr,25.321116,32.017069,31.640645,35.005340,37.038399,38.317337,32.248193
6,none,none,none,x,none,abs,wavelet,11.934863,21.835815,23.804812,26.262464,30.599414,30.969444,22.810731
7,none,none,none,x,smooth,none,fft,0.017231,29.124073,32.525340,46.027874,53.529901,55.029901,35.121075
8,none,none,none,x,smooth,none,corr,23.477045,28.767919,28.794625,30.497563,32.996960,34.242210,28.908085
9,none,none,none,x,smooth,none,wavelet,12.309608,19.422092,18.645710,23.149208,24.770521,25.189450,19.861929
10,none,none,none,x,smooth,abs,fft,0.017231,11.112822,7.002027,12.018751,33.525847,48.029901,17.366021
11,none,none,none,x,smooth,abs,corr,25.321116,32.017069,31.640645,35.005340,37.038399,38.317337,32.248193
12,none,none,none,x,smooth,abs,wavelet,11.934863,21.835815,23.804812,26.262464,30.599414,30.969444,22.810731
13,none,none,none,x,bandpass,none,fft,0.017231,29.124073,32.525340,46.027874,53.529901,55.029901,35.121075
14,none,none,none,x,bandpass,none,corr,23.477045,28.767919,28.794625,30.497563,32.996960,34.242210,28.908085
15,none,none,none,x,bandpass,none,wavelet,12.309608,19.422092,18.645710,23.149208,24.770521,25.189450,19.861929
16,none,none,none,x,bandpass,abs,fft,0.017231,11.112822,7.002027,12.018751,33.525847,48.029901,17.366021
17,none,none,none,x,bandpass,abs,corr,25.321116,32.017069,31.640645,35.005340,37.038399,38.317337,32.248193
18,none,none,none,x,bandpass,abs,wavelet,11.934863,21.835815,23.804812,26.262464,30.599414,30.969444,22.810731
19,none,none,none,x,wavelet,none,fft,0.017231,29.124073,32.525340,46.027874,53.529901,55.029901,35.121075
20,none,none,none,x,wavelet,none,corr,23.477045,28.767919,28.794625,30.497563,32.996960,34.242210,28.908085
21,none,none,none,x,wavelet,none,wavelet,12.309608,19.422092,18.645710,23.149208,24.770521,25.189450,19.861929
22,none,none,none,x,wavelet,abs,fft,0.017231,11.112822,7.002027,12.018751,33.525847,48.029901,17.366021
23,none,none,none,x,wavelet,abs,corr,25.321116,32.017069,31.640645,35.005340,37.038399,38.317337,32.248193
24,none,none,none,x,wavelet,abs,wavelet,11.934863,21.835815,23.804812,26.262464,30.599414,30.969444,22.810731
25,none,none,none,y,none,none,fft,24.023313,42.527468,43.027620,50.029394,53.529901,55.029901,43.555448
26,none,none,none,y,none,none,corr,25.417380,29.349452,29.530172,31.827748,32.891568,33.443746,29.465567
27,none,none,none,y,none,none,wavelet,18.864592,21.510198,20.504066,24.480369,25.519009,26.382310,21.662936
28,none,none,none,y,none,abs,fft,24.023313,42.127367,43.026860,50.029394,53.529901,55.029901,43.112000
29,none,none,none,y,none,abs,corr,25.417380,28.846271,28.326676,30.474403,32.126228,33.443746,28.937716
30,none,none,none,y,none,abs,wavelet,18.864592,21.717038,21.263529,24.351592,24.568039,24.655709,21.842231
31,none,none,none,y,smooth,none,fft,24.023313,42.527468,43.027620,50.029394,53.529901,55.029901,43.555448
32,none,none,none,y,smooth,none,corr,25.417380,29.349452,29.530172,31.827748,32.891568,33.443746,29.465567
33,none,none,none,y,smooth,none,wavelet,18.864592,21.510198,20.504066,24.480369,25.519009,26.382310,21.662936
34,none,none,none,y,smooth,abs,fft,24.023313,42.127367,43.026860,50.029394,53.529901,55.029901,43.112000
35,none,none,none,y,smooth,abs,corr,25.417380,28.846271,28.326676,30.474403,32.126228,33.443746,28.937716
36,none,none,none,y,smooth,abs,wavelet,18.864592,21.717038,21.263529,24.351592,24.568039,24.655709,21.842231
37,none,none,none,y,bandpass,none,fft,24.023313,42.527468,43.027620,50.029394,53.529901,55.029901,43.555448
38,none,none,none,y,bandpass,none,corr,25.417380,29.349452,29.530172,31.827748,32.891568,33.443746,29.465567
39,none,none,none,y,bandpass,none,wavelet,18.864592,21.510198,20.504066,24.480369,25.519009,26.382310,21.662936
40,none,none,none,y,bandpass,abs,fft,24.023313,42.127367,43.026860,50.029394,53.529901,55.029901,43.112000
41,none,none,none,y,bandpass,abs,corr,25.417380,28.846271,28.326676,30.474403,32.126228,33.443746,28.937716
42,none,none,none,y,bandpass,abs,wavelet,18.864592,21.717038,21.263529,24.351592,24.568039,24.655709,21.842231
43,none,none,none,y,wavelet,none,fft,24.023313,42.527468,43.027620,50.029394,53.529901,55.029901,43.555448
44,none,none,none,y,wavelet,none,corr,25.417380,29.349452,29.530172,31.827748,32.891568,33.443746,29.465567
45,none,none,none,y,wavelet,none,wavelet,18.864592,21.510198,20.504066,24.480369,25.519009,26.382310,21.662936
46,none,none,none,y,wavelet,abs,fft,24.023313,42.127367,43.026860,50.029394,53.529901,55.029901,43.112000
47,none,none,none,y,wavelet,abs,corr,25.417380,28.846271,28.326676,30.474403,32.126228,33.443746,28.937716
48,none,none,none,y,wavelet,abs,wavelet,18.864592,21.717038,21.263529,24.351592,24.568039,24.655709,21.842231
49,none,none,none,z,none,none,fft,2.984796,35.722552,37.026860,44.027874,51.028887,56.029901,38.160315
50,none,none,none,z,none,none,corr,20.832012,29.647543,30.791990,31.487304,33.253738,34.879282,29.858791
51,none,none,none,z,none,none,wavelet,10.527706,17.617087,16.921015,21.694714,23.848048,25.649735,18.120658
52,none,none,none,z,none,abs,fft,2.984796,31.121387,34.025847,41.026860,45.027874,46.027874,33.945710
53,none,none,none,z,none,abs,corr,20.832012,30.112011,31.016206,31.943193,33.989796,34.879282,30.337073
54,none,none,none,z,none,abs,wavelet,10.527706,17.622630,16.921015,21.694714,23.848048,25.649735,18.126114
55,none,none,none,z,smooth,none,fft,2.984796,35.722552,37.026860,44.027874,51.028887,56.029901,38.160315
56,none,none,none,z,smooth,none,corr,20.832012,29.647543,30.791990,31.487304,33.253738,34.879282,29.858791
57,none,none,none,z,smooth,none,wavelet,10.527706,17.617087,16.921015,21.694714,23.848048,25.649735,18.120658
58,none,none,none,z,smooth,abs,fft,2.984796,31.121387,34.025847,41.026860,45.027874,46.027874,33.945710
59,none,none,none,z,smooth,abs,corr,20.832012,30.112011,31.016206,31.943193,33.989796,34.879282,30.337073
