noise_removal1,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max,rmse
bandpass,none,xy,wavelet,abs,wavelet,"10,506367","66,71833","27,14189","55,10889","66,71833","36,459626"
wavelet,none,xyz,none,none,fft,"3,00406","62,491846","27,243228","56,54236","62,491846","34,836954"
wavelet,none,xyz,smooth,none,fft,"3,00406","62,491846","27,243228","56,54236","62,491846","34,836954"
wavelet,none,xyz,bandpass,none,fft,"3,00406","62,491846","27,243228","56,54236","62,491846","34,836954"
wavelet,none,xyz,wavelet,none,fft,"3,00406","62,491846","27,243228","56,54236","62,491846","34,836954"
bandpass,ica,xz,none,abs,wavelet,"10,420584","64,645749","27,531571","55,560274","64,645749","34,454035"
bandpass,ica,xz,smooth,abs,wavelet,"10,420584","64,645749","27,531571","55,560274","64,645749","34,454035"
bandpass,ica,xz,bandpass,abs,wavelet,"10,420584","64,645749","27,531571","55,560274","64,645749","34,454035"
bandpass,ica,xz,wavelet,abs,wavelet,"10,420584","64,645749","27,531571","55,560274","64,645749","34,454035"
wavelet,pca,xz,none,none,fft,"2,504095","64,491706","27,742703","59,941779","64,491706","37,45812"
wavelet,pca,xz,smooth,none,fft,"2,504095","64,491706","27,742703","59,941779","64,491706","37,45812"
wavelet,pca,xz,bandpass,none,fft,"2,504095","64,491706","27,742703","59,941779","64,491706","37,45812"
wavelet,pca,xz,wavelet,none,fft,"2,504095","64,491706","27,742703","59,941779","64,491706","37,45812"
none,pca,xyz,none,none,fft,"7,495065","52,992651","27,743578","50,192651","52,992651","33,388711"
none,pca,xyz,smooth,none,fft,"7,495065","52,992651","27,743578","50,192651","52,992651","33,388711"
none,pca,xyz,bandpass,none,fft,"7,495065","52,992651","27,743578","50,192651","52,992651","33,388711"
none,pca,xyz,wavelet,none,fft,"7,495065","52,992651","27,743578","50,192651","52,992651","33,388711"
none,none,xz,none,abs,fft,"1,245013","47,242283","27,743648","42,518055","47,242283","28,220179"
none,none,xz,smooth,abs,fft,"1,245013","47,242283","27,743648","42,518055","47,242283","28,220179"
none,none,xz,bandpass,abs,fft,"1,245013","47,242283","27,743648","42,518055","47,242283","28,220179"
none,none,xz,wavelet,abs,fft,"1,245013","47,242283","27,743648","42,518055","47,242283","28,220179"
none,ica,xz,none,abs,fft,"1,254882","53,992441","27,9937","49,092881","53,992441","32,118419"
none,ica,xz,smooth,abs,fft,"1,254882","53,992441","27,9937","49,092881","53,992441","32,118419"
none,ica,xz,bandpass,abs,fft,"1,254882","53,992441","27,9937","49,092881","53,992441","32,118419"
none,ica,xz,wavelet,abs,fft,"1,254882","53,992441","27,9937","49,092881","53,992441","32,118419"
bandpass,none,xyz,none,none,fft,"2,494855","54,992021","28,243333","52,892511","54,992021","31,674864"
bandpass,none,xyz,smooth,none,fft,"2,494855","54,992021","28,243333","52,892511","54,992021","31,674864"
bandpass,none,xyz,bandpass,none,fft,"2,494855","54,992021","28,243333","52,892511","54,992021","31,674864"
bandpass,none,xyz,wavelet,none,fft,"2,494855","54,992021","28,243333","52,892511","54,992021","31,674864"
wavelet,none,z,none,none,fft,"0,495695","58,492126","28,743018","54,642493","58,492126","34,840669"
wavelet,none,z,smooth,none,fft,"0,495695","58,492126","28,743018","54,642493","58,492126","34,840669"
wavelet,none,z,bandpass,none,fft,"0,495695","58,492126","28,743018","54,642493","58,492126","34,840669"
wavelet,none,z,wavelet,none,fft,"0,495695","58,492126","28,743018","54,642493","58,492126","34,840669"
bandpass,pca,y,none,none,wavelet,"14,491977","52,637005","28,755912","47,011245","52,637005","32,859868"
bandpass,pca,y,smooth,none,wavelet,"14,491977","52,637005","28,755912","47,011245","52,637005","32,859868"
bandpass,pca,y,bandpass,none,wavelet,"14,491977","52,637005","28,755912","47,011245","52,637005","32,859868"
bandpass,pca,y,wavelet,none,wavelet,"14,491977","52,637005","28,755912","47,011245","52,637005","32,859868"
none,none,xyz,none,abs,fft,"3,504655","42,493245","28,99349","40,742927","42,493245","29,266581"
none,none,xyz,smooth,abs,fft,"3,504655","42,493245","28,99349","40,742927","42,493245","29,266581"
none,none,xyz,bandpass,abs,fft,"3,504655","42,493245","28,99349","40,742927","42,493245","29,266581"
none,none,xyz,wavelet,abs,fft,"3,504655","42,493245","28,99349","40,742927","42,493245","29,266581"
bandpass,ica,y,none,abs,wavelet,"0,798115","65,650094","29,041301","51,547918","65,650094","32,99295"
bandpass,ica,y,smooth,abs,wavelet,"0,798115","65,650094","29,041301","51,547918","65,650094","32,99295"
bandpass,ica,y,bandpass,abs,wavelet,"0,798115","65,650094","29,041301","51,547918","65,650094","32,99295"
bandpass,ica,y,wavelet,abs,wavelet,"0,798115","65,650094","29,041301","51,547918","65,650094","32,99295"
bandpass,pca,z,none,none,wavelet,"18,81475","65,656203","29,048019","54,194846","65,656203","34,919243"
bandpass,pca,z,smooth,none,wavelet,"18,81475","65,656203","29,048019","54,194846","65,656203","34,919243"
bandpass,pca,z,bandpass,none,wavelet,"18,81475","65,656203","29,048019","54,194846","65,656203","34,919243"
bandpass,pca,z,wavelet,none,wavelet,"18,81475","65,656203","29,048019","54,194846","65,656203","34,919243"
wavelet,ica,xz,none,none,fft,"5,503885","64,491706","29,367834","57,842073","64,491706","37,462462"
wavelet,ica,xz,smooth,none,fft,"5,503885","64,491706","29,367834","57,842073","64,491706","37,462462"
wavelet,ica,xz,bandpass,none,fft,"5,503885","64,491706","29,367834","57,842073","64,491706","37,462462"
wavelet,ica,xz,wavelet,none,fft,"5,503885","64,491706","29,367834","57,842073","64,491706","37,462462"
none,pca,x,none,none,fft,"1,495485","60,991601","29,743333","57,841968","60,991601","36,837018"
none,pca,x,smooth,none,fft,"1,495485","60,991601","29,743333","57,841968","60,991601","36,837018"
none,pca,x,bandpass,none,fft,"1,495485","60,991601","29,743333","57,841968","60,991601","36,837018"
none,pca,x,wavelet,none,fft,"1,495485","60,991601","29,743333","57,841968","60,991601","36,837018"
smooth,pca,xy,none,none,fft,"4,494645","59,242073","29,868359","54,342514","59,242073","36,08259"
smooth,pca,xy,smooth,none,fft,"4,494645","59,242073","29,868359","54,342514","59,242073","36,08259"
smooth,pca,xy,bandpass,none,fft,"4,494645","59,242073","29,868359","54,342514","59,242073","36,08259"
smooth,pca,xy,wavelet,none,fft,"4,494645","59,242073","29,868359","54,342514","59,242073","36,08259"
bandpass,pca,xyz,none,abs,wavelet,"10,508495","65,635675","29,961093","49,96941","65,635675","33,262612"
bandpass,pca,xyz,smooth,abs,wavelet,"10,508495","65,635675","29,961093","49,96941","65,635675","33,262612"
bandpass,pca,xyz,bandpass,abs,wavelet,"10,508495","65,635675","29,961093","49,96941","65,635675","33,262612"
bandpass,pca,xyz,wavelet,abs,wavelet,"10,508495","65,635675","29,961093","49,96941","65,635675","33,262612"
bandpass,ica,xz,none,none,fft,"4,495275","57,241863","29,99328","56,542157","57,241863","35,061158"
bandpass,ica,xz,smooth,none,fft,"4,495275","57,241863","29,99328","56,542157","57,241863","35,061158"
bandpass,ica,xz,bandpass,none,fft,"4,495275","57,241863","29,99328","56,542157","57,241863","35,061158"
bandpass,ica,xz,wavelet,none,fft,"4,495275","57,241863","29,99328","56,542157","57,241863","35,061158"
bandpass,ica,xyz,none,abs,wavelet,"7,213094","64,98053","30,195214","49,83357","64,98053","33,489053"
bandpass,ica,xyz,smooth,abs,wavelet,"7,213094","64,98053","30,195214","49,83357","64,98053","33,489053"
bandpass,ica,xyz,bandpass,abs,wavelet,"7,213094","64,98053","30,195214","49,83357","64,98053","33,489053"
bandpass,ica,xyz,wavelet,abs,wavelet,"7,213094","64,98053","30,195214","49,83357","64,98053","33,489053"
bandpass,pca,yz,none,none,wavelet,"19,553145","59,146604","30,212709","50,603045","59,146604","33,7658"
bandpass,pca,yz,smooth,none,wavelet,"19,553145","59,146604","30,212709","50,603045","59,146604","33,7658"
bandpass,pca,yz,bandpass,none,wavelet,"19,553145","59,146604","30,212709","50,603045","59,146604","33,7658"
bandpass,pca,yz,wavelet,none,wavelet,"19,553145","59,146604","30,212709","50,603045","59,146604","33,7658"
bandpass,none,x,none,abs,wavelet,"11,553889","67,817372","30,483616","55,090585","67,817372","36,74658"
bandpass,none,x,smooth,abs,wavelet,"11,553889","67,817372","30,483616","55,090585","67,817372","36,74658"
bandpass,none,x,bandpass,abs,wavelet,"11,553889","67,817372","30,483616","55,090585","67,817372","36,74658"
bandpass,none,x,wavelet,abs,wavelet,"11,553889","67,817372","30,483616","55,090585","67,817372","36,74658"
smooth,none,xyz,none,none,fft,"3,99475","51,992721","30,49307","49,892672","51,992721","32,957801"
smooth,none,xyz,smooth,none,fft,"3,99475","51,992721","30,49307","49,892672","51,992721","32,957801"
smooth,none,xyz,bandpass,none,fft,"3,99475","51,992721","30,49307","49,892672","51,992721","32,957801"
smooth,none,xyz,wavelet,none,fft,"3,99475","51,992721","30,49307","49,892672","51,992721","32,957801"
bandpass,none,xy,none,none,fft,"1,254882","51,992231","30,617992","51,642598","51,992231","32,228454"
bandpass,none,xy,smooth,none,fft,"1,254882","51,992231","30,617992","51,642598","51,992231","32,228454"
bandpass,none,xy,bandpass,none,fft,"1,254882","51,992231","30,617992","51,642598","51,992231","32,228454"
bandpass,none,xy,wavelet,none,fft,"1,254882","51,992231","30,617992","51,642598","51,992231","32,228454"
wavelet,ica,xy,none,none,fft,"5,503885","64,491706","30,618832","56,96733","64,491706","34,341083"
wavelet,ica,xy,smooth,none,fft,"5,503885","64,491706","30,618832","56,96733","64,491706","34,341083"
wavelet,ica,xy,bandpass,none,fft,"5,503885","64,491706","30,618832","56,96733","64,491706","34,341083"
wavelet,ica,xy,wavelet,none,fft,"5,503885","64,491706","30,618832","56,96733","64,491706","34,341083"
bandpass,ica,z,none,none,wavelet,"16,743443","61,406989","30,820588","50,484378","61,406989","35,238146"
bandpass,ica,z,smooth,none,wavelet,"16,743443","61,406989","30,820588","50,484378","61,406989","35,238146"
bandpass,ica,z,bandpass,none,wavelet,"16,743443","61,406989","30,820588","50,484378","61,406989","35,238146"
bandpass,ica,z,wavelet,none,wavelet,"16,743443","61,406989","30,820588","50,484378","61,406989","35,238146"
smooth,pca,xz,none,none,fft,"1,744908","60,241653","30,868254","56,392168","60,241653","36,858549"
smooth,pca,xz,smooth,none,fft,"1,744908","60,241653","30,868254","56,392168","60,241653","36,858549"
smooth,pca,xz,bandpass,none,fft,"1,744908","60,241653","30,868254","56,392168","60,241653","36,858549"
smooth,pca,xz,wavelet,none,fft,"1,744908","60,241653","30,868254","56,392168","60,241653","36,858549"
smooth,none,yz,none,none,fft,"1,744908","52,242703","30,868569","52,067519","52,242703","34,108206"
smooth,none,yz,smooth,none,fft,"1,744908","52,242703","30,868569","52,067519","52,242703","34,108206"
smooth,none,yz,bandpass,none,fft,"1,744908","52,242703","30,868569","52,067519","52,242703","34,108206"
smooth,none,yz,wavelet,none,fft,"1,744908","52,242703","30,868569","52,067519","52,242703","34,108206"
none,none,y,none,abs,fft,"6,00462","51,992231","30,992441","50,592672","51,992231","34,127096"
none,none,y,smooth,abs,fft,"6,00462","51,992231","30,992441","50,592672","51,992231","34,127096"
none,none,y,bandpass,abs,fft,"6,00462","51,992231","30,992441","50,592672","51,992231","34,127096"
none,none,y,wavelet,abs,fft,"6,00462","51,992231","30,992441","50,592672","51,992231","34,127096"
bandpass,none,xz,none,none,fft,"3,244803","60,241653","30,992441","54,642388","60,241653","33,044152"
bandpass,none,xz,smooth,none,fft,"3,244803","60,241653","30,992441","54,642388","60,241653","33,044152"
bandpass,none,xz,bandpass,none,fft,"3,244803","60,241653","30,992441","54,642388","60,241653","33,044152"
bandpass,none,xz,wavelet,none,fft,"3,244803","60,241653","30,992441","54,642388","60,241653","33,044152"
bandpass,none,x,none,none,fft,"3,504725","62,491706","30,99286","60,391706","62,491706","38,365109"
bandpass,none,x,smooth,none,fft,"3,504725","62,491706","30,99286","60,391706","62,491706","38,365109"
bandpass,none,x,bandpass,none,fft,"3,504725","62,491706","30,99286","60,391706","62,491706","38,365109"
bandpass,none,x,wavelet,none,fft,"3,504725","62,491706","30,99286","60,391706","62,491706","38,365109"
smooth,pca,z,none,none,fft,"0,505775","59,491706","30,993175","55,992294","59,491706","34,585131"
smooth,pca,z,smooth,none,fft,"0,505775","59,491706","30,993175","55,992294","59,491706","34,585131"
smooth,pca,z,bandpass,none,fft,"0,505775","59,491706","30,993175","55,992294","59,491706","34,585131"
smooth,pca,z,wavelet,none,fft,"0,505775","59,491706","30,993175","55,992294","59,491706","34,585131"
smooth,ica,xy,none,none,fft,"10,244383","60,241653","30,99328","59,367057","60,241653","39,623844"
smooth,ica,xy,smooth,none,fft,"10,244383","60,241653","30,99328","59,367057","60,241653","39,623844"
smooth,ica,xy,bandpass,none,fft,"10,244383","60,241653","30,99328","59,367057","60,241653","39,623844"
smooth,ica,xy,wavelet,none,fft,"10,244383","60,241653","30,99328","59,367057","60,241653","39,623844"
bandpass,pca,yz,none,none,fft,"4,495275","53,992441","31,118622","52,767624","53,992441","32,192232"
bandpass,pca,yz,smooth,none,fft,"4,495275","53,992441","31,118622","52,767624","53,992441","32,192232"
bandpass,pca,yz,bandpass,none,fft,"4,495275","53,992441","31,118622","52,767624","53,992441","32,192232"
bandpass,pca,yz,wavelet,none,fft,"4,495275","53,992441","31,118622","52,767624","53,992441","32,192232"
smooth,ica,xy,none,abs,fft,"12,244173","60,241653","31,243333","59,367057","60,241653","39,593535"
smooth,ica,xy,smooth,abs,fft,"12,244173","60,241653","31,243333","59,367057","60,241653","39,593535"
smooth,ica,xy,bandpass,abs,fft,"12,244173","60,241653","31,243333","59,367057","60,241653","39,593535"
smooth,ica,xy,wavelet,abs,fft,"12,244173","60,241653","31,243333","59,367057","60,241653","39,593535"
wavelet,pca,x,none,none,fft,"0,495695","64,491706","31,492441","58,891853","64,491706","37,921042"
wavelet,pca,x,smooth,none,fft,"0,495695","64,491706","31,492441","58,891853","64,491706","37,921042"
wavelet,pca,x,bandpass,none,fft,"0,495695","64,491706","31,492441","58,891853","64,491706","37,921042"
wavelet,pca,x,wavelet,none,fft,"0,495695","64,491706","31,492441","58,891853","64,491706","37,921042"
smooth,none,xz,none,abs,fft,"5,494645","60,991601","31,49349","53,117299","60,991601","35,027315"
smooth,none,xz,smooth,abs,fft,"5,494645","60,991601","31,49349","53,117299","60,991601","35,027315"
smooth,none,xz,bandpass,abs,fft,"5,494645","60,991601","31,49349","53,117299","60,991601","35,027315"
smooth,none,xz,wavelet,abs,fft,"5,494645","60,991601","31,49349","53,117299","60,991601","35,027315"
bandpass,pca,xz,none,none,fft,"3,744698","53,242493","31,617677","52,017677","53,242493","32,378517"
bandpass,pca,xz,smooth,none,fft,"3,744698","53,242493","31,617677","52,017677","53,242493","32,378517"
bandpass,pca,xz,bandpass,none,fft,"3,744698","53,242493","31,617677","52,017677","53,242493","32,378517"
bandpass,pca,xz,wavelet,none,fft,"3,744698","53,242493","31,617677","52,017677","53,242493","32,378517"
smooth,ica,xyz,none,none,fft,"15,493945","60,491636","31,742528","57,692175","60,491636","38,33967"
smooth,ica,xyz,smooth,none,fft,"15,493945","60,491636","31,742528","57,692175","60,491636","38,33967"
smooth,ica,xyz,bandpass,none,fft,"15,493945","60,491636","31,742528","57,692175","60,491636","38,33967"
smooth,ica,xyz,wavelet,none,fft,"15,493945","60,491636","31,742528","57,692175","60,491636","38,33967"
bandpass,ica,xyz,none,none,fft,"5,99454","58,491776","31,743158","54,642388","58,491776","36,311062"
bandpass,ica,xyz,smooth,none,fft,"5,99454","58,491776","31,743158","54,642388","58,491776","36,311062"
bandpass,ica,xyz,bandpass,none,fft,"5,99454","58,491776","31,743158","54,642388","58,491776","36,311062"
bandpass,ica,xyz,wavelet,none,fft,"5,99454","58,491776","31,743158","54,642388","58,491776","36,311062"
smooth,ica,xyz,none,abs,fft,"8,494435","60,491636","31,743158","54,192322","60,491636","36,045788"
smooth,ica,xyz,smooth,abs,fft,"8,494435","60,491636","31,743158","54,192322","60,491636","36,045788"
smooth,ica,xyz,bandpass,abs,fft,"8,494435","60,491636","31,743158","54,192322","60,491636","36,045788"
smooth,ica,xyz,wavelet,abs,fft,"8,494435","60,491636","31,743158","54,192322","60,491636","36,045788"
bandpass,pca,xz,none,abs,wavelet,"5,198152","65,629996","31,905749","51,769491","65,629996","35,01993"
bandpass,pca,xz,smooth,abs,wavelet,"5,198152","65,629996","31,905749","51,769491","65,629996","35,01993"
bandpass,pca,xz,bandpass,abs,wavelet,"5,198152","65,629996","31,905749","51,769491","65,629996","35,01993"
bandpass,pca,xz,wavelet,abs,wavelet,"5,198152","65,629996","31,905749","51,769491","65,629996","35,01993"
wavelet,pca,xyz,none,none,fft,"4,504095","64,491706","31,992406","57,142318","64,491706","38,143206"
wavelet,pca,xyz,smooth,none,fft,"4,504095","64,491706","31,992406","57,142318","64,491706","38,143206"
wavelet,pca,xyz,bandpass,none,fft,"4,504095","64,491706","31,992406","57,142318","64,491706","38,143206"
wavelet,pca,xyz,wavelet,none,fft,"4,504095","64,491706","31,992406","57,142318","64,491706","38,143206"
wavelet,none,xy,none,none,fft,"4,753937","64,491706","32,117887","57,492294","64,491706","36,563059"
wavelet,none,xy,smooth,none,fft,"4,753937","64,491706","32,117887","57,492294","64,491706","36,563059"
wavelet,none,xy,bandpass,none,fft,"4,753937","64,491706","32,117887","57,492294","64,491706","36,563059"
wavelet,none,xy,wavelet,none,fft,"4,753937","64,491706","32,117887","57,492294","64,491706","36,563059"
bandpass,ica,yz,none,none,wavelet,"17,842594","57,95833","32,204655","56,396172","57,95833","35,931454"
bandpass,ica,yz,smooth,none,wavelet,"17,842594","57,95833","32,204655","56,396172","57,95833","35,931454"
bandpass,ica,yz,bandpass,none,wavelet,"17,842594","57,95833","32,204655","56,396172","57,95833","35,931454"
bandpass,ica,yz,wavelet,none,wavelet,"17,842594","57,95833","32,204655","56,396172","57,95833","35,931454"
wavelet,none,x,none,none,fft,"0,99601","64,491706","32,242388","57,492294","64,491706","36,154015"
wavelet,none,x,smooth,none,fft,"0,99601","64,491706","32,242388","57,492294","64,491706","36,154015"
wavelet,none,x,bandpass,none,fft,"0,99601","64,491706","32,242388","57,492294","64,491706","36,154015"
wavelet,none,x,wavelet,none,fft,"0,99601","64,491706","32,242388","57,492294","64,491706","36,154015"
bandpass,ica,xy,none,none,fft,"6,00462","59,491706","32,243648","54,942367","59,491706","37,657725"
bandpass,ica,xy,smooth,none,fft,"6,00462","59,491706","32,243648","54,942367","59,491706","37,657725"
bandpass,ica,xy,bandpass,none,fft,"6,00462","59,491706","32,243648","54,942367","59,491706","37,657725"
bandpass,ica,xy,wavelet,none,fft,"6,00462","59,491706","32,243648","54,942367","59,491706","37,657725"
none,pca,xy,none,none,fft,"13,494645","52,242703","32,492336","52,067519","52,242703","35,502948"
none,pca,xy,smooth,none,fft,"13,494645","52,242703","32,492336","52,067519","52,242703","35,502948"
none,pca,xy,bandpass,none,fft,"13,494645","52,242703","32,492336","52,067519","52,242703","35,502948"
none,pca,xy,wavelet,none,fft,"13,494645","52,242703","32,492336","52,067519","52,242703","35,502948"
bandpass,ica,z,none,none,fft,"1,495485","62,491706","32,492756","58,291853","62,491706","38,706016"
bandpass,ica,z,smooth,none,fft,"1,495485","62,491706","32,492756","58,291853","62,491706","38,706016"
bandpass,ica,z,bandpass,none,fft,"1,495485","62,491706","32,492756","58,291853","62,491706","38,706016"
bandpass,ica,z,wavelet,none,fft,"1,495485","62,491706","32,492756","58,291853","62,491706","38,706016"
none,none,y,none,none,fft,"0,505775","51,492756","32,493175","49,392021","51,492756","34,221931"
none,none,y,smooth,none,fft,"0,505775","51,492756","32,493175","49,392021","51,492756","34,221931"
none,none,y,bandpass,none,fft,"0,505775","51,492756","32,493175","49,392021","51,492756","34,221931"
none,none,y,wavelet,none,fft,"0,505775","51,492756","32,493175","49,392021","51,492756","34,221931"
bandpass,ica,xz,none,none,wavelet,"19,943259","57,14822","32,677072","50,867593","57,14822","36,285554"
bandpass,ica,xz,smooth,none,wavelet,"19,943259","57,14822","32,677072","50,867593","57,14822","36,285554"
bandpass,ica,xz,bandpass,none,wavelet,"19,943259","57,14822","32,677072","50,867593","57,14822","36,285554"
bandpass,ica,xz,wavelet,none,wavelet,"19,943259","57,14822","32,677072","50,867593","57,14822","36,285554"
none,none,xy,none,none,fft,"0,99496","51,492756","32,743228","51,142682","51,492756","33,568321"
none,none,xy,smooth,none,fft,"0,99496","51,492756","32,743228","51,142682","51,492756","33,568321"
none,none,xy,bandpass,none,fft,"0,99496","51,492756","32,743228","51,142682","51,492756","33,568321"
none,none,xy,wavelet,none,fft,"0,99496","51,492756","32,743228","51,142682","51,492756","33,568321"
bandpass,pca,xy,none,none,fft,"4,754357","52,742178","32,868254","52,392546","52,742178","34,562358"
bandpass,pca,xy,smooth,none,fft,"4,754357","52,742178","32,868254","52,392546","52,742178","34,562358"
bandpass,pca,xy,bandpass,none,fft,"4,754357","52,742178","32,868254","52,392546","52,742178","34,562358"
bandpass,pca,xy,wavelet,none,fft,"4,754357","52,742178","32,868254","52,392546","52,742178","34,562358"
bandpass,none,x,none,none,wavelet,"19,918301","56,222654","32,979764","55,186994","56,222654","37,002848"
bandpass,none,x,smooth,none,wavelet,"19,918301","56,222654","32,979764","55,186994","56,222654","37,002848"
bandpass,none,x,bandpass,none,wavelet,"19,918301","56,222654","32,979764","55,186994","56,222654","37,002848"
bandpass,none,x,wavelet,none,wavelet,"19,918301","56,222654","32,979764","55,186994","56,222654","37,002848"
bandpass,ica,xy,none,abs,wavelet,"3,088015","65,659232","33,031296","49,698254","65,659232","34,924745"
bandpass,ica,xy,smooth,abs,wavelet,"3,088015","65,659232","33,031296","49,698254","65,659232","34,924745"
bandpass,ica,xy,bandpass,abs,wavelet,"3,088015","65,659232","33,031296","49,698254","65,659232","34,924745"
bandpass,ica,xy,wavelet,abs,wavelet,"3,088015","65,659232","33,031296","49,698254","65,659232","34,924745"
bandpass,ica,xyz,none,none,wavelet,"19,60942","56,268704","33,1112","54,681051","56,268704","36,350266"
bandpass,ica,xyz,smooth,none,wavelet,"19,60942","56,268704","33,1112","54,681051","56,268704","36,350266"
bandpass,ica,xyz,bandpass,none,wavelet,"19,60942","56,268704","33,1112","54,681051","56,268704","36,350266"
bandpass,ica,xyz,wavelet,none,wavelet,"19,60942","56,268704","33,1112","54,681051","56,268704","36,350266"
bandpass,pca,xy,none,abs,wavelet,"12,245903","65,626937","33,172223","52,943416","65,626937","37,058012"
bandpass,pca,xy,smooth,abs,wavelet,"12,245903","65,626937","33,172223","52,943416","65,626937","37,058012"
bandpass,pca,xy,bandpass,abs,wavelet,"12,245903","65,626937","33,172223","52,943416","65,626937","37,058012"
bandpass,pca,xy,wavelet,abs,wavelet,"12,245903","65,626937","33,172223","52,943416","65,626937","37,058012"
bandpass,none,xy,none,none,wavelet,"21,225892","57,969031","33,243925","56,3259","57,969031","37,996926"
bandpass,none,xy,smooth,none,wavelet,"21,225892","57,969031","33,243925","56,3259","57,969031","37,996926"
bandpass,none,xy,bandpass,none,wavelet,"21,225892","57,969031","33,243925","56,3259","57,969031","37,996926"
bandpass,none,xy,wavelet,none,wavelet,"21,225892","57,969031","33,243925","56,3259","57,969031","37,996926"
none,ica,xz,none,none,fft,"0,99496","53,992441","33,617992","53,642367","53,992441","35,56881"
none,ica,xz,smooth,none,fft,"0,99496","53,992441","33,617992","53,642367","53,992441","35,56881"
none,ica,xz,bandpass,none,fft,"0,99496","53,992441","33,617992","53,642367","53,992441","35,56881"
none,ica,xz,wavelet,none,fft,"0,99496","53,992441","33,617992","53,642367","53,992441","35,56881"
bandpass,ica,x,none,abs,wavelet,"5,377915","65,66837","33,942393","56,141823","65,66837","37,680446"
bandpass,ica,x,smooth,abs,wavelet,"5,377915","65,66837","33,942393","56,141823","65,66837","37,680446"
bandpass,ica,x,bandpass,abs,wavelet,"5,377915","65,66837","33,942393","56,141823","65,66837","37,680446"
bandpass,ica,x,wavelet,abs,wavelet,"5,377915","65,66837","33,942393","56,141823","65,66837","37,680446"
smooth,none,xz,none,none,fft,"5,494645","52,242703","33,99328","50,49263","52,242703","36,392748"
smooth,none,xz,smooth,none,fft,"5,494645","52,242703","33,99328","50,49263","52,242703","36,392748"
smooth,none,xz,bandpass,none,fft,"5,494645","52,242703","33,99328","50,49263","52,242703","36,392748"
smooth,none,xz,wavelet,none,fft,"5,494645","52,242703","33,99328","50,49263","52,242703","36,392748"
bandpass,none,y,none,none,wavelet,"19,749911","61,194922","34,091614","56,873","61,194922","39,133305"
bandpass,none,y,smooth,none,wavelet,"19,749911","61,194922","34,091614","56,873","61,194922","39,133305"
bandpass,none,y,bandpass,none,wavelet,"19,749911","61,194922","34,091614","56,873","61,194922","39,133305"
bandpass,none,y,wavelet,none,wavelet,"19,749911","61,194922","34,091614","56,873","61,194922","39,133305"
smooth,ica,yz,none,none,fft,"13,244173","60,241653","34,117782","55,867204","60,241653","37,781237"
smooth,ica,yz,none,abs,fft,"3,505565","60,241653","34,117782","55,867204","60,241653","35,282336"
smooth,ica,yz,smooth,none,fft,"13,244173","60,241653","34,117782","55,867204","60,241653","37,781237"
smooth,ica,yz,smooth,abs,fft,"3,505565","60,241653","34,117782","55,867204","60,241653","35,282336"
smooth,ica,yz,bandpass,none,fft,"13,244173","60,241653","34,117782","55,867204","60,241653","37,781237"
smooth,ica,yz,bandpass,abs,fft,"3,505565","60,241653","34,117782","55,867204","60,241653","35,282336"
smooth,ica,yz,wavelet,none,fft,"13,244173","60,241653","34,117782","55,867204","60,241653","37,781237"
smooth,ica,yz,wavelet,abs,fft,"3,505565","60,241653","34,117782","55,867204","60,241653","35,282336"
bandpass,ica,xy,none,none,wavelet,"21,042409","58,099312","34,142335","55,019486","58,099312","37,028245"
bandpass,ica,xy,smooth,none,wavelet,"21,042409","58,099312","34,142335","55,019486","58,099312","37,028245"
bandpass,ica,xy,bandpass,none,wavelet,"21,042409","58,099312","34,142335","55,019486","58,099312","37,028245"
bandpass,ica,xy,wavelet,none,wavelet,"21,042409","58,099312","34,142335","55,019486","58,099312","37,028245"
bandpass,none,xz,none,none,wavelet,"19,547084","53,718298","34,232289","51,306729","53,718298","37,388061"
bandpass,none,xz,smooth,none,wavelet,"19,547084","53,718298","34,232289","51,306729","53,718298","37,388061"
bandpass,none,xz,bandpass,none,wavelet,"19,547084","53,718298","34,232289","51,306729","53,718298","37,388061"
bandpass,none,xz,wavelet,none,wavelet,"19,547084","53,718298","34,232289","51,306729","53,718298","37,388061"
bandpass,none,z,none,none,wavelet,"16,392295","53,254296","34,449516","52,691406","53,254296","38,315486"
bandpass,none,z,smooth,none,wavelet,"16,392295","53,254296","34,449516","52,691406","53,254296","38,315486"
bandpass,none,z,bandpass,none,wavelet,"16,392295","53,254296","34,449516","52,691406","53,254296","38,315486"
bandpass,none,z,wavelet,none,wavelet,"16,392295","53,254296","34,449516","52,691406","53,254296","38,315486"
smooth,none,x,none,none,fft,"0,99496","53,991811","34,492231","52,242472","53,991811","35,356094"
smooth,none,x,smooth,none,fft,"0,99496","53,991811","34,492231","52,242472","53,991811","35,356094"
smooth,none,x,bandpass,none,fft,"0,99496","53,991811","34,492231","52,242472","53,991811","35,356094"
smooth,none,x,wavelet,none,fft,"0,99496","53,991811","34,492231","52,242472","53,991811","35,356094"
bandpass,pca,x,none,none,fft,"3,9958","60,991601","34,492651","54,342409","60,991601","37,458662"
bandpass,pca,x,smooth,none,fft,"3,9958","60,991601","34,492651","54,342409","60,991601","37,458662"
bandpass,pca,x,bandpass,none,fft,"3,9958","60,991601","34,492651","54,342409","60,991601","37,458662"
bandpass,pca,x,wavelet,none,fft,"3,9958","60,991601","34,492651","54,342409","60,991601","37,458662"
