noise_removal1,transformation,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max,rmse
smooth,none,pca,yz,bandpass,abs,fft,"0,245853","35,493595","12,999055","34,442934","35,493595","19,70073"
smooth,none,pca,yz,wavelet,abs,fft,"0,245853","35,493595","12,999055","34,442934","35,493595","19,70073"
smooth,none,pca,y,none,abs,fft,"0,504095","39,992231","13,000105","31,942745","39,992231","18,819685"
smooth,none,pca,y,smooth,abs,fft,"0,504095","39,992231","13,000105","31,942745","39,992231","18,819685"
smooth,none,pca,y,bandpass,abs,fft,"0,504095","39,992231","13,000105","31,942745","39,992231","18,819685"
smooth,none,pca,y,wavelet,abs,fft,"0,504095","39,992231","13,000105","31,942745","39,992231","18,819685"
bandpass,abs,ica,z,none,abs,fft,"2,495905","31,494015","13,004095","26,601071","31,494015","15,860659"
bandpass,abs,ica,z,smooth,abs,fft,"2,495905","31,494015","13,004095","26,601071","31,494015","15,860659"
bandpass,abs,ica,z,bandpass,abs,fft,"2,495905","31,494015","13,004095","26,601071","31,494015","15,860659"
bandpass,abs,ica,z,wavelet,abs,fft,"2,495905","31,494015","13,004095","26,601071","31,494015","15,860659"
wavelet,none,pca,x,none,none,wavelet,"1,694599","51,347118","13,018448","50,12578","51,347118","23,054479"
wavelet,none,pca,x,smooth,none,wavelet,"1,694599","51,347118","13,018448","50,12578","51,347118","23,054479"
wavelet,none,pca,x,bandpass,none,wavelet,"1,694599","51,347118","13,018448","50,12578","51,347118","23,054479"
wavelet,none,pca,x,wavelet,none,wavelet,"1,694599","51,347118","13,018448","50,12578","51,347118","23,054479"
wavelet,none,ica,x,none,none,corr,"3,497144","24,337032","13,025604","21,789447","24,337032","14,588049"
wavelet,none,ica,x,none,abs,corr,"1,641609","25,457369","13,025604","23,962893","25,457369","14,981469"
wavelet,none,ica,x,smooth,none,corr,"3,497144","24,337032","13,025604","21,789447","24,337032","14,588049"
wavelet,none,ica,x,smooth,abs,corr,"1,641609","25,457369","13,025604","23,962893","25,457369","14,981469"
wavelet,none,ica,x,bandpass,none,corr,"3,497144","24,337032","13,025604","21,789447","24,337032","14,588049"
wavelet,none,ica,x,bandpass,abs,corr,"1,641609","25,457369","13,025604","23,962893","25,457369","14,981469"
wavelet,none,ica,x,wavelet,none,corr,"3,497144","24,337032","13,025604","21,789447","24,337032","14,588049"
wavelet,none,ica,x,wavelet,abs,corr,"1,641609","25,457369","13,025604","23,962893","25,457369","14,981469"
smooth,abs,pca,z,none,abs,corr,"3,840694","23,017558","13,042639","22,857465","23,017558","14,948433"
smooth,abs,pca,z,smooth,abs,corr,"3,840694","23,017558","13,042639","22,857465","23,017558","14,948433"
smooth,abs,pca,z,bandpass,abs,corr,"3,840694","23,017558","13,042639","22,857465","23,017558","14,948433"
smooth,abs,pca,z,wavelet,abs,corr,"3,840694","23,017558","13,042639","22,857465","23,017558","14,948433"
wavelet,none,pca,xyz,none,abs,corr,"2,668339","25,659138","13,04302","24,876214","25,659138","15,249926"
wavelet,none,pca,xyz,smooth,abs,corr,"2,668339","25,659138","13,04302","24,876214","25,659138","15,249926"
wavelet,none,pca,xyz,bandpass,abs,corr,"2,668339","25,659138","13,04302","24,876214","25,659138","15,249926"
wavelet,none,pca,xyz,wavelet,abs,corr,"2,668339","25,659138","13,04302","24,876214","25,659138","15,249926"
smooth,abs,pca,yz,none,abs,corr,"4,464734","26,365915","13,047878","23,69292","26,365915","15,494696"
smooth,abs,pca,yz,smooth,abs,corr,"4,464734","26,365915","13,047878","23,69292","26,365915","15,494696"
smooth,abs,pca,yz,bandpass,abs,corr,"4,464734","26,365915","13,047878","23,69292","26,365915","15,494696"
smooth,abs,pca,yz,wavelet,abs,corr,"4,464734","26,365915","13,047878","23,69292","26,365915","15,494696"
smooth,abs,ica,x,none,none,corr,"2,943007","23,751006","13,064697","22,285494","23,751006","14,602866"
smooth,abs,ica,x,smooth,none,corr,"2,943007","23,751006","13,064697","22,285494","23,751006","14,602866"
smooth,abs,ica,x,bandpass,none,corr,"2,943007","23,751006","13,064697","22,285494","23,751006","14,602866"
smooth,abs,ica,x,wavelet,none,corr,"2,943007","23,751006","13,064697","22,285494","23,751006","14,602866"
none,abs,pca,z,none,abs,corr,"4,433931","25,867685","13,075421","23,938488","25,867685","15,101964"
none,abs,pca,z,smooth,abs,corr,"4,433931","25,867685","13,075421","23,938488","25,867685","15,101964"
none,abs,pca,z,bandpass,abs,corr,"4,433931","25,867685","13,075421","23,938488","25,867685","15,101964"
none,abs,pca,z,wavelet,abs,corr,"4,433931","25,867685","13,075421","23,938488","25,867685","15,101964"
none,abs,ica,xy,none,abs,corr,"3,331151","26,450244","13,094554","25,062921","26,450244","15,307795"
none,abs,ica,xy,smooth,abs,corr,"3,331151","26,450244","13,094554","25,062921","26,450244","15,307795"
none,abs,ica,xy,bandpass,abs,corr,"3,331151","26,450244","13,094554","25,062921","26,450244","15,307795"
none,abs,ica,xy,wavelet,abs,corr,"3,331151","26,450244","13,094554","25,062921","26,450244","15,307795"
none,abs,ica,x,none,none,corr,"1,437353","24,928816","13,094557","23,430842","24,928816","14,874539"
none,abs,ica,x,none,abs,corr,"1,437353","28,470067","13,094557","25,991191","28,470067","15,624338"
none,abs,ica,x,smooth,none,corr,"1,437353","24,928816","13,094557","23,430842","24,928816","14,874539"
none,abs,ica,x,smooth,abs,corr,"1,437353","28,470067","13,094557","25,991191","28,470067","15,624338"
none,abs,ica,x,bandpass,none,corr,"1,437353","24,928816","13,094557","23,430842","24,928816","14,874539"
none,abs,ica,x,bandpass,abs,corr,"1,437353","28,470067","13,094557","25,991191","28,470067","15,624338"
none,abs,ica,x,wavelet,none,corr,"1,437353","24,928816","13,094557","23,430842","24,928816","14,874539"
none,abs,ica,x,wavelet,abs,corr,"1,437353","28,470067","13,094557","25,991191","28,470067","15,624338"
wavelet,abs,ica,xz,none,none,corr,"4,766012","22,811876","13,100698","21,321058","22,811876","14,719916"
wavelet,abs,ica,xz,smooth,none,corr,"4,766012","22,811876","13,100698","21,321058","22,811876","14,719916"
wavelet,abs,ica,xz,bandpass,none,corr,"4,766012","22,811876","13,100698","21,321058","22,811876","14,719916"
wavelet,abs,ica,xz,wavelet,none,corr,"4,766012","22,811876","13,100698","21,321058","22,811876","14,719916"
none,abs,pca,y,none,none,corr,"2,97198","22,715853","13,117928","19,828409","22,715853","13,864863"
none,abs,pca,y,smooth,none,corr,"2,97198","22,715853","13,117928","19,828409","22,715853","13,864863"
none,abs,pca,y,bandpass,none,corr,"2,97198","22,715853","13,117928","19,828409","22,715853","13,864863"
none,abs,pca,y,wavelet,none,corr,"2,97198","22,715853","13,117928","19,828409","22,715853","13,864863"
none,abs,pca,xz,none,abs,fft,"0,495275","53,992441","13,123661","52,767624","53,992441","25,306496"
none,abs,pca,xz,smooth,abs,fft,"0,495275","53,992441","13,123661","52,767624","53,992441","25,306496"
none,abs,pca,xz,bandpass,abs,fft,"0,495275","53,992441","13,123661","52,767624","53,992441","25,306496"
none,abs,pca,xz,wavelet,abs,fft,"0,495275","53,992441","13,123661","52,767624","53,992441","25,306496"
wavelet,none,none,xyz,none,none,wavelet,"0,155884","37,991846","13,128513","25,191188","37,991846","16,016333"
wavelet,none,none,xyz,smooth,none,wavelet,"0,155884","37,991846","13,128513","25,191188","37,991846","16,016333"
wavelet,none,none,xyz,bandpass,none,wavelet,"0,155884","37,991846","13,128513","25,191188","37,991846","16,016333"
wavelet,none,none,xyz,wavelet,none,wavelet,"0,155884","37,991846","13,128513","25,191188","37,991846","16,016333"
none,abs,pca,yz,none,none,corr,"1,95572","21,530833","13,14684","20,154805","21,530833","13,815834"
none,abs,pca,yz,smooth,none,corr,"1,95572","21,530833","13,14684","20,154805","21,530833","13,815834"
none,abs,pca,yz,bandpass,none,corr,"1,95572","21,530833","13,14684","20,154805","21,530833","13,815834"
none,abs,pca,yz,wavelet,none,corr,"1,95572","21,530833","13,14684","20,154805","21,530833","13,815834"
smooth,none,pca,z,none,abs,corr,"2,728189","25,379679","13,153297","24,669421","25,379679","15,688748"
smooth,none,pca,z,smooth,abs,corr,"2,728189","25,379679","13,153297","24,669421","25,379679","15,688748"
smooth,none,pca,z,bandpass,abs,corr,"2,728189","25,379679","13,153297","24,669421","25,379679","15,688748"
smooth,none,pca,z,wavelet,abs,corr,"2,728189","25,379679","13,153297","24,669421","25,379679","15,688748"
wavelet,abs,pca,xz,none,none,wavelet,"0,103381","50,868686","13,212587","32,285147","50,868686","19,624508"
wavelet,abs,pca,xz,smooth,none,wavelet,"0,103381","50,868686","13,212587","32,285147","50,868686","19,624508"
wavelet,abs,pca,xz,bandpass,none,wavelet,"0,103381","50,868686","13,212587","32,285147","50,868686","19,624508"
wavelet,abs,pca,xz,wavelet,none,wavelet,"0,103381","50,868686","13,212587","32,285147","50,868686","19,624508"
wavelet,abs,pca,xz,none,none,fft,"0,495695","55,992441","13,244068","36,918433","55,992441","21,979204"
wavelet,abs,pca,xz,smooth,none,fft,"0,495695","55,992441","13,244068","36,918433","55,992441","21,979204"
wavelet,abs,pca,xz,bandpass,none,fft,"0,495695","55,992441","13,244068","36,918433","55,992441","21,979204"
wavelet,abs,pca,xz,wavelet,none,fft,"0,495695","55,992441","13,244068","36,918433","55,992441","21,979204"
bandpass,abs,pca,y,none,none,fft,"2,495905","30,99286","13,254462","28,893595","30,99286","18,159935"
bandpass,abs,pca,y,smooth,none,fft,"2,495905","30,99286","13,254462","28,893595","30,99286","18,159935"
bandpass,abs,pca,y,bandpass,none,fft,"2,495905","30,99286","13,254462","28,893595","30,99286","18,159935"
bandpass,abs,pca,y,wavelet,none,fft,"2,495905","30,99286","13,254462","28,893595","30,99286","18,159935"
wavelet,none,none,xz,none,none,wavelet,"1,070951","31,436191","13,269067","28,943768","31,436191","16,27725"
wavelet,none,none,xz,smooth,none,wavelet,"1,070951","31,436191","13,269067","28,943768","31,436191","16,27725"
wavelet,none,none,xz,bandpass,none,wavelet,"1,070951","31,436191","13,269067","28,943768","31,436191","16,27725"
wavelet,none,none,xz,wavelet,none,wavelet,"1,070951","31,436191","13,269067","28,943768","31,436191","16,27725"
smooth,none,none,yz,none,none,corr,"4,898641","22,302738","13,277732","21,742821","22,302738","14,455753"
smooth,none,none,yz,smooth,none,corr,"4,898641","22,302738","13,277732","21,742821","22,302738","14,455753"
smooth,none,none,yz,bandpass,none,corr,"4,898641","22,302738","13,277732","21,742821","22,302738","14,455753"
smooth,none,none,yz,wavelet,none,corr,"4,898641","22,302738","13,277732","21,742821","22,302738","14,455753"
smooth,none,none,y,none,none,corr,"5,511448","23,419626","13,311806","23,144853","23,419626","15,353804"
smooth,none,none,y,smooth,none,corr,"5,511448","23,419626","13,311806","23,144853","23,419626","15,353804"
smooth,none,none,y,bandpass,none,corr,"5,511448","23,419626","13,311806","23,144853","23,419626","15,353804"
smooth,none,none,y,wavelet,none,corr,"5,511448","23,419626","13,311806","23,144853","23,419626","15,353804"
wavelet,none,pca,xz,none,none,wavelet,"4,821679","38,078246","13,317934","28,848923","38,078246","17,341996"
wavelet,none,pca,xz,smooth,none,wavelet,"4,821679","38,078246","13,317934","28,848923","38,078246","17,341996"
wavelet,none,pca,xz,bandpass,none,wavelet,"4,821679","38,078246","13,317934","28,848923","38,078246","17,341996"
wavelet,none,pca,xz,wavelet,none,wavelet,"4,821679","38,078246","13,317934","28,848923","38,078246","17,341996"
wavelet,none,pca,xz,none,abs,corr,"1,882984","26,624071","13,363864","24,65301","26,624071","15,286384"
wavelet,none,pca,xz,smooth,abs,corr,"1,882984","26,624071","13,363864","24,65301","26,624071","15,286384"
wavelet,none,pca,xz,bandpass,abs,corr,"1,882984","26,624071","13,363864","24,65301","26,624071","15,286384"
wavelet,none,pca,xz,wavelet,abs,corr,"1,882984","26,624071","13,363864","24,65301","26,624071","15,286384"
none,abs,pca,xz,none,abs,corr,"5,000789","28,452782","13,41294","25,032015","28,452782","15,981536"
none,abs,pca,xz,smooth,abs,corr,"5,000789","28,452782","13,41294","25,032015","28,452782","15,981536"
none,abs,pca,xz,bandpass,abs,corr,"5,000789","28,452782","13,41294","25,032015","28,452782","15,981536"
none,abs,pca,xz,wavelet,abs,corr,"5,000789","28,452782","13,41294","25,032015","28,452782","15,981536"
wavelet,none,pca,xy,none,none,wavelet,"0,364113","28,80487","13,444305","28,598143","28,80487","16,126644"
wavelet,none,pca,xy,smooth,none,wavelet,"0,364113","28,80487","13,444305","28,598143","28,80487","16,126644"
wavelet,none,pca,xy,bandpass,none,wavelet,"0,364113","28,80487","13,444305","28,598143","28,80487","16,126644"
wavelet,none,pca,xy,wavelet,none,wavelet,"0,364113","28,80487","13,444305","28,598143","28,80487","16,126644"
wavelet,abs,pca,xy,none,none,wavelet,"0,364113","54,971546","13,45347","34,225763","54,971546","20,614353"
wavelet,abs,pca,xy,smooth,none,wavelet,"0,364113","54,971546","13,45347","34,225763","54,971546","20,614353"
wavelet,abs,pca,xy,bandpass,none,wavelet,"0,364113","54,971546","13,45347","34,225763","54,971546","20,614353"
wavelet,abs,pca,xy,wavelet,none,wavelet,"0,364113","54,971546","13,45347","34,225763","54,971546","20,614353"
wavelet,abs,pca,xyz,none,abs,fft,"0,00504","32,493315","13,494575","28,994099","32,493315","16,184995"
wavelet,abs,pca,xyz,smooth,abs,fft,"0,00504","32,493315","13,494575","28,994099","32,493315","16,184995"
wavelet,abs,pca,xyz,bandpass,abs,fft,"0,00504","32,493315","13,494575","28,994099","32,493315","16,184995"
wavelet,abs,pca,xyz,wavelet,abs,fft,"0,00504","32,493315","13,494575","28,994099","32,493315","16,184995"
none,abs,pca,y,none,abs,fft,"0,504095","50,992021","13,50441","36,642829","50,992021","21,729122"
none,abs,pca,y,smooth,abs,fft,"0,504095","50,992021","13,50441","36,642829","50,992021","21,729122"
none,abs,pca,y,bandpass,abs,fft,"0,504095","50,992021","13,50441","36,642829","50,992021","21,729122"
none,abs,pca,y,wavelet,abs,fft,"0,504095","50,992021","13,50441","36,642829","50,992021","21,729122"
smooth,abs,pca,y,none,abs,fft,"0,504095","39,992231","13,50441","37,543333","39,992231","21,866138"
smooth,abs,pca,y,smooth,abs,fft,"0,504095","39,992231","13,50441","37,543333","39,992231","21,866138"
smooth,abs,pca,y,bandpass,abs,fft,"0,504095","39,992231","13,50441","37,543333","39,992231","21,866138"
smooth,abs,pca,y,wavelet,abs,fft,"0,504095","39,992231","13,50441","37,543333","39,992231","21,866138"
wavelet,abs,pca,xy,none,abs,fft,"0,245013","49,492126","13,50441","30,243816","49,492126","19,627794"
wavelet,abs,pca,xy,smooth,abs,fft,"0,245013","49,492126","13,50441","30,243816","49,492126","19,627794"
wavelet,abs,pca,xy,bandpass,abs,fft,"0,245013","49,492126","13,50441","30,243816","49,492126","19,627794"
wavelet,abs,pca,xy,wavelet,abs,fft,"0,245013","49,492126","13,50441","30,243816","49,492126","19,627794"
wavelet,none,ica,xz,none,none,corr,"3,049541","22,281401","13,509748","21,063799","22,281401","14,502025"
wavelet,none,ica,xz,smooth,none,corr,"3,049541","22,281401","13,509748","21,063799","22,281401","14,502025"
wavelet,none,ica,xz,bandpass,none,corr,"3,049541","22,281401","13,509748","21,063799","22,281401","14,502025"
wavelet,none,ica,xz,wavelet,none,corr,"3,049541","22,281401","13,509748","21,063799","22,281401","14,502025"
none,abs,pca,yz,none,abs,corr,"5,043701","25,631575","13,518503","24,498122","25,631575","15,632592"
none,abs,pca,yz,smooth,abs,corr,"5,043701","25,631575","13,518503","24,498122","25,631575","15,632592"
none,abs,pca,yz,bandpass,abs,corr,"5,043701","25,631575","13,518503","24,498122","25,631575","15,632592"
none,abs,pca,yz,wavelet,abs,corr,"5,043701","25,631575","13,518503","24,498122","25,631575","15,632592"
wavelet,none,ica,z,none,abs,corr,"4,440522","23,496271","13,531081","21,928193","23,496271","14,839268"
wavelet,none,ica,z,smooth,abs,corr,"4,440522","23,496271","13,531081","21,928193","23,496271","14,839268"
wavelet,none,ica,z,bandpass,abs,corr,"4,440522","23,496271","13,531081","21,928193","23,496271","14,839268"
wavelet,none,ica,z,wavelet,abs,corr,"4,440522","23,496271","13,531081","21,928193","23,496271","14,839268"
none,none,none,xy,none,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,none,none,xy,smooth,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,none,none,xy,bandpass,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,none,none,xy,wavelet,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,none,none,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,none,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,smooth,none,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,smooth,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,bandpass,none,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,bandpass,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,wavelet,none,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
none,abs,none,xy,wavelet,abs,corr,"3,32089","25,09344","13,538654","23,165566","25,09344","14,787524"
smooth,none,none,y,none,abs,corr,"5,511448","23,419626","13,541944","23,209278","23,419626","15,801309"
smooth,none,none,y,smooth,abs,corr,"5,511448","23,419626","13,541944","23,209278","23,419626","15,801309"
smooth,none,none,y,bandpass,abs,corr,"5,511448","23,419626","13,541944","23,209278","23,419626","15,801309"
smooth,none,none,y,wavelet,abs,corr,"5,511448","23,419626","13,541944","23,209278","23,419626","15,801309"
smooth,abs,none,y,none,none,corr,"5,511448","23,419626","13,541944","23,209278","23,419626","15,801309"
smooth,abs,none,y,none,abs,corr,"5,511448","23,419626","13,541944","23,209278","23,419626","15,801309"
smooth,abs,none,y,smooth,none,corr,"5,511448","23,419626","13,541944","23,209278","23,419626","15,801309"
