noise_removal1,transformation1,combination,selection,noise_removal2,transformation2,core,err_min,err_mean,err_median,err_75prctile,err_90prctile,err_max,rmse
wavelet,none,pca,y,none,abs,fft,"0,015204","59,029901","1,999493","9,021285","25,922958","59,029901","16,626043"
wavelet,none,pca,y,smooth,abs,fft,"0,015204","59,029901","1,999493","9,021285","25,922958","59,029901","16,626043"
wavelet,none,pca,y,bandpass,abs,fft,"0,015204","59,029901","1,999493","9,021285","25,922958","59,029901","16,626043"
wavelet,none,pca,y,wavelet,abs,fft,"0,015204","59,029901","1,999493","9,021285","25,922958","59,029901","16,626043"
wavelet,abs,ica,yz,none,abs,fft,"0,015204","47,028381","2,000887","19,020272","33,32648","47,028381","17,068015"
wavelet,abs,ica,yz,smooth,abs,fft,"0,015204","47,028381","2,000887","19,020272","33,32648","47,028381","17,068015"
wavelet,abs,ica,yz,bandpass,abs,fft,"0,015204","47,028381","2,000887","19,020272","33,32648","47,028381","17,068015"
wavelet,abs,ica,yz,wavelet,abs,fft,"0,015204","47,028381","2,000887","19,020272","33,32648","47,028381","17,068015"
wavelet,abs,ica,y,none,abs,fft,"0,015204","47,028887","2,017231","24,021792","40,226556","47,028887","19,567269"
wavelet,abs,ica,y,smooth,abs,fft,"0,015204","47,028887","2,017231","24,021792","40,226556","47,028887","19,567269"
wavelet,abs,ica,y,bandpass,abs,fft,"0,015204","47,028887","2,017231","24,021792","40,226556","47,028887","19,567269"
wavelet,abs,ica,y,wavelet,abs,fft,"0,015204","47,028887","2,017231","24,021792","40,226556","47,028887","19,567269"
none,abs,ica,z,none,none,fft,"0,015204","57,029901","2,500253","25,022806","50,329293","57,029901","23,998783"
none,abs,ica,z,smooth,none,fft,"0,015204","57,029901","2,500253","25,022806","50,329293","57,029901","23,998783"
none,abs,ica,z,bandpass,none,fft,"0,015204","57,029901","2,500253","25,022806","50,329293","57,029901","23,998783"
none,abs,ica,z,wavelet,none,fft,"0,015204","57,029901","2,500253","25,022806","50,329293","57,029901","23,998783"
wavelet,abs,ica,xy,none,none,fft,"0,015204","59,029901","2,983909","24,021792","38,327291","59,029901","20,050127"
wavelet,abs,ica,xy,smooth,none,fft,"0,015204","59,029901","2,983909","24,021792","38,327291","59,029901","20,050127"
wavelet,abs,ica,xy,bandpass,none,fft,"0,015204","59,029901","2,983909","24,021792","38,327291","59,029901","20,050127"
wavelet,abs,ica,xy,wavelet,none,fft,"0,015204","59,029901","2,983909","24,021792","38,327291","59,029901","20,050127"
wavelet,abs,pca,z,none,abs,fft,"0,015204","54,029901","2,985556","15,018751","43,326607","54,029901","19,025009"
wavelet,abs,pca,z,smooth,abs,fft,"0,015204","54,029901","2,985556","15,018751","43,326607","54,029901","19,025009"
wavelet,abs,pca,z,bandpass,abs,fft,"0,015204","54,029901","2,985556","15,018751","43,326607","54,029901","19,025009"
wavelet,abs,pca,z,wavelet,abs,fft,"0,015204","54,029901","2,985556","15,018751","43,326607","54,029901","19,025009"
none,none,pca,y,none,abs,fft,"0,015204","59,029901","3,000253","19,986317","44,228279","59,029901","20,887241"
none,none,pca,y,smooth,abs,fft,"0,015204","59,029901","3,000253","19,986317","44,228279","59,029901","20,887241"
none,none,pca,y,bandpass,abs,fft,"0,015204","59,029901","3,000253","19,986317","44,228279","59,029901","20,887241"
none,none,pca,y,wavelet,abs,fft,"0,015204","59,029901","3,000253","19,986317","44,228279","59,029901","20,887241"
none,abs,ica,z,none,abs,fft,"0,015204","59,029901","3,001014","25,022806","50,028837","59,029901","24,224293"
none,abs,ica,z,smooth,abs,fft,"0,015204","59,029901","3,001014","25,022806","50,028837","59,029901","24,224293"
none,abs,ica,z,bandpass,abs,fft,"0,015204","59,029901","3,001014","25,022806","50,028837","59,029901","24,224293"
none,abs,ica,z,wavelet,abs,fft,"0,015204","59,029901","3,001014","25,022806","50,028837","59,029901","24,224293"
none,none,none,x,none,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,none,none,x,smooth,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,none,none,x,bandpass,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,none,none,x,wavelet,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,none,none,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,none,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,smooth,none,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,smooth,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,bandpass,none,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,bandpass,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,wavelet,none,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
none,abs,none,x,wavelet,abs,fft,"0,015204","57,029901","3,00152","16,020272","32,824275","57,029901","19,277396"
wavelet,abs,pca,y,none,none,fft,"0,015204","59,029901","3,00152","15,986317","36,824681","59,029901","18,165523"
wavelet,abs,pca,y,smooth,none,fft,"0,015204","59,029901","3,00152","15,986317","36,824681","59,029901","18,165523"
wavelet,abs,pca,y,bandpass,none,fft,"0,015204","59,029901","3,00152","15,986317","36,824681","59,029901","18,165523"
wavelet,abs,pca,y,wavelet,none,fft,"0,015204","59,029901","3,00152","15,986317","36,824681","59,029901","18,165523"
wavelet,none,pca,yz,none,none,wavelet,"0,024436","25,039379","3,004929","5,991843","9,532595","25,039379","6,173368"
wavelet,none,pca,yz,smooth,none,wavelet,"0,024436","25,039379","3,004929","5,991843","9,532595","25,039379","6,173368"
wavelet,none,pca,yz,bandpass,none,wavelet,"0,024436","25,039379","3,004929","5,991843","9,532595","25,039379","6,173368"
wavelet,none,pca,yz,wavelet,none,wavelet,"0,024436","25,039379","3,004929","5,991843","9,532595","25,039379","6,173368"
wavelet,abs,pca,y,none,abs,fft,"0,015204","59,029901","3,016217","17,023313","36,324985","59,029901","19,155489"
wavelet,abs,pca,y,smooth,abs,fft,"0,015204","59,029901","3,016217","17,023313","36,324985","59,029901","19,155489"
wavelet,abs,pca,y,bandpass,abs,fft,"0,015204","59,029901","3,016217","17,023313","36,324985","59,029901","19,155489"
wavelet,abs,pca,y,wavelet,abs,fft,"0,015204","59,029901","3,016217","17,023313","36,324985","59,029901","19,155489"
none,abs,ica,y,none,abs,fft,"0,015204","57,029901","3,017484","24,021792","40,228533","57,029901","21,413184"
none,abs,ica,y,smooth,abs,fft,"0,015204","57,029901","3,017484","24,021792","40,228533","57,029901","21,413184"
none,abs,ica,y,bandpass,abs,fft,"0,015204","57,029901","3,017484","24,021792","40,228533","57,029901","21,413184"
none,abs,ica,y,wavelet,abs,fft,"0,015204","57,029901","3,017484","24,021792","40,228533","57,029901","21,413184"
none,abs,ica,y,none,none,fft,"0,015204","57,029901","3,018751","25,022806","40,528533","57,029901","22,00029"
none,abs,ica,y,smooth,none,fft,"0,015204","57,029901","3,018751","25,022806","40,528533","57,029901","22,00029"
none,abs,ica,y,bandpass,none,fft,"0,015204","57,029901","3,018751","25,022806","40,528533","57,029901","22,00029"
none,abs,ica,y,wavelet,none,fft,"0,015204","57,029901","3,018751","25,022806","40,528533","57,029901","22,00029"
wavelet,none,none,x,none,none,wavelet,"0,062545","28,55472","3,293516","6,368334","8,910822","28,55472","7,718574"
wavelet,none,none,x,smooth,none,wavelet,"0,062545","28,55472","3,293516","6,368334","8,910822","28,55472","7,718574"
wavelet,none,none,x,bandpass,none,wavelet,"0,062545","28,55472","3,293516","6,368334","8,910822","28,55472","7,718574"
wavelet,none,none,x,wavelet,none,wavelet,"0,062545","28,55472","3,293516","6,368334","8,910822","28,55472","7,718574"
bandpass,none,ica,y,none,none,corr,"0,022407","22,871405","3,310998","7,032383","14,749401","22,871405","8,098975"
bandpass,none,ica,y,smooth,none,corr,"0,022407","22,871405","3,310998","7,032383","14,749401","22,871405","8,098975"
bandpass,none,ica,y,bandpass,none,corr,"0,022407","22,871405","3,310998","7,032383","14,749401","22,871405","8,098975"
bandpass,none,ica,y,wavelet,none,corr,"0,022407","22,871405","3,310998","7,032383","14,749401","22,871405","8,098975"
bandpass,none,none,xy,none,none,corr,"0,098021","24,340372","3,411423","6,467181","13,154354","24,340372","7,380225"
bandpass,none,none,xy,smooth,none,corr,"0,098021","24,340372","3,411423","6,467181","13,154354","24,340372","7,380225"
bandpass,none,none,xy,bandpass,none,corr,"0,098021","24,340372","3,411423","6,467181","13,154354","24,340372","7,380225"
bandpass,none,none,xy,wavelet,none,corr,"0,098021","24,340372","3,411423","6,467181","13,154354","24,340372","7,380225"
wavelet,abs,ica,z,none,abs,fft,"0,015204","55,028381","3,484543","21,022299","30,724123","55,028381","18,230392"
wavelet,abs,ica,z,smooth,abs,fft,"0,015204","55,028381","3,484543","21,022299","30,724123","55,028381","18,230392"
wavelet,abs,ica,z,bandpass,abs,fft,"0,015204","55,028381","3,484543","21,022299","30,724123","55,028381","18,230392"
wavelet,abs,ica,z,wavelet,abs,fft,"0,015204","55,028381","3,484543","21,022299","30,724123","55,028381","18,230392"
wavelet,abs,ica,x,none,abs,fft,"0,015204","59,029901","3,484543","16,020272","41,426252","59,029901","20,601859"
wavelet,abs,ica,x,smooth,abs,fft,"0,015204","59,029901","3,484543","16,020272","41,426252","59,029901","20,601859"
wavelet,abs,ica,x,bandpass,abs,fft,"0,015204","59,029901","3,484543","16,020272","41,426252","59,029901","20,601859"
wavelet,abs,ica,x,wavelet,abs,fft,"0,015204","59,029901","3,484543","16,020272","41,426252","59,029901","20,601859"
none,abs,pca,y,none,abs,fft,"0,015204","59,029394","3,5","25,022806","39,526404","59,029394","21,625702"
none,abs,pca,y,smooth,abs,fft,"0,015204","59,029394","3,5","25,022806","39,526404","59,029394","21,625702"
none,abs,pca,y,bandpass,abs,fft,"0,015204","59,029394","3,5","25,022806","39,526404","59,029394","21,625702"
none,abs,pca,y,wavelet,abs,fft,"0,015204","59,029394","3,5","25,022806","39,526404","59,029394","21,625702"
wavelet,none,pca,yz,none,abs,wavelet,"0,388481","39,022797","3,502021","6,568444","10,663796","39,022797","8,190658"
wavelet,none,pca,yz,smooth,abs,wavelet,"0,388481","39,022797","3,502021","6,568444","10,663796","39,022797","8,190658"
wavelet,none,pca,yz,bandpass,abs,wavelet,"0,388481","39,022797","3,502021","6,568444","10,663796","39,022797","8,190658"
wavelet,none,pca,yz,wavelet,abs,wavelet,"0,388481","39,022797","3,502021","6,568444","10,663796","39,022797","8,190658"
bandpass,none,none,y,none,none,corr,"0,038735","27,487188","3,582077","8,145958","14,007581","27,487188","7,899832"
bandpass,none,none,y,smooth,none,corr,"0,038735","27,487188","3,582077","8,145958","14,007581","27,487188","7,899832"
bandpass,none,none,y,bandpass,none,corr,"0,038735","27,487188","3,582077","8,145958","14,007581","27,487188","7,899832"
bandpass,none,none,y,wavelet,none,corr,"0,038735","27,487188","3,582077","8,145958","14,007581","27,487188","7,899832"
bandpass,none,pca,xy,none,none,corr,"0,245254","28,236619","3,608491","7,696299","13,835723","28,236619","8,425563"
bandpass,none,pca,xy,smooth,none,corr,"0,245254","28,236619","3,608491","7,696299","13,835723","28,236619","8,425563"
bandpass,none,pca,xy,bandpass,none,corr,"0,245254","28,236619","3,608491","7,696299","13,835723","28,236619","8,425563"
bandpass,none,pca,xy,wavelet,none,corr,"0,245254","28,236619","3,608491","7,696299","13,835723","28,236619","8,425563"
wavelet,none,none,x,none,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,none,none,x,smooth,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,none,none,x,bandpass,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,none,none,x,wavelet,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,none,none,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,none,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,smooth,none,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,smooth,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,bandpass,none,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,bandpass,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,wavelet,none,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,abs,none,x,wavelet,abs,wavelet,"0,111605","29,206186","3,659044","6,590633","11,339026","29,206186","7,742044"
wavelet,none,none,xy,none,none,wavelet,"0,034719","27,808233","3,677064","5,862107","12,398829","27,808233","7,589161"
wavelet,none,none,xy,smooth,none,wavelet,"0,034719","27,808233","3,677064","5,862107","12,398829","27,808233","7,589161"
wavelet,none,none,xy,bandpass,none,wavelet,"0,034719","27,808233","3,677064","5,862107","12,398829","27,808233","7,589161"
wavelet,none,none,xy,wavelet,none,wavelet,"0,034719","27,808233","3,677064","5,862107","12,398829","27,808233","7,589161"
bandpass,none,pca,xyz,none,none,corr,"0,427457","27,637074","3,68477","6,437809","10,693148","27,637074","7,60954"
bandpass,none,pca,xyz,smooth,none,corr,"0,427457","27,637074","3,68477","6,437809","10,693148","27,637074","7,60954"
bandpass,none,pca,xyz,bandpass,none,corr,"0,427457","27,637074","3,68477","6,437809","10,693148","27,637074","7,60954"
bandpass,none,pca,xyz,wavelet,none,corr,"0,427457","27,637074","3,68477","6,437809","10,693148","27,637074","7,60954"
bandpass,none,ica,yz,none,none,corr,"0,269787","26,89309","3,697416","6,496915","12,64654","26,89309","7,79044"
bandpass,none,ica,yz,smooth,none,corr,"0,269787","26,89309","3,697416","6,496915","12,64654","26,89309","7,79044"
bandpass,none,ica,yz,bandpass,none,corr,"0,269787","26,89309","3,697416","6,496915","12,64654","26,89309","7,79044"
bandpass,none,ica,yz,wavelet,none,corr,"0,269787","26,89309","3,697416","6,496915","12,64654","26,89309","7,79044"
bandpass,none,none,yz,none,none,corr,"0,187675","23,664627","3,731548","7,569248","13,518381","23,664627","7,7797"
bandpass,none,none,yz,smooth,none,corr,"0,187675","23,664627","3,731548","7,569248","13,518381","23,664627","7,7797"
bandpass,none,none,yz,bandpass,none,corr,"0,187675","23,664627","3,731548","7,569248","13,518381","23,664627","7,7797"
bandpass,none,none,yz,wavelet,none,corr,"0,187675","23,664627","3,731548","7,569248","13,518381","23,664627","7,7797"
wavelet,none,none,xy,none,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,none,none,xy,smooth,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,none,none,xy,bandpass,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,none,none,xy,wavelet,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,none,none,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,none,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,smooth,none,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,smooth,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,bandpass,none,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,bandpass,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,wavelet,none,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,none,xy,wavelet,abs,wavelet,"0,034719","26,025194","3,74232","6,038595","10,732133","26,025194","6,942481"
wavelet,abs,pca,yz,none,none,wavelet,"0,045202","26,131204","3,817707","6,644956","10,850202","26,131204","7,010723"
wavelet,abs,pca,yz,smooth,none,wavelet,"0,045202","26,131204","3,817707","6,644956","10,850202","26,131204","7,010723"
wavelet,abs,pca,yz,bandpass,none,wavelet,"0,045202","26,131204","3,817707","6,644956","10,850202","26,131204","7,010723"
wavelet,abs,pca,yz,wavelet,none,wavelet,"0,045202","26,131204","3,817707","6,644956","10,850202","26,131204","7,010723"
wavelet,none,ica,y,none,abs,wavelet,"0,226227","27,226694","3,919262","9,059664","12,642433","27,226694","8,700708"
wavelet,none,ica,y,smooth,abs,wavelet,"0,226227","27,226694","3,919262","9,059664","12,642433","27,226694","8,700708"
wavelet,none,ica,y,bandpass,abs,wavelet,"0,226227","27,226694","3,919262","9,059664","12,642433","27,226694","8,700708"
wavelet,none,ica,y,wavelet,abs,wavelet,"0,226227","27,226694","3,919262","9,059664","12,642433","27,226694","8,700708"
smooth,none,none,xz,none,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,none,none,xz,smooth,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,none,none,xz,bandpass,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,none,none,xz,wavelet,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,none,none,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,none,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,smooth,none,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,smooth,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,bandpass,none,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,bandpass,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,wavelet,none,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
smooth,abs,none,xz,wavelet,abs,wavelet,"0,139285","33,761878","3,938415","6,808921","15,24733","33,761878","9,086675"
none,abs,pca,z,none,abs,fft,"0,015204","55,028887","3,983529","20,020779","47,027316","55,028887","21,091557"
none,abs,pca,z,smooth,abs,fft,"0,015204","55,028887","3,983529","20,020779","47,027316","55,028887","21,091557"
none,abs,pca,z,bandpass,abs,fft,"0,015204","55,028887","3,983529","20,020779","47,027316","55,028887","21,091557"
none,abs,pca,z,wavelet,abs,fft,"0,015204","55,028887","3,983529","20,020779","47,027316","55,028887","21,091557"
wavelet,abs,ica,xy,none,abs,fft,"0,015204","47,028887","3,984543","18,022552","38,327291","47,028887","18,456039"
wavelet,abs,ica,xy,smooth,abs,fft,"0,015204","47,028887","3,984543","18,022552","38,327291","47,028887","18,456039"
wavelet,abs,ica,xy,bandpass,abs,fft,"0,015204","47,028887","3,984543","18,022552","38,327291","47,028887","18,456039"
wavelet,abs,ica,xy,wavelet,abs,fft,"0,015204","47,028887","3,984543","18,022552","38,327291","47,028887","18,456039"
wavelet,none,pca,y,none,none,wavelet,"0,129808","25,210054","4,002602","6,680276","11,721171","25,210054","7,093125"
wavelet,none,pca,y,smooth,none,wavelet,"0,129808","25,210054","4,002602","6,680276","11,721171","25,210054","7,093125"
wavelet,none,pca,y,bandpass,none,wavelet,"0,129808","25,210054","4,002602","6,680276","11,721171","25,210054","7,093125"
wavelet,none,pca,y,wavelet,none,wavelet,"0,129808","25,210054","4,002602","6,680276","11,721171","25,210054","7,093125"
bandpass,none,pca,y,none,none,corr,"0,062958","25,673521","4,010189","6,453286","12,063417","25,673521","7,608153"
bandpass,none,pca,y,smooth,none,corr,"0,062958","25,673521","4,010189","6,453286","12,063417","25,673521","7,608153"
bandpass,none,pca,y,bandpass,none,corr,"0,062958","25,673521","4,010189","6,453286","12,063417","25,673521","7,608153"
bandpass,none,pca,y,wavelet,none,corr,"0,062958","25,673521","4,010189","6,453286","12,063417","25,673521","7,608153"
wavelet,abs,ica,y,none,none,wavelet,"0,274814","22,35416","4,035167","5,908676","9,074591","22,35416","6,135305"
wavelet,abs,ica,y,smooth,none,wavelet,"0,274814","22,35416","4,035167","5,908676","9,074591","22,35416","6,135305"
wavelet,abs,ica,y,bandpass,none,wavelet,"0,274814","22,35416","4,035167","5,908676","9,074591","22,35416","6,135305"
wavelet,abs,ica,y,wavelet,none,wavelet,"0,274814","22,35416","4,035167","5,908676","9,074591","22,35416","6,135305"
none,abs,pca,y,none,none,wavelet,"0,222535","23,999126","4,045493","8,074193","9,421591","23,999126","6,706463"
none,abs,pca,y,smooth,none,wavelet,"0,222535","23,999126","4,045493","8,074193","9,421591","23,999126","6,706463"
none,abs,pca,y,bandpass,none,wavelet,"0,222535","23,999126","4,045493","8,074193","9,421591","23,999126","6,706463"
none,abs,pca,y,wavelet,none,wavelet,"0,222535","23,999126","4,045493","8,074193","9,421591","23,999126","6,706463"
wavelet,none,ica,y,none,none,wavelet,"0,226227","27,226694","4,066306","8,1352","12,642433","27,226694","8,452708"
wavelet,none,ica,y,smooth,none,wavelet,"0,226227","27,226694","4,066306","8,1352","12,642433","27,226694","8,452708"
wavelet,none,ica,y,bandpass,none,wavelet,"0,226227","27,226694","4,066306","8,1352","12,642433","27,226694","8,452708"
wavelet,none,ica,y,wavelet,none,wavelet,"0,226227","27,226694","4,066306","8,1352","12,642433","27,226694","8,452708"
bandpass,none,ica,xy,none,none,corr,"0,133987","24,335741","4,103552","8,522021","11,572866","24,335741","8,123576"
bandpass,none,ica,xy,smooth,none,corr,"0,133987","24,335741","4,103552","8,522021","11,572866","24,335741","8,123576"
bandpass,none,ica,xy,bandpass,none,corr,"0,133987","24,335741","4,103552","8,522021","11,572866","24,335741","8,123576"
bandpass,none,ica,xy,wavelet,none,corr,"0,133987","24,335741","4,103552","8,522021","11,572866","24,335741","8,123576"
wavelet,abs,pca,z,none,none,wavelet,"0,406069","22,976603","4,111699","6,715321","10,888491","22,976603","6,64918"
wavelet,abs,pca,z,smooth,none,wavelet,"0,406069","22,976603","4,111699","6,715321","10,888491","22,976603","6,64918"
wavelet,abs,pca,z,bandpass,none,wavelet,"0,406069","22,976603","4,111699","6,715321","10,888491","22,976603","6,64918"
wavelet,abs,pca,z,wavelet,none,wavelet,"0,406069","22,976603","4,111699","6,715321","10,888491","22,976603","6,64918"
bandpass,none,none,xyz,none,none,corr,"0,063893","22,840936","4,130411","7,64752","11,105978","22,840936","7,4929"
bandpass,none,none,xyz,smooth,none,corr,"0,063893","22,840936","4,130411","7,64752","11,105978","22,840936","7,4929"
bandpass,none,none,xyz,bandpass,none,corr,"0,063893","22,840936","4,130411","7,64752","11,105978","22,840936","7,4929"
bandpass,none,none,xyz,wavelet,none,corr,"0,063893","22,840936","4,130411","7,64752","11,105978","22,840936","7,4929"
none,none,pca,yz,none,none,wavelet,"0,058755","15,955144","4,224117","5,665735","9,659764","15,955144","6,045598"
none,none,pca,yz,smooth,none,wavelet,"0,058755","15,955144","4,224117","5,665735","9,659764","15,955144","6,045598"
none,none,pca,yz,bandpass,none,wavelet,"0,058755","15,955144","4,224117","5,665735","9,659764","15,955144","6,045598"
none,none,pca,yz,wavelet,none,wavelet,"0,058755","15,955144","4,224117","5,665735","9,659764","15,955144","6,045598"
wavelet,abs,ica,yz,none,none,wavelet,"0,260571","21,196723","4,229563","6,076421","9,866984","21,196723","6,064215"
wavelet,abs,ica,yz,smooth,none,wavelet,"0,260571","21,196723","4,229563","6,076421","9,866984","21,196723","6,064215"
wavelet,abs,ica,yz,bandpass,none,wavelet,"0,260571","21,196723","4,229563","6,076421","9,866984","21,196723","6,064215"
wavelet,abs,ica,yz,wavelet,none,wavelet,"0,260571","21,196723","4,229563","6,076421","9,866984","21,196723","6,064215"
bandpass,none,pca,yz,none,none,corr,"0,003896","26,055753","4,247415","6,607606","11,466234","26,055753","7,248277"
bandpass,none,pca,yz,smooth,none,corr,"0,003896","26,055753","4,247415","6,607606","11,466234","26,055753","7,248277"
bandpass,none,pca,yz,bandpass,none,corr,"0,003896","26,055753","4,247415","6,607606","11,466234","26,055753","7,248277"
bandpass,none,pca,yz,wavelet,none,corr,"0,003896","26,055753","4,247415","6,607606","11,466234","26,055753","7,248277"
wavelet,abs,ica,z,none,none,wavelet,"0,129808","20,039287","4,247839","7,596711","12,62045","20,039287","7,045566"
wavelet,abs,ica,z,smooth,none,wavelet,"0,129808","20,039287","4,247839","7,596711","12,62045","20,039287","7,045566"
wavelet,abs,ica,z,bandpass,none,wavelet,"0,129808","20,039287","4,247839","7,596711","12,62045","20,039287","7,045566"
wavelet,abs,ica,z,wavelet,none,wavelet,"0,129808","20,039287","4,247839","7,596711","12,62045","20,039287","7,045566"
bandpass,none,ica,z,none,none,corr,"0,126926","30,914774","4,256534","9,172129","12,839636","30,914774","8,563615"
bandpass,none,ica,z,smooth,none,corr,"0,126926","30,914774","4,256534","9,172129","12,839636","30,914774","8,563615"
bandpass,none,ica,z,bandpass,none,corr,"0,126926","30,914774","4,256534","9,172129","12,839636","30,914774","8,563615"
bandpass,none,ica,z,wavelet,none,corr,"0,126926","30,914774","4,256534","9,172129","12,839636","30,914774","8,563615"
bandpass,none,pca,xz,none,none,corr,"0,144712","28,61885","4,260335","7,145344","11,568871","28,61885","8,1455"
bandpass,none,pca,xz,smooth,none,corr,"0,144712","28,61885","4,260335","7,145344","11,568871","28,61885","8,1455"
bandpass,none,pca,xz,bandpass,none,corr,"0,144712","28,61885","4,260335","7,145344","11,568871","28,61885","8,1455"
bandpass,none,pca,xz,wavelet,none,corr,"0,144712","28,61885","4,260335","7,145344","11,568871","28,61885","8,1455"
wavelet,abs,ica,yz,none,abs,wavelet,"0,441805","21,196723","4,264289","7,060676","8,90207","21,196723","6,293463"
wavelet,abs,ica,yz,smooth,abs,wavelet,"0,441805","21,196723","4,264289","7,060676","8,90207","21,196723","6,293463"
wavelet,abs,ica,yz,bandpass,abs,wavelet,"0,441805","21,196723","4,264289","7,060676","8,90207","21,196723","6,293463"
wavelet,abs,ica,yz,wavelet,abs,wavelet,"0,441805","21,196723","4,264289","7,060676","8,90207","21,196723","6,293463"
bandpass,none,ica,xyz,none,none,corr,"0,083666","26,528752","4,286187","7,536926","12,294238","26,528752","7,861053"
bandpass,none,ica,xyz,smooth,none,corr,"0,083666","26,528752","4,286187","7,536926","12,294238","26,528752","7,861053"
bandpass,none,ica,xyz,bandpass,none,corr,"0,083666","26,528752","4,286187","7,536926","12,294238","26,528752","7,861053"
bandpass,none,ica,xyz,wavelet,none,corr,"0,083666","26,528752","4,286187","7,536926","12,294238","26,528752","7,861053"
wavelet,abs,ica,x,none,none,wavelet,"0,083352","27,18554","4,29133","8,501249","11,035877","27,18554","7,853903"
wavelet,abs,ica,x,smooth,none,wavelet,"0,083352","27,18554","4,29133","8,501249","11,035877","27,18554","7,853903"
wavelet,abs,ica,x,bandpass,none,wavelet,"0,083352","27,18554","4,29133","8,501249","11,035877","27,18554","7,853903"
