noise_removal1,transformation1,combination,selection,noise_removal2,transformation2,core,err_min,err_mean,err_median,err_75prctile,err_90prctile,err_max,rmse
wavelet,none,none,x,none,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,none,none,x,smooth,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,none,none,x,bandpass,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,none,none,x,wavelet,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,none,none,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,none,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,smooth,none,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,smooth,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,bandpass,none,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,bandpass,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,wavelet,none,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
wavelet,abs,none,x,wavelet,abs,corr,"1,365348","23,108163","14,088994","15,76837","20,187131","23,108163","13,866455"
smooth,abs,ica,z,none,none,corr,"1,192325","25,959845","14,099695","16,088323","19,320988","25,959845","13,879823"
smooth,abs,ica,z,smooth,none,corr,"1,192325","25,959845","14,099695","16,088323","19,320988","25,959845","13,879823"
smooth,abs,ica,z,bandpass,none,corr,"1,192325","25,959845","14,099695","16,088323","19,320988","25,959845","13,879823"
smooth,abs,ica,z,wavelet,none,corr,"1,192325","25,959845","14,099695","16,088323","19,320988","25,959845","13,879823"
none,none,none,yz,none,none,corr,"2,249463","21,570968","14,112758","16,732134","19,393292","21,570968","13,864978"
none,none,none,yz,smooth,none,corr,"2,249463","21,570968","14,112758","16,732134","19,393292","21,570968","13,864978"
none,none,none,yz,bandpass,none,corr,"2,249463","21,570968","14,112758","16,732134","19,393292","21,570968","13,864978"
none,none,none,yz,wavelet,none,corr,"2,249463","21,570968","14,112758","16,732134","19,393292","21,570968","13,864978"
smooth,none,pca,y,none,none,corr,"0,136451","22,041338","14,117559","17,476615","19,276936","22,041338","13,805994"
smooth,none,pca,y,smooth,none,corr,"0,136451","22,041338","14,117559","17,476615","19,276936","22,041338","13,805994"
smooth,none,pca,y,bandpass,none,corr,"0,136451","22,041338","14,117559","17,476615","19,276936","22,041338","13,805994"
smooth,none,pca,y,wavelet,none,corr,"0,136451","22,041338","14,117559","17,476615","19,276936","22,041338","13,805994"
none,abs,ica,xyz,none,none,corr,"0,274472","22,982781","14,117768","16,64863","18,544005","22,982781","13,77324"
none,abs,ica,xyz,smooth,none,corr,"0,274472","22,982781","14,117768","16,64863","18,544005","22,982781","13,77324"
none,abs,ica,xyz,bandpass,none,corr,"0,274472","22,982781","14,117768","16,64863","18,544005","22,982781","13,77324"
none,abs,ica,xyz,wavelet,none,corr,"0,274472","22,982781","14,117768","16,64863","18,544005","22,982781","13,77324"
wavelet,abs,ica,yz,none,none,corr,"0,72737","21,52112","14,13166","16,950227","18,154416","21,52112","13,819097"
wavelet,abs,ica,yz,smooth,none,corr,"0,72737","21,52112","14,13166","16,950227","18,154416","21,52112","13,819097"
wavelet,abs,ica,yz,bandpass,none,corr,"0,72737","21,52112","14,13166","16,950227","18,154416","21,52112","13,819097"
wavelet,abs,ica,yz,wavelet,none,corr,"0,72737","21,52112","14,13166","16,950227","18,154416","21,52112","13,819097"
smooth,none,none,xy,none,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,none,none,xy,smooth,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,none,none,xy,bandpass,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,none,none,xy,wavelet,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,none,none,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,none,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,smooth,none,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,smooth,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,bandpass,none,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,bandpass,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,wavelet,none,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
smooth,abs,none,xy,wavelet,abs,corr,"1,423616","20,401513","14,132572","16,95307","18,233135","20,401513","13,951948"
wavelet,abs,ica,y,none,none,corr,"1,019797","20,091357","14,146243","17,092003","18,554542","20,091357","13,835099"
wavelet,abs,ica,y,smooth,none,corr,"1,019797","20,091357","14,146243","17,092003","18,554542","20,091357","13,835099"
wavelet,abs,ica,y,bandpass,none,corr,"1,019797","20,091357","14,146243","17,092003","18,554542","20,091357","13,835099"
wavelet,abs,ica,y,wavelet,none,corr,"1,019797","20,091357","14,146243","17,092003","18,554542","20,091357","13,835099"
wavelet,abs,ica,y,none,abs,corr,"3,194127","21,887218","14,146243","17,593693","19,338021","21,887218","14,291262"
wavelet,abs,ica,y,smooth,abs,corr,"3,194127","21,887218","14,146243","17,593693","19,338021","21,887218","14,291262"
wavelet,abs,ica,y,bandpass,abs,corr,"3,194127","21,887218","14,146243","17,593693","19,338021","21,887218","14,291262"
wavelet,abs,ica,y,wavelet,abs,corr,"3,194127","21,887218","14,146243","17,593693","19,338021","21,887218","14,291262"
none,abs,ica,y,none,none,corr,"0,083352","25,172926","14,165842","17,803551","19,722005","25,172926","14,281583"
none,abs,ica,y,smooth,none,corr,"0,083352","25,172926","14,165842","17,803551","19,722005","25,172926","14,281583"
none,abs,ica,y,bandpass,none,corr,"0,083352","25,172926","14,165842","17,803551","19,722005","25,172926","14,281583"
none,abs,ica,y,wavelet,none,corr,"0,083352","25,172926","14,165842","17,803551","19,722005","25,172926","14,281583"
none,none,none,xyz,none,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,none,none,xyz,smooth,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,none,none,xyz,bandpass,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,none,none,xyz,wavelet,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,none,none,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,none,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,smooth,none,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,smooth,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,bandpass,none,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,bandpass,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,wavelet,none,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
none,abs,none,xyz,wavelet,abs,corr,"2,360457","20,844361","14,183652","16,410487","19,194782","20,844361","14,043401"
wavelet,none,pca,xyz,none,none,fft,"0,651632","54,362559","14,189388","35,690655","43,961342","54,362559","25,665537"
wavelet,none,pca,xyz,smooth,none,fft,"0,651632","54,362559","14,189388","35,690655","43,961342","54,362559","25,665537"
wavelet,none,pca,xyz,bandpass,none,fft,"0,651632","54,362559","14,189388","35,690655","43,961342","54,362559","25,665537"
wavelet,none,pca,xyz,wavelet,none,fft,"0,651632","54,362559","14,189388","35,690655","43,961342","54,362559","25,665537"
smooth,none,ica,yz,none,abs,corr,"1,267483","21,721744","14,20879","16,921998","18,757676","21,721744","13,980901"
smooth,none,ica,yz,smooth,abs,corr,"1,267483","21,721744","14,20879","16,921998","18,757676","21,721744","13,980901"
smooth,none,ica,yz,bandpass,abs,corr,"1,267483","21,721744","14,20879","16,921998","18,757676","21,721744","13,980901"
smooth,none,ica,yz,wavelet,abs,corr,"1,267483","21,721744","14,20879","16,921998","18,757676","21,721744","13,980901"
wavelet,none,pca,xz,none,abs,corr,"1,768786","20,595854","14,211564","16,015063","18,724994","20,595854","13,671157"
wavelet,none,pca,xz,smooth,abs,corr,"1,768786","20,595854","14,211564","16,015063","18,724994","20,595854","13,671157"
wavelet,none,pca,xz,bandpass,abs,corr,"1,768786","20,595854","14,211564","16,015063","18,724994","20,595854","13,671157"
wavelet,none,pca,xz,wavelet,abs,corr,"1,768786","20,595854","14,211564","16,015063","18,724994","20,595854","13,671157"
wavelet,none,none,xy,none,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,none,none,xy,smooth,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,none,none,xy,bandpass,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,none,none,xy,wavelet,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,none,none,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,none,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,smooth,none,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,smooth,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,bandpass,none,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,bandpass,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,wavelet,none,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
wavelet,abs,none,xy,wavelet,abs,corr,"0,052635","23,00723","14,228763","17,345632","19,416335","23,00723","14,092468"
smooth,abs,pca,z,none,abs,corr,"5,111907","21,424588","14,254401","17,151925","19,231819","21,424588","14,297862"
smooth,abs,pca,z,smooth,abs,corr,"5,111907","21,424588","14,254401","17,151925","19,231819","21,424588","14,297862"
smooth,abs,pca,z,bandpass,abs,corr,"5,111907","21,424588","14,254401","17,151925","19,231819","21,424588","14,297862"
smooth,abs,pca,z,wavelet,abs,corr,"5,111907","21,424588","14,254401","17,151925","19,231819","21,424588","14,297862"
wavelet,abs,ica,xy,none,none,corr,"2,355279","20,59204","14,261986","16,872753","18,660821","20,59204","13,873556"
wavelet,abs,ica,xy,smooth,none,corr,"2,355279","20,59204","14,261986","16,872753","18,660821","20,59204","13,873556"
wavelet,abs,ica,xy,bandpass,none,corr,"2,355279","20,59204","14,261986","16,872753","18,660821","20,59204","13,873556"
wavelet,abs,ica,xy,wavelet,none,corr,"2,355279","20,59204","14,261986","16,872753","18,660821","20,59204","13,873556"
wavelet,abs,pca,z,none,abs,corr,"0,988853","20,716116","14,268853","16,977842","18,915414","20,716116","13,788527"
wavelet,abs,pca,z,smooth,abs,corr,"0,988853","20,716116","14,268853","16,977842","18,915414","20,716116","13,788527"
wavelet,abs,pca,z,bandpass,abs,corr,"0,988853","20,716116","14,268853","16,977842","18,915414","20,716116","13,788527"
wavelet,abs,pca,z,wavelet,abs,corr,"0,988853","20,716116","14,268853","16,977842","18,915414","20,716116","13,788527"
none,abs,ica,yz,none,none,corr,"0,009949","23,870013","14,273728","15,930565","18,623612","23,870013","13,854982"
none,abs,ica,yz,smooth,none,corr,"0,009949","23,870013","14,273728","15,930565","18,623612","23,870013","13,854982"
none,abs,ica,yz,bandpass,none,corr,"0,009949","23,870013","14,273728","15,930565","18,623612","23,870013","13,854982"
none,abs,ica,yz,wavelet,none,corr,"0,009949","23,870013","14,273728","15,930565","18,623612","23,870013","13,854982"
smooth,none,none,yz,none,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,666355"
smooth,none,none,yz,none,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,none,none,yz,smooth,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,666355"
smooth,none,none,yz,smooth,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,none,none,yz,bandpass,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,666355"
smooth,none,none,yz,bandpass,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,none,none,yz,wavelet,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,666355"
smooth,none,none,yz,wavelet,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,none,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,none,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,smooth,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,smooth,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,bandpass,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,bandpass,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,wavelet,none,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,none,yz,wavelet,abs,corr,"1,646808","21,60457","14,322571","16,182549","18,176316","21,60457","13,678297"
smooth,abs,ica,y,none,abs,corr,"1,035209","21,091901","14,33659","16,498037","18,324102","21,091901","13,767735"
smooth,abs,ica,y,smooth,abs,corr,"1,035209","21,091901","14,33659","16,498037","18,324102","21,091901","13,767735"
smooth,abs,ica,y,bandpass,abs,corr,"1,035209","21,091901","14,33659","16,498037","18,324102","21,091901","13,767735"
smooth,abs,ica,y,wavelet,abs,corr,"1,035209","21,091901","14,33659","16,498037","18,324102","21,091901","13,767735"
wavelet,none,none,y,none,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,none,none,y,smooth,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,none,none,y,bandpass,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,none,none,y,wavelet,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,none,none,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,none,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,smooth,none,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,smooth,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,bandpass,none,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,bandpass,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,wavelet,none,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
wavelet,abs,none,y,wavelet,abs,corr,"1,982795","23,178583","14,353269","18,092003","20,357343","23,178583","14,592732"
smooth,abs,ica,z,none,abs,corr,"2,319588","22,872474","14,357839","16,088323","18,520738","22,872474","13,77506"
smooth,abs,ica,z,smooth,abs,corr,"2,319588","22,872474","14,357839","16,088323","18,520738","22,872474","13,77506"
smooth,abs,ica,z,bandpass,abs,corr,"2,319588","22,872474","14,357839","16,088323","18,520738","22,872474","13,77506"
smooth,abs,ica,z,wavelet,abs,corr,"2,319588","22,872474","14,357839","16,088323","18,520738","22,872474","13,77506"
wavelet,none,ica,xz,none,abs,corr,"0,825309","23,033098","14,366622","17,694879","19,258535","23,033098","14,431603"
wavelet,none,ica,xz,smooth,abs,corr,"0,825309","23,033098","14,366622","17,694879","19,258535","23,033098","14,431603"
wavelet,none,ica,xz,bandpass,abs,corr,"0,825309","23,033098","14,366622","17,694879","19,258535","23,033098","14,431603"
wavelet,none,ica,xz,wavelet,abs,corr,"0,825309","23,033098","14,366622","17,694879","19,258535","23,033098","14,431603"
wavelet,none,pca,xyz,none,abs,corr,"1,325561","21,466423","14,377188","16,239683","19,300301","21,466423","13,843865"
wavelet,none,pca,xyz,smooth,abs,corr,"1,325561","21,466423","14,377188","16,239683","19,300301","21,466423","13,843865"
wavelet,none,pca,xyz,bandpass,abs,corr,"1,325561","21,466423","14,377188","16,239683","19,300301","21,466423","13,843865"
wavelet,none,pca,xyz,wavelet,abs,corr,"1,325561","21,466423","14,377188","16,239683","19,300301","21,466423","13,843865"
smooth,none,ica,xz,none,none,corr,"0,883614","20,62842","14,384405","16,420358","18,860814","20,62842","13,539126"
smooth,none,ica,xz,none,abs,corr,"0,883614","20,62842","14,384405","16,793289","18,860814","20,62842","13,800808"
smooth,none,ica,xz,smooth,none,corr,"0,883614","20,62842","14,384405","16,420358","18,860814","20,62842","13,539126"
smooth,none,ica,xz,smooth,abs,corr,"0,883614","20,62842","14,384405","16,793289","18,860814","20,62842","13,800808"
smooth,none,ica,xz,bandpass,none,corr,"0,883614","20,62842","14,384405","16,420358","18,860814","20,62842","13,539126"
smooth,none,ica,xz,bandpass,abs,corr,"0,883614","20,62842","14,384405","16,793289","18,860814","20,62842","13,800808"
smooth,none,ica,xz,wavelet,none,corr,"0,883614","20,62842","14,384405","16,420358","18,860814","20,62842","13,539126"
smooth,none,ica,xz,wavelet,abs,corr,"0,883614","20,62842","14,384405","16,793289","18,860814","20,62842","13,800808"
wavelet,abs,ica,xyz,none,none,corr,"0,745341","21,308485","14,402132","17,154876","18,701674","21,308485","13,838587"
wavelet,abs,ica,xyz,smooth,none,corr,"0,745341","21,308485","14,402132","17,154876","18,701674","21,308485","13,838587"
wavelet,abs,ica,xyz,bandpass,none,corr,"0,745341","21,308485","14,402132","17,154876","18,701674","21,308485","13,838587"
wavelet,abs,ica,xyz,wavelet,none,corr,"0,745341","21,308485","14,402132","17,154876","18,701674","21,308485","13,838587"
wavelet,abs,ica,xz,none,none,corr,"0,608113","21,917049","14,406118","17,059455","19,369614","21,917049","13,944381"
wavelet,abs,ica,xz,smooth,none,corr,"0,608113","21,917049","14,406118","17,059455","19,369614","21,917049","13,944381"
wavelet,abs,ica,xz,bandpass,none,corr,"0,608113","21,917049","14,406118","17,059455","19,369614","21,917049","13,944381"
wavelet,abs,ica,xz,wavelet,none,corr,"0,608113","21,917049","14,406118","17,059455","19,369614","21,917049","13,944381"
none,none,ica,z,none,abs,corr,"0,136566","23,55717","14,407563","17,208319","18,255007","23,55717","14,301267"
none,none,ica,z,smooth,abs,corr,"0,136566","23,55717","14,407563","17,208319","18,255007","23,55717","14,301267"
none,none,ica,z,bandpass,abs,corr,"0,136566","23,55717","14,407563","17,208319","18,255007","23,55717","14,301267"
none,none,ica,z,wavelet,abs,corr,"0,136566","23,55717","14,407563","17,208319","18,255007","23,55717","14,301267"
smooth,none,ica,xyz,none,abs,corr,"1,472959","21,168733","14,423391","16,826971","19,186476","21,168733","13,844029"
smooth,none,ica,xyz,smooth,abs,corr,"1,472959","21,168733","14,423391","16,826971","19,186476","21,168733","13,844029"
smooth,none,ica,xyz,bandpass,abs,corr,"1,472959","21,168733","14,423391","16,826971","19,186476","21,168733","13,844029"
smooth,none,ica,xyz,wavelet,abs,corr,"1,472959","21,168733","14,423391","16,826971","19,186476","21,168733","13,844029"
smooth,none,none,xy,none,none,corr,"1,082539","20,929406","14,425805","16,889567","18,308804","20,929406","13,891396"
smooth,none,none,xy,smooth,none,corr,"1,082539","20,929406","14,425805","16,889567","18,308804","20,929406","13,891396"
smooth,none,none,xy,bandpass,none,corr,"1,082539","20,929406","14,425805","16,889567","18,308804","20,929406","13,891396"
smooth,none,none,xy,wavelet,none,corr,"1,082539","20,929406","14,425805","16,889567","18,308804","20,929406","13,891396"
wavelet,none,pca,x,none,abs,corr,"0,145684","24,561202","14,427151","16,476615","18,355601","24,561202","13,644163"
wavelet,none,pca,x,smooth,abs,corr,"0,145684","24,561202","14,427151","16,476615","18,355601","24,561202","13,644163"
wavelet,none,pca,x,bandpass,abs,corr,"0,145684","24,561202","14,427151","16,476615","18,355601","24,561202","13,644163"
wavelet,none,pca,x,wavelet,abs,corr,"0,145684","24,561202","14,427151","16,476615","18,355601","24,561202","13,644163"
wavelet,none,pca,yz,none,abs,corr,"0,790358","21,307552","14,431122","16,789267","18,512218","21,307552","14,067441"
wavelet,none,pca,yz,smooth,abs,corr,"0,790358","21,307552","14,431122","16,789267","18,512218","21,307552","14,067441"
wavelet,none,pca,yz,bandpass,abs,corr,"0,790358","21,307552","14,431122","16,789267","18,512218","21,307552","14,067441"
wavelet,none,pca,yz,wavelet,abs,corr,"0,790358","21,307552","14,431122","16,789267","18,512218","21,307552","14,067441"
smooth,none,none,x,none,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,none,none,x,smooth,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,none,none,x,bandpass,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,none,none,x,wavelet,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,none,none,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,none,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,smooth,none,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,smooth,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,bandpass,none,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,bandpass,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,wavelet,none,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
smooth,abs,none,x,wavelet,abs,corr,"0,733282","21,711585","14,433789","17,414333","19,775726","21,711585","14,177366"
bandpass,none,pca,z,none,abs,wavelet,"0,567353","80,456399","14,46064","18,016245","26,109418","80,456399","20,079555"
bandpass,none,pca,z,smooth,abs,wavelet,"0,567353","80,456399","14,46064","18,016245","26,109418","80,456399","20,079555"
bandpass,none,pca,z,bandpass,abs,wavelet,"0,567353","80,456399","14,46064","18,016245","26,109418","80,456399","20,079555"
bandpass,none,pca,z,wavelet,abs,wavelet,"0,567353","80,456399","14,46064","18,016245","26,109418","80,456399","20,079555"
wavelet,none,none,y,none,none,corr,"1,532361","25,036698","14,463742","18,064996","20,313354","25,036698","14,63767"
wavelet,none,none,y,smooth,none,corr,"1,532361","25,036698","14,463742","18,064996","20,313354","25,036698","14,63767"
wavelet,none,none,y,bandpass,none,corr,"1,532361","25,036698","14,463742","18,064996","20,313354","25,036698","14,63767"
wavelet,none,none,y,wavelet,none,corr,"1,532361","25,036698","14,463742","18,064996","20,313354","25,036698","14,63767"
none,none,ica,xyz,none,abs,corr,"1,070362","22,370763","14,475861","16,922481","19,289265","22,370763","14,279526"
none,none,ica,xyz,smooth,abs,corr,"1,070362","22,370763","14,475861","16,922481","19,289265","22,370763","14,279526"
none,none,ica,xyz,bandpass,abs,corr,"1,070362","22,370763","14,475861","16,922481","19,289265","22,370763","14,279526"
none,none,ica,xyz,wavelet,abs,corr,"1,070362","22,370763","14,475861","16,922481","19,289265","22,370763","14,279526"
wavelet,none,ica,xyz,none,abs,corr,"1,118853","22,519687","14,479372","17,231674","18,445187","22,519687","14,231105"
wavelet,none,ica,xyz,smooth,abs,corr,"1,118853","22,519687","14,479372","17,231674","18,445187","22,519687","14,231105"
wavelet,none,ica,xyz,bandpass,abs,corr,"1,118853","22,519687","14,479372","17,231674","18,445187","22,519687","14,231105"
wavelet,none,ica,xyz,wavelet,abs,corr,"1,118853","22,519687","14,479372","17,231674","18,445187","22,519687","14,231105"
wavelet,none,ica,xy,none,abs,corr,"0,983023","20,957479","14,488141","17,675058","19,207626","20,957479","14,183223"
wavelet,none,ica,xy,smooth,abs,corr,"0,983023","20,957479","14,488141","17,675058","19,207626","20,957479","14,183223"
wavelet,none,ica,xy,bandpass,abs,corr,"0,983023","20,957479","14,488141","17,675058","19,207626","20,957479","14,183223"
wavelet,none,ica,xy,wavelet,abs,corr,"0,983023","20,957479","14,488141","17,675058","19,207626","20,957479","14,183223"
bandpass,abs,pca,yz,none,none,wavelet,"1,481304","49,68425","14,513116","24,697692","35,646676","49,68425","20,638202"
bandpass,abs,pca,yz,smooth,none,wavelet,"1,481304","49,68425","14,513116","24,697692","35,646676","49,68425","20,638202"
bandpass,abs,pca,yz,bandpass,none,wavelet,"1,481304","49,68425","14,513116","24,697692","35,646676","49,68425","20,638202"
bandpass,abs,pca,yz,wavelet,none,wavelet,"1,481304","49,68425","14,513116","24,697692","35,646676","49,68425","20,638202"
smooth,abs,pca,y,none,none,fft,"0,017231","57,029901","14,519258","39,025847","47,829546","57,029901","28,175457"
smooth,abs,pca,y,smooth,none,fft,"0,017231","57,029901","14,519258","39,025847","47,829546","57,029901","28,175457"
smooth,abs,pca,y,bandpass,none,fft,"0,017231","57,029901","14,519258","39,025847","47,829546","57,029901","28,175457"
smooth,abs,pca,y,wavelet,none,fft,"0,017231","57,029901","14,519258","39,025847","47,829546","57,029901","28,175457"
none,none,none,y,none,none,fft,"0,015711","59,029901","14,519258","29,022806","45,329039","59,029901","25,121843"
none,none,none,y,smooth,none,fft,"0,015711","59,029901","14,519258","29,022806","45,329039","59,029901","25,121843"
none,none,none,y,bandpass,none,fft,"0,015711","59,029901","14,519258","29,022806","45,329039","59,029901","25,121843"
none,none,none,y,wavelet,none,fft,"0,015711","59,029901","14,519258","29,022806","45,329039","59,029901","25,121843"
smooth,none,ica,z,none,none,fft,"0,984796","59,029901","14,519765","44,02686","57,029039","59,029901","30,994814"
smooth,none,ica,z,smooth,none,fft,"0,984796","59,029901","14,519765","44,02686","57,029039","59,029901","30,994814"
smooth,none,ica,z,bandpass,none,fft,"0,984796","59,029901","14,519765","44,02686","57,029039","59,029901","30,994814"
smooth,none,ica,z,wavelet,none,fft,"0,984796","59,029901","14,519765","44,02686","57,029039","59,029901","30,994814"
wavelet,none,pca,yz,none,none,fft,"0,984796","54,029141","14,521539","32,027114","47,628761","54,029141","25,712585"
wavelet,none,pca,yz,smooth,none,fft,"0,984796","54,029141","14,521539","32,027114","47,628761","54,029141","25,712585"
