noise_removal1,transformation1,combination,selection,noise_removal2,transformation2,core,err_min,err_mean,err_median,err_75prctile,err_90prctile,err_max,rmse
wavelet,abs,ica,xy,wavelet,none,wavelet,"0,784211","54,863527","4,295655","13,297708","29,373503","54,863527","17,954933"
wavelet,abs,ica,xy,none,abs,wavelet,"0,784211","55,411573","4,295655","13,915742","29,267645","55,411573","18,197415"
wavelet,abs,ica,xy,smooth,abs,wavelet,"0,784211","55,411573","4,295655","13,915742","29,267645","55,411573","18,197415"
wavelet,abs,ica,xy,bandpass,abs,wavelet,"0,784211","55,411573","4,295655","13,915742","29,267645","55,411573","18,197415"
wavelet,abs,ica,xy,wavelet,abs,wavelet,"0,784211","55,411573","4,295655","13,915742","29,267645","55,411573","18,197415"
wavelet,abs,ica,yz,none,none,wavelet,"0,593517","55,105061","4,350342","14,032927","28,653261","55,105061","17,975759"
wavelet,abs,ica,yz,smooth,none,wavelet,"0,593517","55,105061","4,350342","14,032927","28,653261","55,105061","17,975759"
wavelet,abs,ica,yz,bandpass,none,wavelet,"0,593517","55,105061","4,350342","14,032927","28,653261","55,105061","17,975759"
wavelet,abs,ica,yz,wavelet,none,wavelet,"0,593517","55,105061","4,350342","14,032927","28,653261","55,105061","17,975759"
wavelet,abs,ica,xz,none,abs,wavelet,"0,486151","56,529989","4,483019","13,853687","28,725194","56,529989","18,384817"
wavelet,abs,ica,xz,smooth,abs,wavelet,"0,486151","56,529989","4,483019","13,853687","28,725194","56,529989","18,384817"
wavelet,abs,ica,xz,bandpass,abs,wavelet,"0,486151","56,529989","4,483019","13,853687","28,725194","56,529989","18,384817"
wavelet,abs,ica,xz,wavelet,abs,wavelet,"0,486151","56,529989","4,483019","13,853687","28,725194","56,529989","18,384817"
smooth,none,ica,xz,none,none,wavelet,"0,442741","53,059013","4,605483","13,226471","34,12604","53,059013","18,267987"
smooth,none,ica,xz,smooth,none,wavelet,"0,442741","53,059013","4,605483","13,226471","34,12604","53,059013","18,267987"
smooth,none,ica,xz,bandpass,none,wavelet,"0,442741","53,059013","4,605483","13,226471","34,12604","53,059013","18,267987"
smooth,none,ica,xz,wavelet,none,wavelet,"0,442741","53,059013","4,605483","13,226471","34,12604","53,059013","18,267987"
smooth,none,ica,xz,none,abs,wavelet,"0,442741","58,189677","4,605483","14,336868","35,665239","58,189677","19,655755"
smooth,none,ica,xz,smooth,abs,wavelet,"0,442741","58,189677","4,605483","14,336868","35,665239","58,189677","19,655755"
smooth,none,ica,xz,bandpass,abs,wavelet,"0,442741","58,189677","4,605483","14,336868","35,665239","58,189677","19,655755"
smooth,none,ica,xz,wavelet,abs,wavelet,"0,442741","58,189677","4,605483","14,336868","35,665239","58,189677","19,655755"
wavelet,abs,ica,z,none,abs,wavelet,"0,618305","55,161423","4,681482","12,37012","28,902587","55,161423","17,894008"
wavelet,abs,ica,z,smooth,abs,wavelet,"0,618305","55,161423","4,681482","12,37012","28,902587","55,161423","17,894008"
wavelet,abs,ica,z,bandpass,abs,wavelet,"0,618305","55,161423","4,681482","12,37012","28,902587","55,161423","17,894008"
wavelet,abs,ica,z,wavelet,abs,wavelet,"0,618305","55,161423","4,681482","12,37012","28,902587","55,161423","17,894008"
wavelet,abs,ica,xz,none,none,wavelet,"1,185648","54,919889","4,870705","14,428375","28,242164","54,919889","18,038222"
wavelet,abs,ica,xz,smooth,none,wavelet,"1,185648","54,919889","4,870705","14,428375","28,242164","54,919889","18,038222"
wavelet,abs,ica,xz,bandpass,none,wavelet,"1,185648","54,919889","4,870705","14,428375","28,242164","54,919889","18,038222"
wavelet,abs,ica,xz,wavelet,none,wavelet,"1,185648","54,919889","4,870705","14,428375","28,242164","54,919889","18,038222"
wavelet,none,ica,xy,none,none,wavelet,"1,669448","46,495358","5,082874","13,55963","25,031463","46,495358","15,817937"
wavelet,none,ica,xy,smooth,none,wavelet,"1,669448","46,495358","5,082874","13,55963","25,031463","46,495358","15,817937"
wavelet,none,ica,xy,bandpass,none,wavelet,"1,669448","46,495358","5,082874","13,55963","25,031463","46,495358","15,817937"
wavelet,none,ica,xy,wavelet,none,wavelet,"1,669448","46,495358","5,082874","13,55963","25,031463","46,495358","15,817937"
wavelet,none,ica,xy,none,abs,wavelet,"1,669448","57,956914","5,082874","13,756853","28,46993","57,956914","18,832441"
wavelet,none,ica,xy,smooth,abs,wavelet,"1,669448","57,956914","5,082874","13,756853","28,46993","57,956914","18,832441"
wavelet,none,ica,xy,bandpass,abs,wavelet,"1,669448","57,956914","5,082874","13,756853","28,46993","57,956914","18,832441"
wavelet,none,ica,xy,wavelet,abs,wavelet,"1,669448","57,956914","5,082874","13,756853","28,46993","57,956914","18,832441"
bandpass,none,none,y,none,none,corr,"1,10054","19,184276","5,267581","9,355184","15,429443","19,184276","8,621635"
bandpass,none,none,y,smooth,none,corr,"1,10054","19,184276","5,267581","9,355184","15,429443","19,184276","8,621635"
bandpass,none,none,y,bandpass,none,corr,"1,10054","19,184276","5,267581","9,355184","15,429443","19,184276","8,621635"
bandpass,none,none,y,wavelet,none,corr,"1,10054","19,184276","5,267581","9,355184","15,429443","19,184276","8,621635"
smooth,none,ica,y,none,none,wavelet,"2,338723","57,149099","5,33377","10,774256","26,28326","57,149099","17,830516"
smooth,none,ica,y,smooth,none,wavelet,"2,338723","57,149099","5,33377","10,774256","26,28326","57,149099","17,830516"
smooth,none,ica,y,bandpass,none,wavelet,"2,338723","57,149099","5,33377","10,774256","26,28326","57,149099","17,830516"
smooth,none,ica,y,wavelet,none,wavelet,"2,338723","57,149099","5,33377","10,774256","26,28326","57,149099","17,830516"
smooth,none,ica,y,none,abs,wavelet,"2,338723","63,372607","5,33377","10,774256","28,150313","63,372607","19,498594"
smooth,none,ica,y,smooth,abs,wavelet,"2,338723","63,372607","5,33377","10,774256","28,150313","63,372607","19,498594"
smooth,none,ica,y,bandpass,abs,wavelet,"2,338723","63,372607","5,33377","10,774256","28,150313","63,372607","19,498594"
smooth,none,ica,y,wavelet,abs,wavelet,"2,338723","63,372607","5,33377","10,774256","28,150313","63,372607","19,498594"
bandpass,none,pca,xz,none,none,corr,"1,216122","18,418008","5,379899","11,726718","14,841358","18,418008","8,94922"
bandpass,none,pca,xz,smooth,none,corr,"1,216122","18,418008","5,379899","11,726718","14,841358","18,418008","8,94922"
bandpass,none,pca,xz,bandpass,none,corr,"1,216122","18,418008","5,379899","11,726718","14,841358","18,418008","8,94922"
bandpass,none,pca,xz,wavelet,none,corr,"1,216122","18,418008","5,379899","11,726718","14,841358","18,418008","8,94922"
wavelet,none,ica,y,none,none,wavelet,"0,290238","55,312426","5,387184","14,47529","27,7956","55,312426","18,197253"
wavelet,none,ica,y,smooth,none,wavelet,"0,290238","55,312426","5,387184","14,47529","27,7956","55,312426","18,197253"
wavelet,none,ica,y,bandpass,none,wavelet,"0,290238","55,312426","5,387184","14,47529","27,7956","55,312426","18,197253"
wavelet,none,ica,y,wavelet,none,wavelet,"0,290238","55,312426","5,387184","14,47529","27,7956","55,312426","18,197253"
wavelet,none,ica,y,none,abs,wavelet,"0,290238","56,85786","5,387184","14,47529","28,25923","56,85786","18,589943"
wavelet,none,ica,y,smooth,abs,wavelet,"0,290238","56,85786","5,387184","14,47529","28,25923","56,85786","18,589943"
wavelet,none,ica,y,bandpass,abs,wavelet,"0,290238","56,85786","5,387184","14,47529","28,25923","56,85786","18,589943"
wavelet,none,ica,y,wavelet,abs,wavelet,"0,290238","56,85786","5,387184","14,47529","28,25923","56,85786","18,589943"
wavelet,none,ica,yz,none,none,wavelet,"1,473673","38,191215","5,45282","13,483985","21,516604","38,191215","13,788169"
wavelet,none,ica,yz,smooth,none,wavelet,"1,473673","38,191215","5,45282","13,483985","21,516604","38,191215","13,788169"
wavelet,none,ica,yz,bandpass,none,wavelet,"1,473673","38,191215","5,45282","13,483985","21,516604","38,191215","13,788169"
wavelet,none,ica,yz,wavelet,none,wavelet,"1,473673","38,191215","5,45282","13,483985","21,516604","38,191215","13,788169"
wavelet,none,ica,yz,none,abs,wavelet,"1,473673","55,797139","5,45282","13,483985","28,621088","55,797139","18,297842"
wavelet,none,ica,yz,smooth,abs,wavelet,"1,473673","55,797139","5,45282","13,483985","28,621088","55,797139","18,297842"
wavelet,none,ica,yz,bandpass,abs,wavelet,"1,473673","55,797139","5,45282","13,483985","28,621088","55,797139","18,297842"
wavelet,none,ica,yz,wavelet,abs,wavelet,"1,473673","55,797139","5,45282","13,483985","28,621088","55,797139","18,297842"
smooth,none,ica,yz,none,none,wavelet,"2,338723","52,975566","5,581018","14,000876","31,587438","52,975566","17,942484"
smooth,none,ica,yz,smooth,none,wavelet,"2,338723","52,975566","5,581018","14,000876","31,587438","52,975566","17,942484"
smooth,none,ica,yz,bandpass,none,wavelet,"2,338723","52,975566","5,581018","14,000876","31,587438","52,975566","17,942484"
smooth,none,ica,yz,wavelet,none,wavelet,"2,338723","52,975566","5,581018","14,000876","31,587438","52,975566","17,942484"
smooth,none,ica,yz,none,abs,wavelet,"2,241818","59,297401","5,581018","14,000876","33,483989","59,297401","19,567236"
smooth,none,ica,yz,smooth,abs,wavelet,"2,241818","59,297401","5,581018","14,000876","33,483989","59,297401","19,567236"
smooth,none,ica,yz,bandpass,abs,wavelet,"2,241818","59,297401","5,581018","14,000876","33,483989","59,297401","19,567236"
smooth,none,ica,yz,wavelet,abs,wavelet,"2,241818","59,297401","5,581018","14,000876","33,483989","59,297401","19,567236"
wavelet,abs,ica,x,none,none,wavelet,"1,827407","54,678355","5,59131","14,991353","28,606546","54,678355","18,126895"
wavelet,abs,ica,x,smooth,none,wavelet,"1,827407","54,678355","5,59131","14,991353","28,606546","54,678355","18,126895"
wavelet,abs,ica,x,bandpass,none,wavelet,"1,827407","54,678355","5,59131","14,991353","28,606546","54,678355","18,126895"
wavelet,abs,ica,x,wavelet,none,wavelet,"1,827407","54,678355","5,59131","14,991353","28,606546","54,678355","18,126895"
bandpass,abs,pca,z,none,none,corr,"0,134603","17,747692","5,644665","12,230105","16,092095","17,747692","9,188336"
bandpass,abs,pca,z,smooth,none,corr,"0,134603","17,747692","5,644665","12,230105","16,092095","17,747692","9,188336"
bandpass,abs,pca,z,bandpass,none,corr,"0,134603","17,747692","5,644665","12,230105","16,092095","17,747692","9,188336"
bandpass,abs,pca,z,wavelet,none,corr,"0,134603","17,747692","5,644665","12,230105","16,092095","17,747692","9,188336"
bandpass,abs,ica,y,none,none,corr,"0,430381","19,767082","5,660172","12,476864","17,575165","19,767082","9,79663"
bandpass,abs,ica,y,smooth,none,corr,"0,430381","19,767082","5,660172","12,476864","17,575165","19,767082","9,79663"
bandpass,abs,ica,y,bandpass,none,corr,"0,430381","19,767082","5,660172","12,476864","17,575165","19,767082","9,79663"
bandpass,abs,ica,y,wavelet,none,corr,"0,430381","19,767082","5,660172","12,476864","17,575165","19,767082","9,79663"
smooth,none,ica,z,none,none,wavelet,"0,939328","48,802032","5,682619","16,638902","43,722053","48,802032","20,080536"
smooth,none,ica,z,smooth,none,wavelet,"0,939328","48,802032","5,682619","16,638902","43,722053","48,802032","20,080536"
smooth,none,ica,z,bandpass,none,wavelet,"0,939328","48,802032","5,682619","16,638902","43,722053","48,802032","20,080536"
smooth,none,ica,z,wavelet,none,wavelet,"0,939328","48,802032","5,682619","16,638902","43,722053","48,802032","20,080536"
smooth,none,ica,z,none,abs,wavelet,"0,939328","55,222195","5,682619","16,638902","45,648102","55,222195","21,545698"
smooth,none,ica,z,smooth,abs,wavelet,"0,939328","55,222195","5,682619","16,638902","45,648102","55,222195","21,545698"
smooth,none,ica,z,bandpass,abs,wavelet,"0,939328","55,222195","5,682619","16,638902","45,648102","55,222195","21,545698"
smooth,none,ica,z,wavelet,abs,wavelet,"0,939328","55,222195","5,682619","16,638902","45,648102","55,222195","21,545698"
bandpass,abs,pca,xz,none,none,corr,"0,637424","16,700784","5,729236","13,196012","16,284409","16,700784","9,613246"
bandpass,abs,pca,xz,smooth,none,corr,"0,637424","16,700784","5,729236","13,196012","16,284409","16,700784","9,613246"
bandpass,abs,pca,xz,bandpass,none,corr,"0,637424","16,700784","5,729236","13,196012","16,284409","16,700784","9,613246"
bandpass,abs,pca,xz,wavelet,none,corr,"0,637424","16,700784","5,729236","13,196012","16,284409","16,700784","9,613246"
wavelet,none,pca,z,none,abs,fft,"0,495695","33,992651","5,749423","12,749738","28,743018","33,992651","14,179078"
wavelet,none,pca,z,smooth,abs,fft,"0,495695","33,992651","5,749423","12,749738","28,743018","33,992651","14,179078"
wavelet,none,pca,z,bandpass,abs,fft,"0,495695","33,992651","5,749423","12,749738","28,743018","33,992651","14,179078"
wavelet,none,pca,z,wavelet,abs,fft,"0,495695","33,992651","5,749423","12,749738","28,743018","33,992651","14,179078"
smooth,none,ica,xy,none,none,wavelet,"1,44616","57,232546","5,795364","9,131661","25,800675","57,232546","17,735083"
smooth,none,ica,xy,smooth,none,wavelet,"1,44616","57,232546","5,795364","9,131661","25,800675","57,232546","17,735083"
smooth,none,ica,xy,bandpass,none,wavelet,"1,44616","57,232546","5,795364","9,131661","25,800675","57,232546","17,735083"
smooth,none,ica,xy,wavelet,none,wavelet,"1,44616","57,232546","5,795364","9,131661","25,800675","57,232546","17,735083"
smooth,none,ica,xy,none,abs,wavelet,"1,44616","62,264883","5,795364","10,242058","27,310376","62,264883","19,187749"
smooth,none,ica,xy,smooth,abs,wavelet,"1,44616","62,264883","5,795364","10,242058","27,310376","62,264883","19,187749"
smooth,none,ica,xy,bandpass,abs,wavelet,"1,44616","62,264883","5,795364","10,242058","27,310376","62,264883","19,187749"
smooth,none,ica,xy,wavelet,abs,wavelet,"1,44616","62,264883","5,795364","10,242058","27,310376","62,264883","19,187749"
bandpass,none,ica,z,none,abs,corr,"0,150673","21,493386","5,809184","13,672044","19,069713","21,493386","10,836283"
bandpass,none,ica,z,smooth,abs,corr,"0,150673","21,493386","5,809184","13,672044","19,069713","21,493386","10,836283"
bandpass,none,ica,z,bandpass,abs,corr,"0,150673","21,493386","5,809184","13,672044","19,069713","21,493386","10,836283"
bandpass,none,ica,z,wavelet,abs,corr,"0,150673","21,493386","5,809184","13,672044","19,069713","21,493386","10,836283"
smooth,none,none,y,none,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,none,none,y,smooth,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,none,none,y,bandpass,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,none,none,y,wavelet,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,none,none,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,none,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,smooth,none,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,smooth,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,bandpass,none,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,bandpass,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,wavelet,none,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
smooth,abs,none,y,wavelet,abs,wavelet,"1,635248","61,201185","5,823324","11,746989","46,006551","61,201185","21,978213"
wavelet,none,none,xy,none,none,wavelet,"0,245247","47,472142","5,82865","16,287258","34,517467","47,472142","18,101686"
wavelet,none,none,xy,smooth,none,wavelet,"0,245247","47,472142","5,82865","16,287258","34,517467","47,472142","18,101686"
wavelet,none,none,xy,bandpass,none,wavelet,"0,245247","47,472142","5,82865","16,287258","34,517467","47,472142","18,101686"
wavelet,none,none,xy,wavelet,none,wavelet,"0,245247","47,472142","5,82865","16,287258","34,517467","47,472142","18,101686"
bandpass,none,ica,yz,none,none,corr,"0,243855","14,679545","5,833337","8,973052","13,506607","14,679545","7,677066"
bandpass,none,ica,yz,smooth,none,corr,"0,243855","14,679545","5,833337","8,973052","13,506607","14,679545","7,677066"
bandpass,none,ica,yz,bandpass,none,corr,"0,243855","14,679545","5,833337","8,973052","13,506607","14,679545","7,677066"
bandpass,none,ica,yz,wavelet,none,corr,"0,243855","14,679545","5,833337","8,973052","13,506607","14,679545","7,677066"
wavelet,abs,ica,x,none,abs,wavelet,"1,827407","57,898555","5,857888","14,991353","29,032063","57,898555","19,035329"
wavelet,abs,ica,x,smooth,abs,wavelet,"1,827407","57,898555","5,857888","14,991353","29,032063","57,898555","19,035329"
wavelet,abs,ica,x,bandpass,abs,wavelet,"1,827407","57,898555","5,857888","14,991353","29,032063","57,898555","19,035329"
wavelet,abs,ica,x,wavelet,abs,wavelet,"1,827407","57,898555","5,857888","14,991353","29,032063","57,898555","19,035329"
wavelet,none,ica,xyz,none,none,wavelet,"0,361249","38,02024","5,892529","13,001695","22,015554","38,02024","13,692783"
wavelet,none,ica,xyz,smooth,none,wavelet,"0,361249","38,02024","5,892529","13,001695","22,015554","38,02024","13,692783"
wavelet,none,ica,xyz,bandpass,none,wavelet,"0,361249","38,02024","5,892529","13,001695","22,015554","38,02024","13,692783"
wavelet,none,ica,xyz,wavelet,none,wavelet,"0,361249","38,02024","5,892529","13,001695","22,015554","38,02024","13,692783"
wavelet,none,ica,xyz,none,abs,wavelet,"0,361249","56,883415","5,892529","13,690302","28,889644","56,883415","18,56283"
wavelet,none,ica,xyz,smooth,abs,wavelet,"0,361249","56,883415","5,892529","13,690302","28,889644","56,883415","18,56283"
wavelet,none,ica,xyz,bandpass,abs,wavelet,"0,361249","56,883415","5,892529","13,690302","28,889644","56,883415","18,56283"
wavelet,none,ica,xyz,wavelet,abs,wavelet,"0,361249","56,883415","5,892529","13,690302","28,889644","56,883415","18,56283"
wavelet,abs,pca,z,none,abs,wavelet,"0,560964","56,931901","5,913024","15,060933","34,677321","56,931901","19,378735"
wavelet,abs,pca,z,smooth,abs,wavelet,"0,560964","56,931901","5,913024","15,060933","34,677321","56,931901","19,378735"
wavelet,abs,pca,z,bandpass,abs,wavelet,"0,560964","56,931901","5,913024","15,060933","34,677321","56,931901","19,378735"
wavelet,abs,pca,z,wavelet,abs,wavelet,"0,560964","56,931901","5,913024","15,060933","34,677321","56,931901","19,378735"
bandpass,none,none,x,none,none,corr,"1,981452","19,278191","5,928502","8,265808","17,624448","19,278191","9,008283"
bandpass,none,none,x,smooth,none,corr,"1,981452","19,278191","5,928502","8,265808","17,624448","19,278191","9,008283"
bandpass,none,none,x,bandpass,none,corr,"1,981452","19,278191","5,928502","8,265808","17,624448","19,278191","9,008283"
bandpass,none,none,x,wavelet,none,corr,"1,981452","19,278191","5,928502","8,265808","17,624448","19,278191","9,008283"
none,none,ica,x,none,none,wavelet,"0,957092","34,281712","5,931719","16,092901","22,918304","34,281712","13,732354"
none,none,ica,x,smooth,none,wavelet,"0,957092","34,281712","5,931719","16,092901","22,918304","34,281712","13,732354"
none,none,ica,x,bandpass,none,wavelet,"0,957092","34,281712","5,931719","16,092901","22,918304","34,281712","13,732354"
none,none,ica,x,wavelet,none,wavelet,"0,957092","34,281712","5,931719","16,092901","22,918304","34,281712","13,732354"
smooth,abs,ica,z,none,abs,wavelet,"1,326079","55,232275","5,95425","15,826752","29,454449","55,232275","18,550439"
smooth,abs,ica,z,smooth,abs,wavelet,"1,326079","55,232275","5,95425","15,826752","29,454449","55,232275","18,550439"
smooth,abs,ica,z,bandpass,abs,wavelet,"1,326079","55,232275","5,95425","15,826752","29,454449","55,232275","18,550439"
smooth,abs,ica,z,wavelet,abs,wavelet,"1,326079","55,232275","5,95425","15,826752","29,454449","55,232275","18,550439"
bandpass,none,ica,xy,none,none,corr,"2,132333","17,467086","5,992331","11,586724","14,671614","17,467086","9,055852"
bandpass,none,ica,xy,smooth,none,corr,"2,132333","17,467086","5,992331","11,586724","14,671614","17,467086","9,055852"
bandpass,none,ica,xy,bandpass,none,corr,"2,132333","17,467086","5,992331","11,586724","14,671614","17,467086","9,055852"
bandpass,none,ica,xy,wavelet,none,corr,"2,132333","17,467086","5,992331","11,586724","14,671614","17,467086","9,055852"
smooth,none,pca,y,none,none,wavelet,"0,901744","57,281219","6,033096","19,151524","46,907909","57,281219","22,679977"
smooth,none,pca,y,smooth,none,wavelet,"0,901744","57,281219","6,033096","19,151524","46,907909","57,281219","22,679977"
smooth,none,pca,y,bandpass,none,wavelet,"0,901744","57,281219","6,033096","19,151524","46,907909","57,281219","22,679977"
smooth,none,pca,y,wavelet,none,wavelet,"0,901744","57,281219","6,033096","19,151524","46,907909","57,281219","22,679977"
bandpass,none,none,xy,none,none,corr,"1,875839","19,231233","6,033419","8,741645","16,013809","19,231233","8,655705"
bandpass,none,none,xy,smooth,none,corr,"1,875839","19,231233","6,033419","8,741645","16,013809","19,231233","8,655705"
bandpass,none,none,xy,bandpass,none,corr,"1,875839","19,231233","6,033419","8,741645","16,013809","19,231233","8,655705"
bandpass,none,none,xy,wavelet,none,corr,"1,875839","19,231233","6,033419","8,741645","16,013809","19,231233","8,655705"
bandpass,none,pca,xyz,none,none,corr,"0,040384","16,555607","6,093663","11,12998","14,288854","16,555607","8,631217"
bandpass,none,pca,xyz,smooth,none,corr,"0,040384","16,555607","6,093663","11,12998","14,288854","16,555607","8,631217"
bandpass,none,pca,xyz,bandpass,none,corr,"0,040384","16,555607","6,093663","11,12998","14,288854","16,555607","8,631217"
bandpass,none,pca,xyz,wavelet,none,corr,"0,040384","16,555607","6,093663","11,12998","14,288854","16,555607","8,631217"
none,none,ica,y,none,none,wavelet,"0,395513","18,255823","6,100952","12,297434","17,064182","18,255823","9,707221"
none,none,ica,y,smooth,none,wavelet,"0,395513","18,255823","6,100952","12,297434","17,064182","18,255823","9,707221"
none,none,ica,y,bandpass,none,wavelet,"0,395513","18,255823","6,100952","12,297434","17,064182","18,255823","9,707221"
none,none,ica,y,wavelet,none,wavelet,"0,395513","18,255823","6,100952","12,297434","17,064182","18,255823","9,707221"
none,none,pca,x,none,none,wavelet,"0,035702","21,321268","6,223525","13,780261","18,789927","21,321268","10,487547"
none,none,pca,x,smooth,none,wavelet,"0,035702","21,321268","6,223525","13,780261","18,789927","21,321268","10,487547"
none,none,pca,x,bandpass,none,wavelet,"0,035702","21,321268","6,223525","13,780261","18,789927","21,321268","10,487547"
none,none,pca,x,wavelet,none,wavelet,"0,035702","21,321268","6,223525","13,780261","18,789927","21,321268","10,487547"
bandpass,none,pca,y,none,none,corr,"1,431276","20,807126","6,28245","10,87965","15,57674","20,807126","9,356949"
bandpass,none,pca,y,smooth,none,corr,"1,431276","20,807126","6,28245","10,87965","15,57674","20,807126","9,356949"
bandpass,none,pca,y,bandpass,none,corr,"1,431276","20,807126","6,28245","10,87965","15,57674","20,807126","9,356949"
bandpass,none,pca,y,wavelet,none,corr,"1,431276","20,807126","6,28245","10,87965","15,57674","20,807126","9,356949"
none,none,pca,xz,none,none,wavelet,"0,687423","30,033141","6,287649","15,43834","23,029889","30,033141","12,946819"
