noise_removal1,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max
none,pca,xyz,bandpass,abs,fft,0.495835,39.993420,10.744383,30.193763,39.993420
none,pca,xyz,bandpass,abs,corr,5.182122,26.790233,12.153140,24.011686,26.790233
none,pca,xyz,bandpass,abs,wavelet,0.613841,56.461188,10.426000,28.940112,56.461188
none,pca,xyz,wavelet,none,fft,7.495065,52.992651,27.743578,50.192651,52.992651
none,pca,xyz,wavelet,none,corr,1.746101,21.436744,11.324826,20.222355,21.436744
none,pca,xyz,wavelet,none,wavelet,0.944760,29.249231,7.386502,21.362487,29.249231
none,pca,xyz,wavelet,abs,fft,0.495835,39.993420,10.744383,30.193763,39.993420
none,pca,xyz,wavelet,abs,corr,5.182122,26.790233,12.153140,24.011686,26.790233
none,pca,xyz,wavelet,abs,wavelet,0.613841,56.461188,10.426000,28.940112,56.461188
none,ica,x,none,none,fft,0.994960,63.991601,18.248898,62.241821,63.991601
none,ica,x,none,none,corr,3.579917,23.452147,11.045628,22.585778,23.452147
none,ica,x,none,none,wavelet,0.395513,21.060125,4.689391,19.097113,21.060125
none,ica,x,none,abs,fft,0.994960,61.491916,5.748898,56.942136,61.491916
none,ica,x,none,abs,corr,3.401042,23.853879,13.159026,23.572667,23.853879
none,ica,x,none,abs,wavelet,0.395513,43.617988,7.492173,27.827484,43.617988
none,ica,x,smooth,none,fft,0.994960,63.991601,18.248898,62.241821,63.991601
none,ica,x,smooth,none,corr,3.579917,23.452147,11.045628,22.585778,23.452147
none,ica,x,smooth,none,wavelet,0.395513,21.060125,4.689391,19.097113,21.060125
none,ica,x,smooth,abs,fft,0.994960,61.491916,5.748898,56.942136,61.491916
none,ica,x,smooth,abs,corr,3.401042,23.853879,13.159026,23.572667,23.853879
none,ica,x,smooth,abs,wavelet,0.395513,43.617988,7.492173,27.827484,43.617988
none,ica,x,bandpass,none,fft,0.994960,63.991601,18.248898,62.241821,63.991601
none,ica,x,bandpass,none,corr,3.579917,23.452147,11.045628,22.585778,23.452147
none,ica,x,bandpass,none,wavelet,0.395513,21.060125,4.689391,19.097113,21.060125
none,ica,x,bandpass,abs,fft,0.994960,61.491916,5.748898,56.942136,61.491916
none,ica,x,bandpass,abs,corr,3.401042,23.853879,13.159026,23.572667,23.853879
none,ica,x,bandpass,abs,wavelet,0.395513,43.617988,7.492173,27.827484,43.617988
none,ica,x,wavelet,none,fft,0.994960,63.991601,18.248898,62.241821,63.991601
none,ica,x,wavelet,none,corr,3.579917,23.452147,11.045628,22.585778,23.452147
none,ica,x,wavelet,none,wavelet,0.395513,21.060125,4.689391,19.097113,21.060125
none,ica,x,wavelet,abs,fft,0.994960,61.491916,5.748898,56.942136,61.491916
none,ica,x,wavelet,abs,corr,3.401042,23.853879,13.159026,23.572667,23.853879
none,ica,x,wavelet,abs,wavelet,0.395513,43.617988,7.492173,27.827484,43.617988
none,ica,y,none,none,fft,0.994960,62.491706,35.992126,60.391706,62.491706
none,ica,y,none,none,corr,3.358723,20.575707,12.123712,20.158152,20.575707
none,ica,y,none,none,wavelet,0.606318,34.281712,8.188570,25.606832,34.281712
none,ica,y,none,abs,fft,0.994960,64.991811,32.742283,63.241737,64.991811
none,ica,y,none,abs,corr,3.358723,25.528611,13.927882,24.720825,25.528611
none,ica,y,none,abs,wavelet,0.606318,57.166873,7.962497,30.677725,57.166873
none,ica,y,smooth,none,fft,0.994960,62.491706,35.992126,60.391706,62.491706
none,ica,y,smooth,none,corr,3.358723,20.575707,12.123712,20.158152,20.575707
none,ica,y,smooth,none,wavelet,0.606318,34.281712,8.188570,25.606832,34.281712
none,ica,y,smooth,abs,fft,0.994960,64.991811,32.742283,63.241737,64.991811
none,ica,y,smooth,abs,corr,3.358723,25.528611,13.927882,24.720825,25.528611
none,ica,y,smooth,abs,wavelet,0.606318,57.166873,7.962497,30.677725,57.166873
none,ica,y,bandpass,none,fft,0.994960,62.491706,35.992126,60.391706,62.491706
none,ica,y,bandpass,none,corr,3.358723,20.575707,12.123712,20.158152,20.575707
none,ica,y,bandpass,none,wavelet,0.606318,34.281712,8.188570,25.606832,34.281712
none,ica,y,bandpass,abs,fft,0.994960,64.991811,32.742283,63.241737,64.991811
none,ica,y,bandpass,abs,corr,3.358723,25.528611,13.927882,24.720825,25.528611
none,ica,y,bandpass,abs,wavelet,0.606318,57.166873,7.962497,30.677725,57.166873
none,ica,y,wavelet,none,fft,0.994960,62.491706,35.992126,60.391706,62.491706
none,ica,y,wavelet,none,corr,3.358723,20.575707,12.123712,20.158152,20.575707
none,ica,y,wavelet,none,wavelet,0.606318,34.281712,8.188570,25.606832,34.281712
none,ica,y,wavelet,abs,fft,0.994960,64.991811,32.742283,63.241737,64.991811
none,ica,y,wavelet,abs,corr,3.358723,25.528611,13.927882,24.720825,25.528611
none,ica,y,wavelet,abs,wavelet,0.606318,57.166873,7.962497,30.677725,57.166873
none,ica,z,none,none,fft,0.994960,60.991601,36.742178,55.392336,60.991601
none,ica,z,none,none,corr,3.935283,24.376129,14.786591,21.272805,24.376129
none,ica,z,none,none,wavelet,0.957092,53.214201,7.862231,28.598051,53.214201
none,ica,z,none,abs,fft,0.994960,60.991601,21.743753,51.541674,60.991601
none,ica,z,none,abs,corr,4.784943,24.376129,12.429527,21.977962,24.376129
none,ica,z,none,abs,wavelet,0.957092,55.322383,7.862231,28.480591,55.322383
none,ica,z,smooth,none,fft,0.994960,60.991601,36.742178,55.392336,60.991601
none,ica,z,smooth,none,corr,3.935283,24.376129,14.786591,21.272805,24.376129
none,ica,z,smooth,none,wavelet,0.957092,53.214201,7.862231,28.598051,53.214201
none,ica,z,smooth,abs,fft,0.994960,60.991601,21.743753,51.541674,60.991601
none,ica,z,smooth,abs,corr,4.784943,24.376129,12.429527,21.977962,24.376129
none,ica,z,smooth,abs,wavelet,0.957092,55.322383,7.862231,28.480591,55.322383
none,ica,z,bandpass,none,fft,0.994960,60.991601,36.742178,55.392336,60.991601
none,ica,z,bandpass,none,corr,3.935283,24.376129,14.786591,21.272805,24.376129
none,ica,z,bandpass,none,wavelet,0.957092,53.214201,7.862231,28.598051,53.214201
none,ica,z,bandpass,abs,fft,0.994960,60.991601,21.743753,51.541674,60.991601
none,ica,z,bandpass,abs,corr,4.784943,24.376129,12.429527,21.977962,24.376129
none,ica,z,bandpass,abs,wavelet,0.957092,55.322383,7.862231,28.480591,55.322383
none,ica,z,wavelet,none,fft,0.994960,60.991601,36.742178,55.392336,60.991601
none,ica,z,wavelet,none,corr,3.935283,24.376129,14.786591,21.272805,24.376129
none,ica,z,wavelet,none,wavelet,0.957092,53.214201,7.862231,28.598051,53.214201
none,ica,z,wavelet,abs,fft,0.994960,60.991601,21.743753,51.541674,60.991601
none,ica,z,wavelet,abs,corr,4.784943,24.376129,12.429527,21.977962,24.376129
none,ica,z,wavelet,abs,wavelet,0.957092,55.322383,7.862231,28.480591,55.322383
none,ica,xy,none,none,fft,0.994960,63.241653,24.993280,56.767204,63.241653
none,ica,xy,none,none,corr,4.044416,22.013927,11.411584,21.371965,22.013927
none,ica,xy,none,none,wavelet,0.342958,20.072424,7.840371,18.355189,20.072424
none,ica,xy,none,abs,fft,0.994960,58.741968,21.368254,56.817299,58.741968
none,ica,xy,none,abs,corr,4.044416,24.490379,13.663296,24.227092,24.490379
none,ica,xy,none,abs,wavelet,0.623963,50.392431,7.727335,27.973599,50.392431
none,ica,xy,smooth,none,fft,0.994960,63.241653,24.993280,56.767204,63.241653
none,ica,xy,smooth,none,corr,4.044416,22.013927,11.411584,21.371965,22.013927
none,ica,xy,smooth,none,wavelet,0.342958,20.072424,7.840371,18.355189,20.072424
none,ica,xy,smooth,abs,fft,0.994960,58.741968,21.368254,56.817299,58.741968
none,ica,xy,smooth,abs,corr,4.044416,24.490379,13.663296,24.227092,24.490379
none,ica,xy,smooth,abs,wavelet,0.623963,50.392431,7.727335,27.973599,50.392431
none,ica,xy,bandpass,none,fft,0.994960,63.241653,24.993280,56.767204,63.241653
none,ica,xy,bandpass,none,corr,4.044416,22.013927,11.411584,21.371965,22.013927
none,ica,xy,bandpass,none,wavelet,0.342958,20.072424,7.840371,18.355189,20.072424
none,ica,xy,bandpass,abs,fft,0.994960,58.741968,21.368254,56.817299,58.741968
none,ica,xy,bandpass,abs,corr,4.044416,24.490379,13.663296,24.227092,24.490379
none,ica,xy,bandpass,abs,wavelet,0.623963,50.392431,7.727335,27.973599,50.392431
none,ica,xy,wavelet,none,fft,0.994960,63.241653,24.993280,56.767204,63.241653
none,ica,xy,wavelet,none,corr,4.044416,22.013927,11.411584,21.371965,22.013927
none,ica,xy,wavelet,none,wavelet,0.342958,20.072424,7.840371,18.355189,20.072424
none,ica,xy,wavelet,abs,fft,0.994960,58.741968,21.368254,56.817299,58.741968
none,ica,xy,wavelet,abs,corr,4.044416,24.490379,13.663296,24.227092,24.490379
none,ica,xy,wavelet,abs,wavelet,0.623963,50.392431,7.727335,27.973599,50.392431
none,ica,yz,none,none,fft,0.994960,60.241653,30.117467,54.992168,60.241653
none,ica,yz,none,none,corr,4.222099,22.177664,13.146742,20.834780,22.177664
none,ica,yz,none,none,wavelet,0.644890,43.747957,7.078522,27.102441,43.747957
none,ica,yz,none,abs,fft,0.994960,60.241653,26.243753,57.267204,60.241653
none,ica,yz,none,abs,corr,4.291368,24.375380,13.184588,23.580189,24.375380
none,ica,yz,none,abs,wavelet,1.274918,56.244628,6.965485,29.421139,56.244628
none,ica,yz,smooth,none,fft,0.994960,60.241653,30.117467,54.992168,60.241653
none,ica,yz,smooth,none,corr,4.222099,22.177664,13.146742,20.834780,22.177664
none,ica,yz,smooth,none,wavelet,0.644890,43.747957,7.078522,27.102441,43.747957
none,ica,yz,smooth,abs,fft,0.994960,60.241653,26.243753,57.267204,60.241653
none,ica,yz,smooth,abs,corr,4.291368,24.375380,13.184588,23.580189,24.375380
none,ica,yz,smooth,abs,wavelet,1.274918,56.244628,6.965485,29.421139,56.244628
none,ica,yz,bandpass,none,fft,0.994960,60.241653,30.117467,54.992168,60.241653
none,ica,yz,bandpass,none,corr,4.222099,22.177664,13.146742,20.834780,22.177664
none,ica,yz,bandpass,none,wavelet,0.644890,43.747957,7.078522,27.102441,43.747957
none,ica,yz,bandpass,abs,fft,0.994960,60.241653,26.243753,57.267204,60.241653
none,ica,yz,bandpass,abs,corr,4.291368,24.375380,13.184588,23.580189,24.375380
none,ica,yz,bandpass,abs,wavelet,1.274918,56.244628,6.965485,29.421139,56.244628
none,ica,yz,wavelet,none,fft,0.994960,60.241653,30.117467,54.992168,60.241653
none,ica,yz,wavelet,none,corr,4.222099,22.177664,13.146742,20.834780,22.177664
none,ica,yz,wavelet,none,wavelet,0.644890,43.747957,7.078522,27.102441,43.747957
none,ica,yz,wavelet,abs,fft,0.994960,60.241653,26.243753,57.267204,60.241653
none,ica,yz,wavelet,abs,corr,4.291368,24.375380,13.184588,23.580189,24.375380
none,ica,yz,wavelet,abs,wavelet,1.274918,56.244628,6.965485,29.421139,56.244628
none,ica,xz,none,none,fft,0.994960,53.492336,24.618307,52.792483,53.492336
none,ica,xz,none,none,corr,3.757600,23.295303,13.028224,22.176826,23.295303
none,ica,xz,none,none,wavelet,0.122856,27.085476,6.684332,21.438624,27.085476
none,ica,xz,none,abs,fft,0.994960,52.492546,17.248898,48.642913,52.492546
none,ica,xz,none,abs,corr,4.182430,24.115004,12.904546,22.775314,24.115004
none,ica,xz,none,abs,wavelet,0.676303,49.470186,6.540143,28.154037,49.470186
none,ica,xz,smooth,none,fft,0.994960,53.492336,24.618307,52.792483,53.492336
none,ica,xz,smooth,none,corr,3.757600,23.295303,13.028224,22.176826,23.295303
none,ica,xz,smooth,none,wavelet,0.122856,27.085476,6.684332,21.438624,27.085476
none,ica,xz,smooth,abs,fft,0.994960,52.492546,17.248898,48.642913,52.492546
none,ica,xz,smooth,abs,corr,4.182430,24.115004,12.904546,22.775314,24.115004
none,ica,xz,smooth,abs,wavelet,0.676303,49.470186,6.540143,28.154037,49.470186
none,ica,xz,bandpass,none,fft,0.994960,53.492336,24.618307,52.792483,53.492336
none,ica,xz,bandpass,none,corr,3.757600,23.295303,13.028224,22.176826,23.295303
none,ica,xz,bandpass,none,wavelet,0.122856,27.085476,6.684332,21.438624,27.085476
none,ica,xz,bandpass,abs,fft,0.994960,52.492546,17.248898,48.642913,52.492546
none,ica,xz,bandpass,abs,corr,4.182430,24.115004,12.904546,22.775314,24.115004
none,ica,xz,bandpass,abs,wavelet,0.676303,49.470186,6.540143,28.154037,49.470186
none,ica,xz,wavelet,none,fft,0.994960,53.492336,24.618307,52.792483,53.492336
none,ica,xz,wavelet,none,corr,3.757600,23.295303,13.028224,22.176826,23.295303
none,ica,xz,wavelet,none,wavelet,0.122856,27.085476,6.684332,21.438624,27.085476
none,ica,xz,wavelet,abs,fft,0.994960,52.492546,17.248898,48.642913,52.492546
none,ica,xz,wavelet,abs,corr,4.182430,24.115004,12.904546,22.775314,24.115004
none,ica,xz,wavelet,abs,wavelet,0.676303,49.470186,6.540143,28.154037,49.470186
none,ica,xyz,none,none,fft,0.994960,56.492126,26.492756,52.292616,56.492126
none,ica,xyz,none,none,corr,4.008038,22.189936,12.521114,21.583469,22.189936
none,ica,xyz,none,none,wavelet,0.216057,29.484221,7.089619,22.423661,29.484221
none,ica,xyz,none,abs,fft,0.994960,52.992651,24.993560,45.992944,52.992651
none,ica,xyz,none,abs,corr,4.291258,24.201546,13.250810,23.577682,24.201546
none,ica,xyz,none,abs,wavelet,1.048538,52.035748,7.014261,28.142596,52.035748
none,ica,xyz,smooth,none,fft,0.994960,56.492126,26.492756,52.292616,56.492126
none,ica,xyz,smooth,none,corr,4.008038,22.189936,12.521114,21.583469,22.189936
none,ica,xyz,smooth,none,wavelet,0.216057,29.484221,7.089619,22.423661,29.484221
none,ica,xyz,smooth,abs,fft,0.994960,52.992651,24.993560,45.992944,52.992651
none,ica,xyz,smooth,abs,corr,4.291258,24.201546,13.250810,23.577682,24.201546
none,ica,xyz,smooth,abs,wavelet,1.048538,52.035748,7.014261,28.142596,52.035748
none,ica,xyz,bandpass,none,fft,0.994960,56.492126,26.492756,52.292616,56.492126
none,ica,xyz,bandpass,none,corr,4.008038,22.189936,12.521114,21.583469,22.189936
none,ica,xyz,bandpass,none,wavelet,0.216057,29.484221,7.089619,22.423661,29.484221
none,ica,xyz,bandpass,abs,fft,0.994960,52.992651,24.993560,45.992944,52.992651
none,ica,xyz,bandpass,abs,corr,4.291258,24.201546,13.250810,23.577682,24.201546
none,ica,xyz,bandpass,abs,wavelet,1.048538,52.035748,7.014261,28.142596,52.035748
none,ica,xyz,wavelet,none,fft,0.994960,56.492126,26.492756,52.292616,56.492126
none,ica,xyz,wavelet,none,corr,4.008038,22.189936,12.521114,21.583469,22.189936
none,ica,xyz,wavelet,none,wavelet,0.216057,29.484221,7.089619,22.423661,29.484221
none,ica,xyz,wavelet,abs,fft,0.994960,52.992651,24.993560,45.992944,52.992651
none,ica,xyz,wavelet,abs,corr,4.291258,24.201546,13.250810,23.577682,24.201546
none,ica,xyz,wavelet,abs,wavelet,1.048538,52.035748,7.014261,28.142596,52.035748
smooth,none,x,none,none,fft,0.994960,53.991811,34.492231,52.242472,53.991811
smooth,none,x,none,none,corr,2.764446,24.101956,10.870018,22.456291,24.101956
smooth,none,x,none,none,wavelet,0.074802,59.342579,9.063455,53.512800,59.342579
smooth,none,x,none,abs,fft,0.994960,60.991601,25.493805,56.091748,60.991601
smooth,none,x,none,abs,corr,2.764446,25.262777,10.270115,20.894192,25.262777
smooth,none,x,none,abs,wavelet,0.074802,62.592135,11.706180,54.487667,62.592135
smooth,none,x,smooth,none,fft,0.994960,53.991811,34.492231,52.242472,53.991811
smooth,none,x,smooth,none,corr,2.764446,24.101956,10.870018,22.456291,24.101956
smooth,none,x,smooth,none,wavelet,0.074802,59.342579,9.063455,53.512800,59.342579
smooth,none,x,smooth,abs,fft,0.994960,60.991601,25.493805,56.091748,60.991601
smooth,none,x,smooth,abs,corr,2.764446,25.262777,10.270115,20.894192,25.262777
smooth,none,x,smooth,abs,wavelet,0.074802,62.592135,11.706180,54.487667,62.592135
smooth,none,x,bandpass,none,fft,0.994960,53.991811,34.492231,52.242472,53.991811
smooth,none,x,bandpass,none,corr,2.764446,24.101956,10.870018,22.456291,24.101956
smooth,none,x,bandpass,none,wavelet,0.074802,59.342579,9.063455,53.512800,59.342579
smooth,none,x,bandpass,abs,fft,0.994960,60.991601,25.493805,56.091748,60.991601
smooth,none,x,bandpass,abs,corr,2.764446,25.262777,10.270115,20.894192,25.262777
smooth,none,x,bandpass,abs,wavelet,0.074802,62.592135,11.706180,54.487667,62.592135
smooth,none,x,wavelet,none,fft,0.994960,53.991811,34.492231,52.242472,53.991811
smooth,none,x,wavelet,none,corr,2.764446,24.101956,10.870018,22.456291,24.101956
smooth,none,x,wavelet,none,wavelet,0.074802,59.342579,9.063455,53.512800,59.342579
smooth,none,x,wavelet,abs,fft,0.994960,60.991601,25.493805,56.091748,60.991601
smooth,none,x,wavelet,abs,corr,2.764446,25.262777,10.270115,20.894192,25.262777
smooth,none,x,wavelet,abs,wavelet,0.074802,62.592135,11.706180,54.487667,62.592135
smooth,none,y,none,none,fft,0.505775,51.492756,18.249003,49.392021,51.492756
smooth,none,y,none,none,corr,5.511448,23.419626,13.311806,23.144853,23.419626
smooth,none,y,none,none,wavelet,1.395501,59.422765,6.624542,45.473025,59.422765
smooth,none,y,none,abs,fft,0.505775,64.991811,10.004305,52.742472,64.991811
smooth,none,y,none,abs,corr,5.511448,23.419626,13.541944,23.209278,23.419626
smooth,none,y,none,abs,wavelet,1.635248,61.201185,5.823324,46.006551,61.201185
smooth,none,y,smooth,none,fft,0.505775,51.492756,18.249003,49.392021,51.492756
smooth,none,y,smooth,none,corr,5.511448,23.419626,13.311806,23.144853,23.419626
smooth,none,y,smooth,none,wavelet,1.395501,59.422765,6.624542,45.473025,59.422765
smooth,none,y,smooth,abs,fft,0.505775,64.991811,10.004305,52.742472,64.991811
smooth,none,y,smooth,abs,corr,5.511448,23.419626,13.541944,23.209278,23.419626
smooth,none,y,smooth,abs,wavelet,1.635248,61.201185,5.823324,46.006551,61.201185
smooth,none,y,bandpass,none,fft,0.505775,51.492756,18.249003,49.392021,51.492756
smooth,none,y,bandpass,none,corr,5.511448,23.419626,13.311806,23.144853,23.419626
smooth,none,y,bandpass,none,wavelet,1.395501,59.422765,6.624542,45.473025,59.422765
smooth,none,y,bandpass,abs,fft,0.505775,64.991811,10.004305,52.742472,64.991811
smooth,none,y,bandpass,abs,corr,5.511448,23.419626,13.541944,23.209278,23.419626
smooth,none,y,bandpass,abs,wavelet,1.635248,61.201185,5.823324,46.006551,61.201185
smooth,none,y,wavelet,none,fft,0.505775,51.492756,18.249003,49.392021,51.492756
smooth,none,y,wavelet,none,corr,5.511448,23.419626,13.311806,23.144853,23.419626
smooth,none,y,wavelet,none,wavelet,1.395501,59.422765,6.624542,45.473025,59.422765
smooth,none,y,wavelet,abs,fft,0.505775,64.991811,10.004305,52.742472,64.991811
smooth,none,y,wavelet,abs,corr,5.511448,23.419626,13.541944,23.209278,23.419626
smooth,none,y,wavelet,abs,wavelet,1.635248,61.201185,5.823324,46.006551,61.201185
smooth,none,z,none,none,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,none,none,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,none,none,wavelet,1.732126,21.673309,10.126192,19.431682,21.673309
smooth,none,z,none,abs,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,none,abs,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,none,abs,wavelet,1.732126,54.913251,10.126192,31.645292,54.913251
smooth,none,z,smooth,none,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,smooth,none,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,smooth,none,wavelet,1.732126,21.673309,10.126192,19.431682,21.673309
smooth,none,z,smooth,abs,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,smooth,abs,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,smooth,abs,wavelet,1.732126,54.913251,10.126192,31.645292,54.913251
smooth,none,z,bandpass,none,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,bandpass,none,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,bandpass,none,wavelet,1.732126,21.673309,10.126192,19.431682,21.673309
smooth,none,z,bandpass,abs,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,bandpass,abs,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,bandpass,abs,wavelet,1.732126,54.913251,10.126192,31.645292,54.913251
smooth,none,z,wavelet,none,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,wavelet,none,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,wavelet,none,wavelet,1.732126,21.673309,10.126192,19.431682,21.673309
smooth,none,z,wavelet,abs,fft,9.994330,60.991601,41.992965,57.841968,60.991601
smooth,none,z,wavelet,abs,corr,3.967297,21.185850,10.971182,20.942162,21.185850
smooth,none,z,wavelet,abs,wavelet,1.732126,54.913251,10.126192,31.645292,54.913251
smooth,none,xy,none,none,fft,0.994960,51.492756,25.993805,47.117866,51.492756
smooth,none,xy,none,none,corr,4.297215,23.564525,12.474515,21.782050,23.564525
smooth,none,xy,none,none,wavelet,0.447137,59.382672,7.779013,49.492913,59.382672
smooth,none,xy,none,abs,fft,0.994960,45.242913,18.243333,41.392840,45.242913
smooth,none,xy,none,abs,corr,5.069538,24.190953,12.333942,21.969978,24.190953
smooth,none,xy,none,abs,wavelet,3.151721,61.896660,8.247793,50.247109,61.896660
smooth,none,xy,smooth,none,fft,0.994960,51.492756,25.993805,47.117866,51.492756
smooth,none,xy,smooth,none,corr,4.297215,23.564525,12.474515,21.782050,23.564525
smooth,none,xy,smooth,none,wavelet,0.447137,59.382672,7.779013,49.492913,59.382672
smooth,none,xy,smooth,abs,fft,0.994960,45.242913,18.243333,41.392840,45.242913
smooth,none,xy,smooth,abs,corr,5.069538,24.190953,12.333942,21.969978,24.190953
smooth,none,xy,smooth,abs,wavelet,3.151721,61.896660,8.247793,50.247109,61.896660
smooth,none,xy,bandpass,none,fft,0.994960,51.492756,25.993805,47.117866,51.492756
smooth,none,xy,bandpass,none,corr,4.297215,23.564525,12.474515,21.782050,23.564525
smooth,none,xy,bandpass,none,wavelet,0.447137,59.382672,7.779013,49.492913,59.382672
smooth,none,xy,bandpass,abs,fft,0.994960,45.242913,18.243333,41.392840,45.242913
smooth,none,xy,bandpass,abs,corr,5.069538,24.190953,12.333942,21.969978,24.190953
smooth,none,xy,bandpass,abs,wavelet,3.151721,61.896660,8.247793,50.247109,61.896660
smooth,none,xy,wavelet,none,fft,0.994960,51.492756,25.993805,47.117866,51.492756
smooth,none,xy,wavelet,none,corr,4.297215,23.564525,12.474515,21.782050,23.564525
smooth,none,xy,wavelet,none,wavelet,0.447137,59.382672,7.779013,49.492913,59.382672
smooth,none,xy,wavelet,abs,fft,0.994960,45.242913,18.243333,41.392840,45.242913
smooth,none,xy,wavelet,abs,corr,5.069538,24.190953,12.333942,21.969978,24.190953
smooth,none,xy,wavelet,abs,wavelet,3.151721,61.896660,8.247793,50.247109,61.896660
smooth,none,yz,none,none,fft,1.744908,52.242703,30.868569,52.067519,52.242703
smooth,none,yz,none,none,corr,4.898641,22.302738,13.277732,21.742821,22.302738
smooth,none,yz,none,none,wavelet,1.570169,36.094126,8.110053,32.236994,36.094126
smooth,none,yz,none,abs,fft,1.744908,58.992231,20.744068,54.092378,58.992231
smooth,none,yz,none,abs,corr,5.670964,22.302738,12.823337,21.979448,22.302738
smooth,none,yz,none,abs,wavelet,0.580294,58.057218,7.257471,38.825922,58.057218
smooth,none,yz,smooth,none,fft,1.744908,52.242703,30.868569,52.067519,52.242703
smooth,none,yz,smooth,none,corr,4.898641,22.302738,13.277732,21.742821,22.302738
smooth,none,yz,smooth,none,wavelet,1.570169,36.094126,8.110053,32.236994,36.094126
smooth,none,yz,smooth,abs,fft,1.744908,58.992231,20.744068,54.092378,58.992231
smooth,none,yz,smooth,abs,corr,5.670964,22.302738,12.823337,21.979448,22.302738
smooth,none,yz,smooth,abs,wavelet,0.580294,58.057218,7.257471,38.825922,58.057218
smooth,none,yz,bandpass,none,fft,1.744908,52.242703,30.868569,52.067519,52.242703
smooth,none,yz,bandpass,none,corr,4.898641,22.302738,13.277732,21.742821,22.302738
smooth,none,yz,bandpass,none,wavelet,1.570169,36.094126,8.110053,32.236994,36.094126
smooth,none,yz,bandpass,abs,fft,1.744908,58.992231,20.744068,54.092378,58.992231
smooth,none,yz,bandpass,abs,corr,5.670964,22.302738,12.823337,21.979448,22.302738
smooth,none,yz,bandpass,abs,wavelet,0.580294,58.057218,7.257471,38.825922,58.057218
smooth,none,yz,wavelet,none,fft,1.744908,52.242703,30.868569,52.067519,52.242703
smooth,none,yz,wavelet,none,corr,4.898641,22.302738,13.277732,21.742821,22.302738
smooth,none,yz,wavelet,none,wavelet,1.570169,36.094126,8.110053,32.236994,36.094126
smooth,none,yz,wavelet,abs,fft,1.744908,58.992231,20.744068,54.092378,58.992231
smooth,none,yz,wavelet,abs,corr,5.670964,22.302738,12.823337,21.979448,22.302738
smooth,none,yz,wavelet,abs,wavelet,0.580294,58.057218,7.257471,38.825922,58.057218
smooth,none,xz,none,none,fft,5.494645,52.242703,33.993280,50.492630,52.242703
smooth,none,xz,none,none,corr,3.365871,22.040289,10.776340,21.518142,22.040289
smooth,none,xz,none,none,wavelet,0.268393,36.343816,8.033211,36.140968,36.343816
smooth,none,xz,none,abs,fft,5.494645,60.991601,31.493490,53.117299,60.991601
smooth,none,xz,none,abs,corr,3.365871,22.558434,9.665523,20.718413,22.558434
smooth,none,xz,none,abs,wavelet,0.217355,58.752693,8.533564,43.066479,58.752693
smooth,none,xz,smooth,none,fft,5.494645,52.242703,33.993280,50.492630,52.242703
smooth,none,xz,smooth,none,corr,3.365871,22.040289,10.776340,21.518142,22.040289
smooth,none,xz,smooth,none,wavelet,0.268393,36.343816,8.033211,36.140968,36.343816
smooth,none,xz,smooth,abs,fft,5.494645,60.991601,31.493490,53.117299,60.991601
smooth,none,xz,smooth,abs,corr,3.365871,22.558434,9.665523,20.718413,22.558434
smooth,none,xz,smooth,abs,wavelet,0.217355,58.752693,8.533564,43.066479,58.752693
smooth,none,xz,bandpass,none,fft,5.494645,52.242703,33.993280,50.492630,52.242703
smooth,none,xz,bandpass,none,corr,3.365871,22.040289,10.776340,21.518142,22.040289
smooth,none,xz,bandpass,none,wavelet,0.268393,36.343816,8.033211,36.140968,36.343816
smooth,none,xz,bandpass,abs,fft,5.494645,60.991601,31.493490,53.117299,60.991601
smooth,none,xz,bandpass,abs,corr,3.365871,22.558434,9.665523,20.718413,22.558434
smooth,none,xz,bandpass,abs,wavelet,0.217355,58.752693,8.533564,43.066479,58.752693
smooth,none,xz,wavelet,none,fft,5.494645,52.242703,33.993280,50.492630,52.242703
smooth,none,xz,wavelet,none,corr,3.365871,22.040289,10.776340,21.518142,22.040289
smooth,none,xz,wavelet,none,wavelet,0.268393,36.343816,8.033211,36.140968,36.343816
smooth,none,xz,wavelet,abs,fft,5.494645,60.991601,31.493490,53.117299,60.991601
smooth,none,xz,wavelet,abs,corr,3.365871,22.558434,9.665523,20.718413,22.558434
smooth,none,xz,wavelet,abs,wavelet,0.217355,58.752693,8.533564,43.066479,58.752693
smooth,none,xyz,none,none,fft,3.994750,51.992721,30.493070,49.892672,51.992721
