noise_removal1,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max
smooth,none,xyz,none,none,corr,4.187243,22.369223,12.378987,21.462594,22.369223
smooth,none,xyz,none,none,wavelet,1.213855,43.843610,7.131583,39.328929,43.843610
smooth,none,xyz,none,abs,fft,3.994750,48.992651,20.493175,44.793140,48.992651
smooth,none,xyz,none,abs,corr,4.702125,22.745332,11.335512,21.575426,22.745332
smooth,none,xyz,none,abs,wavelet,0.980181,59.568857,7.131583,44.046503,59.568857
smooth,none,xyz,smooth,none,fft,3.994750,51.992721,30.493070,49.892672,51.992721
smooth,none,xyz,smooth,none,corr,4.187243,22.369223,12.378987,21.462594,22.369223
smooth,none,xyz,smooth,none,wavelet,1.213855,43.843610,7.131583,39.328929,43.843610
smooth,none,xyz,smooth,abs,fft,3.994750,48.992651,20.493175,44.793140,48.992651
smooth,none,xyz,smooth,abs,corr,4.702125,22.745332,11.335512,21.575426,22.745332
smooth,none,xyz,smooth,abs,wavelet,0.980181,59.568857,7.131583,44.046503,59.568857
smooth,none,xyz,bandpass,none,fft,3.994750,51.992721,30.493070,49.892672,51.992721
smooth,none,xyz,bandpass,none,corr,4.187243,22.369223,12.378987,21.462594,22.369223
smooth,none,xyz,bandpass,none,wavelet,1.213855,43.843610,7.131583,39.328929,43.843610
smooth,none,xyz,bandpass,abs,fft,3.994750,48.992651,20.493175,44.793140,48.992651
smooth,none,xyz,bandpass,abs,corr,4.702125,22.745332,11.335512,21.575426,22.745332
smooth,none,xyz,bandpass,abs,wavelet,0.980181,59.568857,7.131583,44.046503,59.568857
smooth,none,xyz,wavelet,none,fft,3.994750,51.992721,30.493070,49.892672,51.992721
smooth,none,xyz,wavelet,none,corr,4.187243,22.369223,12.378987,21.462594,22.369223
smooth,none,xyz,wavelet,none,wavelet,1.213855,43.843610,7.131583,39.328929,43.843610
smooth,none,xyz,wavelet,abs,fft,3.994750,48.992651,20.493175,44.793140,48.992651
smooth,none,xyz,wavelet,abs,corr,4.702125,22.745332,11.335512,21.575426,22.745332
smooth,none,xyz,wavelet,abs,wavelet,0.980181,59.568857,7.131583,44.046503,59.568857
smooth,pca,x,none,none,fft,1.495485,62.991811,38.992231,61.591664,62.991811
smooth,pca,x,none,none,corr,0.275369,19.767082,11.014834,18.871104,19.767082
smooth,pca,x,none,none,wavelet,1.525484,18.384863,8.938479,17.659104,18.384863
smooth,pca,x,none,abs,fft,0.995800,48.491916,7.245118,44.292504,48.491916
smooth,pca,x,none,abs,corr,3.292327,26.039368,9.141520,25.142721,26.039368
smooth,pca,x,none,abs,wavelet,0.096129,61.561300,7.529129,32.420146,61.561300
smooth,pca,x,smooth,none,fft,1.495485,62.991811,38.992231,61.591664,62.991811
smooth,pca,x,smooth,none,corr,0.275369,19.767082,11.014834,18.871104,19.767082
smooth,pca,x,smooth,none,wavelet,1.525484,18.384863,8.938479,17.659104,18.384863
smooth,pca,x,smooth,abs,fft,0.995800,48.491916,7.245118,44.292504,48.491916
smooth,pca,x,smooth,abs,corr,3.292327,26.039368,9.141520,25.142721,26.039368
smooth,pca,x,smooth,abs,wavelet,0.096129,61.561300,7.529129,32.420146,61.561300
smooth,pca,x,bandpass,none,fft,1.495485,62.991811,38.992231,61.591664,62.991811
smooth,pca,x,bandpass,none,corr,0.275369,19.767082,11.014834,18.871104,19.767082
smooth,pca,x,bandpass,none,wavelet,1.525484,18.384863,8.938479,17.659104,18.384863
smooth,pca,x,bandpass,abs,fft,0.995800,48.491916,7.245118,44.292504,48.491916
smooth,pca,x,bandpass,abs,corr,3.292327,26.039368,9.141520,25.142721,26.039368
smooth,pca,x,bandpass,abs,wavelet,0.096129,61.561300,7.529129,32.420146,61.561300
smooth,pca,x,wavelet,none,fft,1.495485,62.991811,38.992231,61.591664,62.991811
smooth,pca,x,wavelet,none,corr,0.275369,19.767082,11.014834,18.871104,19.767082
smooth,pca,x,wavelet,none,wavelet,1.525484,18.384863,8.938479,17.659104,18.384863
smooth,pca,x,wavelet,abs,fft,0.995800,48.491916,7.245118,44.292504,48.491916
smooth,pca,x,wavelet,abs,corr,3.292327,26.039368,9.141520,25.142721,26.039368
smooth,pca,x,wavelet,abs,wavelet,0.096129,61.561300,7.529129,32.420146,61.561300
smooth,pca,y,none,none,fft,1.995170,55.492336,40.741758,52.692630,55.492336
smooth,pca,y,none,none,corr,2.870643,24.132375,11.793157,20.081782,24.132375
smooth,pca,y,none,none,wavelet,0.901744,57.281219,6.033096,46.907909,57.281219
smooth,pca,y,none,abs,fft,0.504095,39.992231,13.000105,31.942745,39.992231
smooth,pca,y,none,abs,corr,3.455521,25.867685,12.668037,23.409182,25.867685
smooth,pca,y,none,abs,wavelet,1.123752,60.262017,8.584678,29.620574,60.262017
smooth,pca,y,smooth,none,fft,1.995170,55.492336,40.741758,52.692630,55.492336
smooth,pca,y,smooth,none,corr,2.870643,24.132375,11.793157,20.081782,24.132375
smooth,pca,y,smooth,none,wavelet,0.901744,57.281219,6.033096,46.907909,57.281219
smooth,pca,y,smooth,abs,fft,0.504095,39.992231,13.000105,31.942745,39.992231
smooth,pca,y,smooth,abs,corr,3.455521,25.867685,12.668037,23.409182,25.867685
smooth,pca,y,smooth,abs,wavelet,1.123752,60.262017,8.584678,29.620574,60.262017
smooth,pca,y,bandpass,none,fft,1.995170,55.492336,40.741758,52.692630,55.492336
smooth,pca,y,bandpass,none,corr,2.870643,24.132375,11.793157,20.081782,24.132375
smooth,pca,y,bandpass,none,wavelet,0.901744,57.281219,6.033096,46.907909,57.281219
smooth,pca,y,bandpass,abs,fft,0.504095,39.992231,13.000105,31.942745,39.992231
smooth,pca,y,bandpass,abs,corr,3.455521,25.867685,12.668037,23.409182,25.867685
smooth,pca,y,bandpass,abs,wavelet,1.123752,60.262017,8.584678,29.620574,60.262017
smooth,pca,y,wavelet,none,fft,1.995170,55.492336,40.741758,52.692630,55.492336
smooth,pca,y,wavelet,none,corr,2.870643,24.132375,11.793157,20.081782,24.132375
smooth,pca,y,wavelet,none,wavelet,0.901744,57.281219,6.033096,46.907909,57.281219
smooth,pca,y,wavelet,abs,fft,0.504095,39.992231,13.000105,31.942745,39.992231
smooth,pca,y,wavelet,abs,corr,3.455521,25.867685,12.668037,23.409182,25.867685
smooth,pca,y,wavelet,abs,wavelet,1.123752,60.262017,8.584678,29.620574,60.262017
smooth,pca,z,none,none,fft,0.505775,59.491706,30.993175,55.992294,59.491706
smooth,pca,z,none,none,corr,2.294933,23.303878,12.375353,21.795747,23.303878
smooth,pca,z,none,none,wavelet,2.338723,63.334518,8.411467,28.038847,63.334518
smooth,pca,z,none,abs,fft,0.505775,59.491916,15.499475,54.591916,59.491916
smooth,pca,z,none,abs,corr,2.728189,25.379679,13.153297,24.669421,25.379679
smooth,pca,z,none,abs,wavelet,1.896098,61.269489,10.782233,29.108510,61.269489
smooth,pca,z,smooth,none,fft,0.505775,59.491706,30.993175,55.992294,59.491706
smooth,pca,z,smooth,none,corr,2.294933,23.303878,12.375353,21.795747,23.303878
smooth,pca,z,smooth,none,wavelet,2.338723,63.334518,8.411467,28.038847,63.334518
smooth,pca,z,smooth,abs,fft,0.505775,59.491916,15.499475,54.591916,59.491916
smooth,pca,z,smooth,abs,corr,2.728189,25.379679,13.153297,24.669421,25.379679
smooth,pca,z,smooth,abs,wavelet,1.896098,61.269489,10.782233,29.108510,61.269489
smooth,pca,z,bandpass,none,fft,0.505775,59.491706,30.993175,55.992294,59.491706
smooth,pca,z,bandpass,none,corr,2.294933,23.303878,12.375353,21.795747,23.303878
smooth,pca,z,bandpass,none,wavelet,2.338723,63.334518,8.411467,28.038847,63.334518
smooth,pca,z,bandpass,abs,fft,0.505775,59.491916,15.499475,54.591916,59.491916
smooth,pca,z,bandpass,abs,corr,2.728189,25.379679,13.153297,24.669421,25.379679
smooth,pca,z,bandpass,abs,wavelet,1.896098,61.269489,10.782233,29.108510,61.269489
smooth,pca,z,wavelet,none,fft,0.505775,59.491706,30.993175,55.992294,59.491706
smooth,pca,z,wavelet,none,corr,2.294933,23.303878,12.375353,21.795747,23.303878
smooth,pca,z,wavelet,none,wavelet,2.338723,63.334518,8.411467,28.038847,63.334518
smooth,pca,z,wavelet,abs,fft,0.505775,59.491916,15.499475,54.591916,59.491916
smooth,pca,z,wavelet,abs,corr,2.728189,25.379679,13.153297,24.669421,25.379679
smooth,pca,z,wavelet,abs,wavelet,1.896098,61.269489,10.782233,29.108510,61.269489
smooth,pca,xy,none,none,fft,4.494645,59.242073,29.868359,54.342514,59.242073
smooth,pca,xy,none,none,corr,2.693529,21.949728,11.552828,19.476443,21.949728
smooth,pca,xy,none,none,wavelet,0.311870,33.963455,7.436477,31.485510,33.963455
smooth,pca,xy,none,abs,fft,0.004410,23.744068,15.248898,22.168884,23.744068
smooth,pca,xy,none,abs,corr,3.373924,25.953527,10.598422,23.676562,25.953527
smooth,pca,xy,none,abs,wavelet,0.523662,60.911658,6.673436,29.447838,60.911658
smooth,pca,xy,smooth,none,fft,4.494645,59.242073,29.868359,54.342514,59.242073
smooth,pca,xy,smooth,none,corr,2.693529,21.949728,11.552828,19.476443,21.949728
smooth,pca,xy,smooth,none,wavelet,0.311870,33.963455,7.436477,31.485510,33.963455
smooth,pca,xy,smooth,abs,fft,0.004410,23.744068,15.248898,22.168884,23.744068
smooth,pca,xy,smooth,abs,corr,3.373924,25.953527,10.598422,23.676562,25.953527
smooth,pca,xy,smooth,abs,wavelet,0.523662,60.911658,6.673436,29.447838,60.911658
smooth,pca,xy,bandpass,none,fft,4.494645,59.242073,29.868359,54.342514,59.242073
smooth,pca,xy,bandpass,none,corr,2.693529,21.949728,11.552828,19.476443,21.949728
smooth,pca,xy,bandpass,none,wavelet,0.311870,33.963455,7.436477,31.485510,33.963455
smooth,pca,xy,bandpass,abs,fft,0.004410,23.744068,15.248898,22.168884,23.744068
smooth,pca,xy,bandpass,abs,corr,3.373924,25.953527,10.598422,23.676562,25.953527
smooth,pca,xy,bandpass,abs,wavelet,0.523662,60.911658,6.673436,29.447838,60.911658
smooth,pca,xy,wavelet,none,fft,4.494645,59.242073,29.868359,54.342514,59.242073
smooth,pca,xy,wavelet,none,corr,2.693529,21.949728,11.552828,19.476443,21.949728
smooth,pca,xy,wavelet,none,wavelet,0.311870,33.963455,7.436477,31.485510,33.963455
smooth,pca,xy,wavelet,abs,fft,0.004410,23.744068,15.248898,22.168884,23.744068
smooth,pca,xy,wavelet,abs,corr,3.373924,25.953527,10.598422,23.676562,25.953527
smooth,pca,xy,wavelet,abs,wavelet,0.523662,60.911658,6.673436,29.447838,60.911658
smooth,pca,yz,none,none,fft,3.495485,52.992651,24.868569,51.592651,52.992651
smooth,pca,yz,none,none,corr,1.408378,23.718126,12.084255,20.352857,23.718126
smooth,pca,yz,none,none,wavelet,0.418672,60.307869,8.274819,35.535471,60.307869
smooth,pca,yz,none,abs,fft,0.245853,35.493595,12.999055,34.442934,35.493595
smooth,pca,yz,none,abs,corr,3.803048,25.116355,12.604310,23.642843,25.116355
smooth,pca,yz,none,abs,wavelet,0.057430,60.765753,8.527084,29.031101,60.765753
smooth,pca,yz,smooth,none,fft,3.495485,52.992651,24.868569,51.592651,52.992651
smooth,pca,yz,smooth,none,corr,1.408378,23.718126,12.084255,20.352857,23.718126
smooth,pca,yz,smooth,none,wavelet,0.418672,60.307869,8.274819,35.535471,60.307869
smooth,pca,yz,smooth,abs,fft,0.245853,35.493595,12.999055,34.442934,35.493595
smooth,pca,yz,smooth,abs,corr,3.803048,25.116355,12.604310,23.642843,25.116355
smooth,pca,yz,smooth,abs,wavelet,0.057430,60.765753,8.527084,29.031101,60.765753
smooth,pca,yz,bandpass,none,fft,3.495485,52.992651,24.868569,51.592651,52.992651
smooth,pca,yz,bandpass,none,corr,1.408378,23.718126,12.084255,20.352857,23.718126
smooth,pca,yz,bandpass,none,wavelet,0.418672,60.307869,8.274819,35.535471,60.307869
smooth,pca,yz,bandpass,abs,fft,0.245853,35.493595,12.999055,34.442934,35.493595
smooth,pca,yz,bandpass,abs,corr,3.803048,25.116355,12.604310,23.642843,25.116355
smooth,pca,yz,bandpass,abs,wavelet,0.057430,60.765753,8.527084,29.031101,60.765753
smooth,pca,yz,wavelet,none,fft,3.495485,52.992651,24.868569,51.592651,52.992651
smooth,pca,yz,wavelet,none,corr,1.408378,23.718126,12.084255,20.352857,23.718126
smooth,pca,yz,wavelet,none,wavelet,0.418672,60.307869,8.274819,35.535471,60.307869
smooth,pca,yz,wavelet,abs,fft,0.245853,35.493595,12.999055,34.442934,35.493595
smooth,pca,yz,wavelet,abs,corr,3.803048,25.116355,12.604310,23.642843,25.116355
smooth,pca,yz,wavelet,abs,wavelet,0.057430,60.765753,8.527084,29.031101,60.765753
smooth,pca,xz,none,none,fft,1.744908,60.241653,30.868254,56.392168,60.241653
smooth,pca,xz,none,none,corr,1.009782,21.535480,11.843926,19.797955,21.535480
smooth,pca,xz,none,none,wavelet,0.667424,36.990104,9.079903,21.074288,36.990104
smooth,pca,xz,none,abs,fft,0.995800,33.492965,14.498950,32.268590,33.492965
smooth,pca,xz,none,abs,corr,3.572934,25.202197,11.147408,25.109002,25.202197
smooth,pca,xz,none,abs,wavelet,0.428607,61.415395,8.931686,30.494887,61.415395
smooth,pca,xz,smooth,none,fft,1.744908,60.241653,30.868254,56.392168,60.241653
smooth,pca,xz,smooth,none,corr,1.009782,21.535480,11.843926,19.797955,21.535480
smooth,pca,xz,smooth,none,wavelet,0.667424,36.990104,9.079903,21.074288,36.990104
smooth,pca,xz,smooth,abs,fft,0.995800,33.492965,14.498950,32.268590,33.492965
smooth,pca,xz,smooth,abs,corr,3.572934,25.202197,11.147408,25.109002,25.202197
smooth,pca,xz,smooth,abs,wavelet,0.428607,61.415395,8.931686,30.494887,61.415395
smooth,pca,xz,bandpass,none,fft,1.744908,60.241653,30.868254,56.392168,60.241653
smooth,pca,xz,bandpass,none,corr,1.009782,21.535480,11.843926,19.797955,21.535480
smooth,pca,xz,bandpass,none,wavelet,0.667424,36.990104,9.079903,21.074288,36.990104
smooth,pca,xz,bandpass,abs,fft,0.995800,33.492965,14.498950,32.268590,33.492965
smooth,pca,xz,bandpass,abs,corr,3.572934,25.202197,11.147408,25.109002,25.202197
smooth,pca,xz,bandpass,abs,wavelet,0.428607,61.415395,8.931686,30.494887,61.415395
smooth,pca,xz,wavelet,none,fft,1.744908,60.241653,30.868254,56.392168,60.241653
smooth,pca,xz,wavelet,none,corr,1.009782,21.535480,11.843926,19.797955,21.535480
smooth,pca,xz,wavelet,none,wavelet,0.667424,36.990104,9.079903,21.074288,36.990104
smooth,pca,xz,wavelet,abs,fft,0.995800,33.492965,14.498950,32.268590,33.492965
smooth,pca,xz,wavelet,abs,corr,3.572934,25.202197,11.147408,25.109002,25.202197
smooth,pca,xz,wavelet,abs,wavelet,0.428607,61.415395,8.931686,30.494887,61.415395
smooth,pca,xyz,none,none,fft,0.005040,54.992371,25.992930,53.592567,54.992371
smooth,pca,xyz,none,none,corr,1.030708,22.401111,11.827003,19.858940,22.401111
smooth,pca,xyz,none,none,wavelet,0.745531,43.753809,7.906011,29.044684,43.753809
smooth,pca,xyz,none,abs,fft,0.495835,24.994330,15.749143,23.943669,24.994330
smooth,pca,xyz,none,abs,corr,4.439764,25.424026,11.450047,24.142802,25.424026
smooth,pca,xyz,none,abs,wavelet,0.169514,61.030935,7.672881,29.334729,61.030935
smooth,pca,xyz,smooth,none,fft,0.005040,54.992371,25.992930,53.592567,54.992371
smooth,pca,xyz,smooth,none,corr,1.030708,22.401111,11.827003,19.858940,22.401111
smooth,pca,xyz,smooth,none,wavelet,0.745531,43.753809,7.906011,29.044684,43.753809
smooth,pca,xyz,smooth,abs,fft,0.495835,24.994330,15.749143,23.943669,24.994330
smooth,pca,xyz,smooth,abs,corr,4.439764,25.424026,11.450047,24.142802,25.424026
smooth,pca,xyz,smooth,abs,wavelet,0.169514,61.030935,7.672881,29.334729,61.030935
smooth,pca,xyz,bandpass,none,fft,0.005040,54.992371,25.992930,53.592567,54.992371
smooth,pca,xyz,bandpass,none,corr,1.030708,22.401111,11.827003,19.858940,22.401111
smooth,pca,xyz,bandpass,none,wavelet,0.745531,43.753809,7.906011,29.044684,43.753809
smooth,pca,xyz,bandpass,abs,fft,0.495835,24.994330,15.749143,23.943669,24.994330
smooth,pca,xyz,bandpass,abs,corr,4.439764,25.424026,11.450047,24.142802,25.424026
smooth,pca,xyz,bandpass,abs,wavelet,0.169514,61.030935,7.672881,29.334729,61.030935
smooth,pca,xyz,wavelet,none,fft,0.005040,54.992371,25.992930,53.592567,54.992371
smooth,pca,xyz,wavelet,none,corr,1.030708,22.401111,11.827003,19.858940,22.401111
smooth,pca,xyz,wavelet,none,wavelet,0.745531,43.753809,7.906011,29.044684,43.753809
smooth,pca,xyz,wavelet,abs,fft,0.495835,24.994330,15.749143,23.943669,24.994330
smooth,pca,xyz,wavelet,abs,corr,4.439764,25.424026,11.450047,24.142802,25.424026
smooth,pca,xyz,wavelet,abs,wavelet,0.169514,61.030935,7.672881,29.334729,61.030935
smooth,ica,x,none,none,fft,0.505775,62.491706,28.993700,61.791853,62.491706
smooth,ica,x,none,none,corr,3.638590,23.965743,11.777483,22.514351,23.965743
smooth,ica,x,none,none,wavelet,0.876472,57.149099,6.783606,46.226173,57.149099
smooth,ica,x,none,abs,fft,0.505775,62.491706,19.998845,61.791853,62.491706
smooth,ica,x,none,abs,corr,2.600552,26.288695,11.777483,23.211236,26.288695
smooth,ica,x,none,abs,wavelet,0.876472,63.372607,6.783606,48.093225,63.372607
smooth,ica,x,smooth,none,fft,0.505775,62.491706,28.993700,61.791853,62.491706
smooth,ica,x,smooth,none,corr,3.638590,23.965743,11.777483,22.514351,23.965743
smooth,ica,x,smooth,none,wavelet,0.876472,57.149099,6.783606,46.226173,57.149099
smooth,ica,x,smooth,abs,fft,0.505775,62.491706,19.998845,61.791853,62.491706
smooth,ica,x,smooth,abs,corr,2.600552,26.288695,11.777483,23.211236,26.288695
smooth,ica,x,smooth,abs,wavelet,0.876472,63.372607,6.783606,48.093225,63.372607
smooth,ica,x,bandpass,none,fft,0.505775,62.491706,28.993700,61.791853,62.491706
smooth,ica,x,bandpass,none,corr,3.638590,23.965743,11.777483,22.514351,23.965743
smooth,ica,x,bandpass,none,wavelet,0.876472,57.149099,6.783606,46.226173,57.149099
smooth,ica,x,bandpass,abs,fft,0.505775,62.491706,19.998845,61.791853,62.491706
smooth,ica,x,bandpass,abs,corr,2.600552,26.288695,11.777483,23.211236,26.288695
smooth,ica,x,bandpass,abs,wavelet,0.876472,63.372607,6.783606,48.093225,63.372607
smooth,ica,x,wavelet,none,fft,0.505775,62.491706,28.993700,61.791853,62.491706
smooth,ica,x,wavelet,none,corr,3.638590,23.965743,11.777483,22.514351,23.965743
smooth,ica,x,wavelet,none,wavelet,0.876472,57.149099,6.783606,46.226173,57.149099
smooth,ica,x,wavelet,abs,fft,0.505775,62.491706,19.998845,61.791853,62.491706
smooth,ica,x,wavelet,abs,corr,2.600552,26.288695,11.777483,23.211236,26.288695
smooth,ica,x,wavelet,abs,wavelet,0.876472,63.372607,6.783606,48.093225,63.372607
smooth,ica,y,none,none,fft,0.994960,51.492756,16.999370,45.542976,51.492756
smooth,ica,y,none,none,corr,1.782587,25.166813,13.410121,22.901800,25.166813
smooth,ica,y,none,none,wavelet,0.252521,57.315994,6.713353,32.740529,57.315994
smooth,ica,y,none,abs,fft,0.994960,51.492756,12.004095,45.542976,51.492756
smooth,ica,y,none,abs,corr,1.782587,26.233738,12.996936,23.221877,26.233738
smooth,ica,y,none,abs,wavelet,1.452070,61.157159,7.780353,29.683411,61.157159
smooth,ica,y,smooth,none,fft,0.994960,51.492756,16.999370,45.542976,51.492756
smooth,ica,y,smooth,none,corr,1.782587,25.166813,13.410121,22.901800,25.166813
smooth,ica,y,smooth,none,wavelet,0.252521,57.315994,6.713353,32.740529,57.315994
smooth,ica,y,smooth,abs,fft,0.994960,51.492756,12.004095,45.542976,51.492756
smooth,ica,y,smooth,abs,corr,1.782587,26.233738,12.996936,23.221877,26.233738
smooth,ica,y,smooth,abs,wavelet,1.452070,61.157159,7.780353,29.683411,61.157159
smooth,ica,y,bandpass,none,fft,0.994960,51.492756,16.999370,45.542976,51.492756
smooth,ica,y,bandpass,none,corr,1.782587,25.166813,13.410121,22.901800,25.166813
smooth,ica,y,bandpass,none,wavelet,0.252521,57.315994,6.713353,32.740529,57.315994
smooth,ica,y,bandpass,abs,fft,0.994960,51.492756,12.004095,45.542976,51.492756
smooth,ica,y,bandpass,abs,corr,1.782587,26.233738,12.996936,23.221877,26.233738
smooth,ica,y,bandpass,abs,wavelet,1.452070,61.157159,7.780353,29.683411,61.157159
smooth,ica,y,wavelet,none,fft,0.994960,51.492756,16.999370,45.542976,51.492756
smooth,ica,y,wavelet,none,corr,1.782587,25.166813,13.410121,22.901800,25.166813
smooth,ica,y,wavelet,none,wavelet,0.252521,57.315994,6.713353,32.740529,57.315994
smooth,ica,y,wavelet,abs,fft,0.994960,51.492756,12.004095,45.542976,51.492756
smooth,ica,y,wavelet,abs,corr,1.782587,26.233738,12.996936,23.221877,26.233738
smooth,ica,y,wavelet,abs,wavelet,1.452070,61.157159,7.780353,29.683411,61.157159
smooth,ica,z,none,none,fft,4.504095,60.991601,37.492126,55.392336,60.991601
smooth,ica,z,none,none,corr,2.481089,23.834670,10.757171,21.764680,23.834670
smooth,ica,z,none,none,wavelet,1.761955,48.802032,8.512357,28.579970,48.802032
smooth,ica,z,none,abs,fft,9.004410,60.991601,37.242283,55.392336,60.991601
smooth,ica,z,none,abs,corr,3.252165,23.834670,13.179330,21.764680,23.834670
smooth,ica,z,none,abs,wavelet,1.482675,55.222195,5.852779,30.506018,55.222195
smooth,ica,z,smooth,none,fft,4.504095,60.991601,37.492126,55.392336,60.991601
smooth,ica,z,smooth,none,corr,2.481089,23.834670,10.757171,21.764680,23.834670
smooth,ica,z,smooth,none,wavelet,1.761955,48.802032,8.512357,28.579970,48.802032
smooth,ica,z,smooth,abs,fft,9.004410,60.991601,37.242283,55.392336,60.991601
smooth,ica,z,smooth,abs,corr,3.252165,23.834670,13.179330,21.764680,23.834670
smooth,ica,z,smooth,abs,wavelet,1.482675,55.222195,5.852779,30.506018,55.222195
smooth,ica,z,bandpass,none,fft,4.504095,60.991601,37.492126,55.392336,60.991601
smooth,ica,z,bandpass,none,corr,2.481089,23.834670,10.757171,21.764680,23.834670
smooth,ica,z,bandpass,none,wavelet,1.761955,48.802032,8.512357,28.579970,48.802032
smooth,ica,z,bandpass,abs,fft,9.004410,60.991601,37.242283,55.392336,60.991601
smooth,ica,z,bandpass,abs,corr,3.252165,23.834670,13.179330,21.764680,23.834670
smooth,ica,z,bandpass,abs,wavelet,1.482675,55.222195,5.852779,30.506018,55.222195
smooth,ica,z,wavelet,none,fft,4.504095,60.991601,37.492126,55.392336,60.991601
smooth,ica,z,wavelet,none,corr,2.481089,23.834670,10.757171,21.764680,23.834670
smooth,ica,z,wavelet,none,wavelet,1.761955,48.802032,8.512357,28.579970,48.802032
smooth,ica,z,wavelet,abs,fft,9.004410,60.991601,37.242283,55.392336,60.991601
smooth,ica,z,wavelet,abs,corr,3.252165,23.834670,13.179330,21.764680,23.834670
smooth,ica,z,wavelet,abs,wavelet,1.482675,55.222195,5.852779,30.506018,55.222195
smooth,ica,xy,none,none,fft,0.245013,52.742388,14.494015,50.292756,52.742388
smooth,ica,xy,none,none,corr,3.341704,23.048522,12.387209,22.978444,23.048522
smooth,ica,xy,none,none,wavelet,1.061251,57.232546,5.646284,35.378100,57.232546
smooth,ica,xy,none,abs,fft,0.245013,52.742388,14.499370,51.867645,52.742388
smooth,ica,xy,none,abs,corr,3.341704,24.109888,12.387209,23.740355,24.109888
smooth,ica,xy,none,abs,wavelet,1.061251,62.264883,7.181926,36.887801,62.264883
smooth,ica,xy,smooth,none,fft,0.245013,52.742388,14.494015,50.292756,52.742388
smooth,ica,xy,smooth,none,corr,3.341704,23.048522,12.387209,22.978444,23.048522
smooth,ica,xy,smooth,none,wavelet,1.061251,57.232546,5.646284,35.378100,57.232546
smooth,ica,xy,smooth,abs,fft,0.245013,52.742388,14.499370,51.867645,52.742388
smooth,ica,xy,smooth,abs,corr,3.341704,24.109888,12.387209,23.740355,24.109888
smooth,ica,xy,smooth,abs,wavelet,1.061251,62.264883,7.181926,36.887801,62.264883
smooth,ica,xy,bandpass,none,fft,0.245013,52.742388,14.494015,50.292756,52.742388
smooth,ica,xy,bandpass,none,corr,3.341704,23.048522,12.387209,22.978444,23.048522
smooth,ica,xy,bandpass,none,wavelet,1.061251,57.232546,5.646284,35.378100,57.232546
smooth,ica,xy,bandpass,abs,fft,0.245013,52.742388,14.499370,51.867645,52.742388
smooth,ica,xy,bandpass,abs,corr,3.341704,24.109888,12.387209,23.740355,24.109888
smooth,ica,xy,bandpass,abs,wavelet,1.061251,62.264883,7.181926,36.887801,62.264883
smooth,ica,xy,wavelet,none,fft,0.245013,52.742388,14.494015,50.292756,52.742388
smooth,ica,xy,wavelet,none,corr,3.341704,23.048522,12.387209,22.978444,23.048522
smooth,ica,xy,wavelet,none,wavelet,1.061251,57.232546,5.646284,35.378100,57.232546
smooth,ica,xy,wavelet,abs,fft,0.245013,52.742388,14.499370,51.867645,52.742388
smooth,ica,xy,wavelet,abs,corr,3.341704,24.109888,12.387209,23.740355,24.109888
smooth,ica,xy,wavelet,abs,wavelet,1.061251,62.264883,7.181926,36.887801,62.264883
smooth,ica,yz,none,none,fft,1.744908,52.242703,26.118622,45.767960,52.242703
smooth,ica,yz,none,none,corr,4.538024,24.500742,12.389906,21.306835,24.500742
smooth,ica,yz,none,none,wavelet,3.989437,53.059013,6.074619,30.660249,53.059013
smooth,ica,yz,none,abs,fft,1.744908,52.242703,25.369199,45.767960,52.242703
smooth,ica,yz,none,abs,corr,4.305444,25.034204,12.962285,21.904481,25.034204
smooth,ica,yz,none,abs,wavelet,1.467372,58.189677,5.973018,30.094715,58.189677
smooth,ica,yz,smooth,none,fft,1.744908,52.242703,26.118622,45.767960,52.242703
smooth,ica,yz,smooth,none,corr,4.538024,24.500742,12.389906,21.306835,24.500742
smooth,ica,yz,smooth,none,wavelet,3.989437,53.059013,6.074619,30.660249,53.059013
smooth,ica,yz,smooth,abs,fft,1.744908,52.242703,25.369199,45.767960,52.242703
smooth,ica,yz,smooth,abs,corr,4.305444,25.034204,12.962285,21.904481,25.034204
smooth,ica,yz,smooth,abs,wavelet,1.467372,58.189677,5.973018,30.094715,58.189677
smooth,ica,yz,bandpass,none,fft,1.744908,52.242703,26.118622,45.767960,52.242703
smooth,ica,yz,bandpass,none,corr,4.538024,24.500742,12.389906,21.306835,24.500742
smooth,ica,yz,bandpass,none,wavelet,3.989437,53.059013,6.074619,30.660249,53.059013
smooth,ica,yz,bandpass,abs,fft,1.744908,52.242703,25.369199,45.767960,52.242703
smooth,ica,yz,bandpass,abs,corr,4.305444,25.034204,12.962285,21.904481,25.034204
smooth,ica,yz,bandpass,abs,wavelet,1.467372,58.189677,5.973018,30.094715,58.189677
smooth,ica,yz,wavelet,none,fft,1.744908,52.242703,26.118622,45.767960,52.242703
smooth,ica,yz,wavelet,none,corr,4.538024,24.500742,12.389906,21.306835,24.500742
smooth,ica,yz,wavelet,none,wavelet,3.989437,53.059013,6.074619,30.660249,53.059013
smooth,ica,yz,wavelet,abs,fft,1.744908,52.242703,25.369199,45.767960,52.242703
smooth,ica,yz,wavelet,abs,corr,4.305444,25.034204,12.962285,21.904481,25.034204
smooth,ica,yz,wavelet,abs,wavelet,1.467372,58.189677,5.973018,30.094715,58.189677
